symbol,period,balance_identity,gross_profit_decomposes,cf_sums_to_net,cf_internal_roll,total_liabilities_identity,net_income_parent_identity,issuance_nonneg
BIO,2025,True,True,True,True,True,True,True
BKC,2009,True,True,True,True,True,True,True
BKC,2010,True,True,True,True,True,True,True
BKC,2011,True,True,True,True,True,True,True
BKC,2012,True,True,True,True,True,True,True
BKC,2013,True,True,True,True,True,True,True
BKC,2014,True,True,True,True,True,True,True
BKC,2015,True,True,True,True,True,True,True
BKC,2016,True,True,True,True,True,True,True
BKC,2017,True,True,True,True,True,True,True
BKC,2018,True,True,True,True,True,True,True
BKC,2019,True,True,True,True,True,True,True
BKC,2020,True,True,True,True,True,True,True
BKC,2021,True,True,True,True,True,True,True
BKC,2022,True,True,True,True,True,True,True
BKC,2023,True,True,True,True,True,True,True
BKC,2024,True,True,True,True,True,True,True
BKC,2025,True,True,True,True,True,True,True
BKG,2018,True,True,True,True,True,True,True
BKG,2019,True,True,True,True,True,True,True
BKG,2020,True,True,True,True,True,True,True
BKG,2021,True,True,True,True,True,True,True
BKG,2022,True,True,True,True,True,True,True
BKG,2023,True,True,True,True,True,True,True
BKG,2024,True,True,True,True,True,True,True
BKG,2025,True,True,True,True,True,True,True
BKH,2018,True,True,True,True,True,True,True
BKH,2019,True,True,True,True,True,True,True
BKH,2020,True,True,True,True,True,True,True
BKH,2021,True,True,True,True,True,True,True
BKH,2022,True,True,True,True,True,True,True
BLF,2009,True,True,True,True,True,True,True
BLF,2010,True,True,True,True,True,True,True
BLF,2011,True,True,True,True,True,True,True
BLF,2012,True,True,True,True,True,True,True
BLF,2013,True,True,True,True,True,True,True
BLF,2014,True,True,True,True,True,True,True
BLF,2015,True,True,True,True,True,True,True
BLF,2017,True,True,True,True,True,True,True
BLF,2018,True,True,True,True,True,True,True
BLF,2020,True,True,True,True,True,True,True
BLF,2021,True,True,True,True,True,True,True
BLF,2022,True,True,True,True,True,True,True
BLF,2023,True,True,True,True,True,True,True
BLF,2024,True,True,True,True,True,True,True
BLF,2025,True,True,True,True,True,True,True
BLN,2015,True,True,True,True,True,True,True
BLN,2016,True,True,True,True,True,True,True
BLN,2017,True,True,True,True,True,True,True
BLN,2018,True,True,True,True,True,True,True
BLN,2019,True,True,True,True,True,True,True
BLN,2020,True,True,True,True,True,True,True
BLN,2021,True,True,True,True,True,True,True
BLN,2022,True,True,True,True,True,True,True
BLN,2023,True,True,True,True,True,True,True
BLN,2024,True,True,True,True,True,True,True
BLN,2025,True,True,True,True,True,True,True
BLT,2014,True,True,True,True,True,True,True
BLT,2015,True,True,True,True,True,True,True
BLT,2016,True,True,True,True,True,True,True
BLT,2017,True,True,True,True,True,True,True
BLT,2018,True,True,True,True,True,True,True
BLT,2019,True,True,True,True,True,True,True
BLT,2020,True,True,True,True,True,True,True
BLT,2021,True,True,True,True,True,True,True
BLT,2022,True,True,True,True,True,True,True
BLT,2023,True,True,True,True,True,True,True
BLT,2024,True,True,True,True,True,True,True
BLT,2025,True,True,True,True,True,True,True
BLW,2016,True,True,True,True,True,True,True
BLW,2017,True,True,True,True,True,True,True
BLW,2018,True,True,True,True,True,True,True
BLW,2019,True,True,True,True,True,True,True
BLW,2020,True,True,True,True,True,True,True
BLW,2021,True,True,True,True,True,True,True
BLW,2022,True,True,True,True,True,True,True
BLW,2023,True,True,True,True,True,True,True
BM9,2018,True,True,True,True,True,True,True
BM9,2019,True,True,True,True,True,True,True
BM9,2020,True,True,True,True,True,True,True
BMC,2009,True,True,True,True,True,True,True
BMC,2010,True,True,True,True,True,True,True
BMC,2011,True,True,True,True,True,True,True
BMC,2012,True,True,True,True,True,True,True
BMC,2013,True,True,True,True,True,True,True
BMC,2014,True,True,True,True,True,True,True
BMC,2015,True,True,True,True,True,True,True
BMC,2016,True,True,True,True,True,True,True
BMC,2017,True,True,True,True,True,True,True
BMC,2018,True,True,True,True,True,True,True
BMC,2019,True,True,True,True,True,True,True
BMC,2020,True,True,True,True,True,True,True
BMC,2021,True,True,True,True,True,True,True
BMC,2022,True,True,True,True,True,True,True
BMC,2023,True,True,True,True,True,True,True
BMC,2024,True,True,True,True,True,True,True
BMC,2025,True,True,True,True,True,True,True
BMD,2016,True,True,True,True,True,True,True
BMD,2017,True,True,True,True,True,True,True
BMD,2018,True,True,True,True,True,True,True
BMD,2019,True,True,True,True,True,True,True
BMD,2020,True,True,True,True,True,True,True
BMD,2021,True,True,True,True,True,True,True
BMD,2022,True,True,True,True,True,True,True
BMD,2023,True,True,True,True,True,True,True
BMD,2024,True,True,True,True,True,True,True
BMD,2025,True,True,True,True,True,True,True
BMF,2016,True,True,True,True,True,True,True
BMF,2017,True,True,True,True,True,True,True
BMF,2018,True,True,True,True,True,True,True
BMF,2019,True,True,True,True,True,True,True
BMF,2020,True,True,True,True,True,True,True
BMF,2021,True,True,True,True,True,True,True
BMF,2022,True,True,True,True,True,True,True
BMF,2023,True,True,True,True,True,True,True
BMF,2024,True,True,True,True,True,True,True
BMF,2025,True,True,True,True,True,True,True
BMG,2016,True,True,True,True,True,True,True
BMG,2017,True,True,True,True,True,True,True
BMG,2018,True,True,True,True,True,True,True
BMG,2019,True,True,True,True,True,True,True
BMG,2020,True,True,True,True,True,True,True
BMG,2021,True,True,True,True,True,True,True
BMG,2022,True,True,True,True,True,True,True
BMG,2023,True,True,True,True,True,True,True
BMG,2024,True,True,True,True,True,True,True
BMG,2025,True,True,True,True,True,True,True
BMJ,2009,True,True,True,True,True,True,True
BMJ,2010,True,True,True,True,True,True,True
BMJ,2011,True,True,True,True,True,True,True
BMJ,2012,True,True,True,True,True,True,True
BMJ,2013,True,True,True,True,True,True,True
BMJ,2014,True,True,True,True,True,True,True
BMJ,2015,True,True,True,True,True,True,True
BMJ,2016,True,True,True,True,True,True,True
BMJ,2017,True,True,True,True,True,True,True
BMJ,2018,True,True,True,True,True,True,True
BMJ,2019,True,True,True,True,True,True,True
BMJ,2020,True,True,True,True,True,True,True
BMJ,2021,True,True,True,True,True,True,True
BMJ,2022,True,True,True,True,True,True,True
BMJ,2023,True,True,True,True,True,True,True
BMJ,2024,True,True,True,True,True,True,True
BMJ,2025,True,True,True,True,True,True,True
BMN,2015,True,True,True,True,True,True,True
BMN,2016,True,True,True,True,True,True,True
BMN,2017,True,True,True,True,True,True,True
BMN,2018,True,True,True,True,True,True,True
BMN,2019,True,True,True,True,True,True,True
BMN,2020,True,True,True,True,True,True,True
BMN,2021,True,True,True,True,True,True,True
BMN,2022,True,True,True,True,True,True,True
BMN,2023,True,True,True,True,True,True,True
BMN,2024,True,True,True,True,True,True,True
BMP,2009,True,True,True,True,True,True,True
BMP,2010,True,True,True,True,True,True,True
BMP,2011,True,True,True,True,True,True,True
BMP,2012,True,True,True,True,True,True,True
BMP,2013,True,True,True,True,True,True,True
BMP,2014,True,True,True,True,True,True,True
BMP,2015,True,True,True,True,True,True,True
BMP,2016,True,True,True,True,True,True,True
BMP,2017,True,True,True,True,True,True,True
BMP,2018,True,True,True,True,True,True,True
BMP,2019,True,True,True,True,True,True,True
BMP,2020,True,True,True,True,True,True,True
BMP,2021,True,True,True,True,True,True,True
BMP,2022,True,True,True,True,True,True,True
BMP,2023,True,True,True,True,True,True,True
BMP,2024,True,True,True,True,True,True,True
BMP,2025,True,True,True,True,True,True,True
BMV,2016,True,True,True,True,True,True,True
BMV,2017,True,True,True,True,True,True,True
BMV,2018,True,True,True,True,True,True,True
BMV,2019,True,True,True,True,True,True,True
BMV,2020,True,True,True,True,True,True,True
BMV,2021,True,True,True,True,True,True,True
BMV,2022,True,True,True,True,True,True,True
BMV,2023,True,True,True,True,True,True,True
BMV,2024,True,True,True,True,True,True,True
BMV,2025,True,True,True,True,True,True,True
BNA,2018,True,True,True,True,True,True,True
BNA,2019,True,True,True,True,True,True,True
BNA,2020,True,True,True,True,True,True,True
BNA,2021,True,True,True,True,True,True,True
BNA,2022,True,True,True,True,True,True,True
BNA,2023,True,True,True,True,True,True,True
BNA,2024,True,True,True,True,True,True,True
BNA,2025,True,True,True,True,True,True,True
BNW,2015,True,True,True,True,True,True,True
BNW,2017,True,True,True,True,True,True,True
BNW,2018,True,True,True,True,True,True,True
BNW,2019,True,True,True,True,True,True,True
BNW,2020,True,True,True,True,True,True,True
BNW,2021,True,True,True,True,True,True,True
BNW,2022,True,True,True,True,True,True,True
BNW,2023,True,True,True,True,True,True,True
BNW,2024,True,True,True,True,True,True,True
BNW,2025,True,True,True,True,True,True,True
BOT,2021,True,True,True,True,True,True,True
BOT,2022,True,True,True,True,True,True,True
BOT,2023,True,True,True,True,True,True,True
BOT,2024,True,True,True,True,True,True,True
BOT,2025,True,True,True,True,True,True,True
BPC,2010,True,True,True,True,True,True,True
BPC,2011,True,True,True,True,True,True,True
BPC,2012,True,True,True,True,True,True,True
BPC,2013,True,True,True,True,True,True,True
BPC,2014,True,True,True,True,True,True,True
BPC,2015,True,True,True,True,True,True,True
BPC,2016,True,True,True,True,True,True,True
BPC,2017,True,True,True,True,True,True,True
BPC,2018,True,True,True,True,True,True,True
BPC,2019,True,True,True,True,True,True,True
BPC,2020,True,True,True,True,True,True,True
BPC,2021,True,True,True,True,True,True,True
BPC,2022,True,True,True,True,True,True,True
BPC,2023,True,True,True,True,True,True,True
BPC,2024,True,True,True,True,True,True,True
BPC,2025,True,True,True,True,True,True,True
BPW,2019,True,True,True,True,True,True,True
BPW,2020,True,True,True,True,True,True,True
BPW,2021,True,True,True,True,True,True,True
BQB,2015,True,True,True,True,True,True,True
BQB,2016,True,True,True,True,True,True,True
BQB,2017,True,True,True,True,True,True,True
BQB,2018,True,True,True,True,True,True,True
BQB,2019,True,True,True,True,True,True,True
BQB,2020,True,True,True,True,True,True,True
BQB,2021,True,True,True,True,True,True,True
BQB,2022,True,True,True,True,True,True,True
BQB,2023,True,True,True,True,True,True,True
BQB,2024,True,True,True,True,True,True,True
BQB,2025,True,True,True,True,True,True,True
BRC,2009,True,True,True,True,True,True,True
BRC,2010,True,True,True,True,True,True,True
BRC,2011,True,True,True,True,True,True,True
BRC,2012,True,True,True,True,True,True,True
BRC,2013,True,True,True,True,True,True,True
BRC,2014,True,True,True,True,True,True,True
BRC,2015,True,True,True,True,True,True,True
BRC,2016,True,True,True,True,True,True,True
BRC,2017,True,True,True,True,True,True,True
BRC,2018,True,True,True,True,True,True,True
BRC,2019,True,True,True,True,True,True,True
BRC,2020,True,True,True,True,True,True,True
BRC,2021,True,True,True,True,True,True,True
BRC,2022,True,True,True,True,True,True,True
BRC,2023,True,True,True,True,True,True,True
BRC,2024,True,True,True,True,True,True,True
BRC,2025,True,True,True,True,True,True,True
BRR,2017,True,True,True,True,True,True,True
BRR,2018,True,True,True,True,True,True,True
BRR,2019,True,True,True,True,True,True,True
BRR,2020,True,True,True,True,True,True,True
BRR,2021,True,True,True,True,True,True,True
BRR,2022,True,True,True,True,True,True,True
BRR,2023,True,True,True,True,True,True,True
BRR,2024,True,True,True,True,True,True,True
BRR,2025,True,True,True,True,True,True,True
BRS,2014,True,True,True,True,True,True,True
BRS,2015,True,True,True,True,True,True,True
BRS,2016,True,True,True,True,True,True,True
BRS,2017,True,True,True,True,True,True,True
BRS,2018,True,True,True,True,True,True,True
BRS,2019,True,True,True,True,True,True,True
BRS,2020,True,True,True,True,True,True,True
BRS,2021,True,True,True,True,True,True,True
BRS,2022,True,True,True,True,True,True,True
BRS,2023,True,True,True,True,True,True,True
BRS,2024,True,True,True,True,True,True,True
BRS,2025,True,True,True,True,True,True,True
BSA,2014,True,True,True,True,True,True,True
BSA,2015,True,True,True,True,True,True,True
BSA,2016,True,True,True,True,True,True,True
BSA,2017,True,True,True,True,True,True,True
BSA,2018,True,True,True,True,True,True,True
BSA,2019,True,True,True,True,True,True,True
BSA,2020,True,True,True,True,True,True,True
BSA,2021,True,True,True,True,True,True,True
BSA,2022,True,True,True,True,True,True,True
BSA,2023,True,True,True,True,True,True,True
BSA,2024,True,True,True,True,True,True,True
BSA,2025,True,True,True,True,True,True,True
BSC,2010,True,True,True,True,True,True,True
BSC,2011,True,True,True,True,True,True,True
BSC,2012,True,True,True,True,True,True,True
BSC,2013,True,True,True,True,True,True,True
BSC,2014,True,True,True,True,True,True,True
BSC,2015,True,True,True,True,True,True,True
BSC,2016,True,True,True,True,True,True,True
BSC,2017,True,True,True,True,True,True,True
BSC,2018,True,True,True,True,True,True,True
BSC,2019,True,True,True,True,True,True,True
BSC,2020,True,True,True,True,True,True,True
BSC,2021,True,True,True,True,True,True,True
BSC,2022,True,True,True,True,True,True,True
BSC,2023,True,True,True,True,True,True,True
BSC,2024,True,True,True,True,True,True,True
BSD,2013,True,True,True,True,True,True,True
BSD,2014,True,True,True,True,True,True,True
BSD,2015,True,True,True,True,True,True,True
BSD,2016,True,True,True,True,True,True,True
BSD,2017,True,True,True,True,True,True,True
BSD,2018,True,True,True,True,True,True,True
BSD,2019,True,True,True,True,True,True,True
BSD,2020,True,True,True,True,True,True,True
BSD,2021,True,True,True,True,True,True,True
BSD,2022,True,True,True,True,True,True,True
BSD,2023,True,True,True,True,True,True,True
BSD,2024,True,True,True,True,True,True,True
BSD,2025,True,True,True,True,True,True,True
BSG,2014,True,True,True,True,True,True,True
BSG,2015,True,True,True,True,True,True,True
BSG,2016,True,True,True,True,True,True,True
BSG,2017,True,True,True,True,True,True,True
BSG,2018,True,True,True,True,True,True,True
BSG,2019,True,True,True,True,True,True,True
BSG,2020,True,True,True,True,True,True,True
BSG,2021,True,True,True,True,True,True,True
BSG,2022,True,True,True,True,True,True,True
BSG,2023,True,True,True,True,True,True,True
BSG,2024,True,True,True,True,True,True,True
BSG,2025,True,True,True,True,True,True,True
BSH,2016,True,True,True,True,True,True,True
BSH,2017,True,True,True,True,True,True,True
BSH,2018,True,True,True,True,True,True,True
BSH,2019,True,True,True,True,True,True,True
BSH,2020,True,True,True,True,True,True,True
BSH,2021,True,True,True,True,True,True,True
BSH,2022,True,True,True,True,True,True,True
BSH,2023,True,True,True,True,True,True,True
BSH,2024,True,True,True,True,True,True,True
BSH,2025,True,True,True,True,True,True,True
BSL,2015,True,True,True,True,True,True,True
BSL,2016,True,True,True,True,True,True,True
BSL,2017,True,True,True,True,True,True,True
BSL,2018,True,True,True,True,True,True,True
BSL,2019,True,True,True,True,True,True,True
BSL,2020,True,True,True,True,True,True,True
BSL,2021,True,True,True,True,True,True,True
BSL,2022,True,True,True,True,True,True,True
BSL,2023,True,True,True,True,True,True,True
BSL,2024,True,True,True,True,True,True,True
BSL,2025,True,True,True,True,True,True,True
BSP,2014,True,True,True,True,True,True,True
BSP,2015,True,True,True,True,True,True,True
BSP,2016,True,True,True,True,True,True,True
BSP,2017,True,True,True,True,True,True,True
BSP,2018,True,True,True,True,True,True,True
BSP,2019,True,True,True,True,True,True,True
BSP,2020,True,True,True,True,True,True,True
BSP,2021,True,True,True,True,True,True,True
BSP,2022,True,True,True,True,True,True,True
BSP,2023,True,True,True,True,True,True,True
BSP,2024,True,True,True,True,True,True,True
BSP,2025,True,True,True,True,True,True,True
BSQ,2012,True,True,True,True,True,True,True
BSQ,2013,True,True,True,True,True,True,True
BSQ,2014,True,True,True,True,True,True,True
BSQ,2015,True,True,True,True,True,True,True
BSQ,2016,True,True,True,True,True,True,True
BSQ,2017,True,True,True,True,True,True,True
BSQ,2018,True,True,True,True,True,True,True
BSQ,2019,True,True,True,True,True,True,True
BSQ,2020,True,True,True,True,True,True,True
BSQ,2021,True,True,True,True,True,True,True
BSQ,2022,True,True,True,True,True,True,True
BSQ,2023,True,True,True,True,True,True,True
BSQ,2024,True,True,True,True,True,True,True
BSQ,2025,True,True,True,True,True,True,True
BSR,2013,True,True,True,True,True,True,True
BSR,2014,True,True,True,True,True,True,True
BSR,2015,True,True,True,True,True,True,True
BSR,2016,True,True,True,True,True,True,True
BSR,2017,True,True,True,True,True,True,True
BSR,2018,True,True,True,True,True,True,True
BSR,2019,True,True,True,True,True,True,True
BSR,2020,True,True,True,True,True,True,True
BSR,2021,True,True,True,True,True,True,True
BSR,2022,True,True,True,True,True,True,True
BSR,2023,True,True,True,True,True,True,True
BSR,2024,True,True,True,True,True,True,True
BSR,2025,True,True,True,True,True,True,True
BST,2010,True,True,True,True,True,True,True
BST,2011,True,True,True,True,True,True,True
BST,2012,True,True,True,True,True,True,True
BST,2013,True,True,True,True,True,True,True
BST,2014,True,True,True,True,True,True,True
BST,2015,True,True,True,True,True,True,True
BST,2016,True,True,True,True,True,True,True
BST,2017,True,True,True,True,True,True,True
BST,2018,True,True,True,True,True,True,True
BST,2019,True,True,True,True,True,True,True
BST,2020,True,True,True,True,True,True,True
BST,2021,True,True,True,True,True,True,True
BST,2022,True,True,True,True,True,True,True
BST,2023,True,True,True,True,True,True,True
BST,2024,True,True,True,True,True,True,True
BT1,2012,True,True,True,True,True,True,True
BT1,2013,True,True,True,True,True,True,True
BT1,2014,True,True,True,True,True,True,True
BT1,2015,True,True,True,True,True,True,True
BT1,2016,True,True,True,True,True,True,True
BT1,2017,True,True,True,True,True,True,True
BT1,2018,True,True,True,True,True,True,True
BT1,2019,True,True,True,True,True,True,True
BT1,2020,True,True,True,True,True,True,True
BT1,2021,True,True,True,True,True,True,True
BT1,2022,True,True,True,True,True,True,True
BT1,2024,True,True,True,True,True,True,True
BT1,2025,True,True,True,True,True,True,True
BT6,2009,True,True,True,True,True,True,True
BT6,2010,True,True,True,True,True,True,True
BT6,2011,True,True,True,True,True,True,True
BT6,2012,True,True,True,True,True,True,True
BT6,2013,True,True,True,True,True,True,True
BT6,2014,True,True,True,True,True,True,True
BT6,2015,True,True,True,True,True,True,True
BT6,2016,True,True,True,True,True,True,True
BT6,2017,True,True,True,True,True,True,True
BT6,2018,True,True,True,True,True,True,True
BT6,2019,True,True,True,True,True,True,True
BT6,2020,True,True,True,True,True,True,True
BT6,2021,True,True,True,True,True,True,True
BT6,2022,True,True,True,True,True,True,True
BT6,2023,True,True,True,True,True,True,True
BT6,2024,True,True,True,True,True,True,True
BT6,2025,True,True,True,True,True,True,True
BTB,2009,True,True,True,True,True,True,True
BTB,2010,True,True,True,True,True,True,True
BTB,2011,True,True,True,True,True,True,True
BTB,2012,True,True,True,True,True,True,True
BTB,2013,True,True,True,True,True,True,True
BTB,2014,True,True,True,True,True,True,True
BTB,2015,True,True,True,True,True,True,True
BTB,2016,True,True,True,True,True,True,True
BTB,2017,True,True,True,True,True,True,True
BTB,2018,True,True,True,True,True,True,True
BTB,2019,True,True,True,True,True,True,True
BTB,2020,True,True,True,True,True,True,True
BTB,2021,True,True,True,True,True,True,True
BTB,2022,True,True,True,True,True,True,True
BTB,2023,True,True,True,True,True,True,True
BTB,2024,True,True,True,True,True,True,True
BTB,2025,True,True,True,True,True,True,True
BTC,2011,True,True,True,True,True,True,True
BTC,2012,True,True,True,True,True,True,True
BTC,2014,True,True,True,True,True,True,True
BTC,2015,True,True,True,True,True,True,True
BTC,2016,True,True,True,True,True,True,True
BTC,2018,True,True,True,True,True,True,True
BTD,2014,True,True,True,True,True,True,True
BTD,2015,True,True,True,True,True,True,True
BTD,2016,True,True,True,True,True,True,True
BTD,2017,True,True,True,True,True,True,True
BTD,2018,True,True,True,True,True,True,True
BTD,2019,True,True,True,True,True,True,True
BTD,2020,True,True,True,True,True,True,True
BTD,2021,True,True,True,True,True,True,True
BTD,2022,True,True,True,True,True,True,True
BTD,2023,True,True,True,True,True,True,True
BTD,2024,True,True,True,True,True,True,True
BTD,2025,True,True,True,True,True,True,True
BTG,2010,True,True,True,True,True,True,True
BTG,2011,True,True,True,True,True,True,True
BTG,2012,True,True,True,True,True,True,True
BTG,2013,True,True,True,True,True,True,True
BTG,2014,True,True,True,True,True,True,True
BTG,2015,True,True,True,True,True,True,True
BTG,2016,True,True,True,True,True,True,True
BTG,2017,True,True,True,True,True,True,True
BTG,2018,True,True,True,True,True,True,True
BTG,2019,True,True,True,True,True,True,True
BTG,2023,True,True,True,True,True,True,True
BTG,2024,True,True,True,True,True,True,True
BTG,2025,True,True,True,True,True,True,True
BTH,2011,True,True,True,True,True,True,True
BTH,2012,True,True,True,True,True,True,True
BTH,2013,True,True,True,True,True,True,True
BTH,2014,True,True,True,True,True,True,True
BTH,2015,True,True,True,True,True,True,True
BTH,2016,True,True,True,True,True,True,True
BTH,2017,True,True,True,True,True,True,True
BTH,2019,True,True,True,True,True,True,True
BTH,2022,True,True,True,True,True,True,True
BTH,2023,True,True,True,True,True,True,True
BTH,2024,True,True,True,True,True,True,True
BTH,2025,True,True,True,True,True,True,True
BTN,2017,True,True,True,True,True,True,True
BTN,2019,True,True,True,True,True,True,True
BTN,2020,True,True,True,True,True,True,True
BTN,2021,True,True,True,True,True,True,True
BTN,2022,True,True,True,True,True,True,True
BTN,2023,True,True,True,True,True,True,True
BTN,2024,True,True,True,True,True,True,True
BTN,2025,True,True,True,True,True,True,True
BTP,2009,True,True,True,True,True,True,True
BTP,2010,True,True,True,True,True,True,True
BTP,2011,True,True,True,True,True,True,True
BTP,2012,True,True,True,True,True,True,True
BTP,2013,True,True,True,True,True,True,True
BTP,2014,True,True,True,True,True,True,True
BTP,2015,True,True,True,True,True,True,True
BTP,2016,True,True,True,True,True,True,True
BTP,2017,True,True,True,True,True,True,True
BTP,2018,True,True,True,True,True,True,True
BTP,2019,True,True,True,True,True,True,True
BTP,2020,True,True,True,True,True,True,True
BTP,2021,True,True,True,True,True,True,True
BTP,2022,True,True,True,True,True,True,True
BTP,2023,True,True,True,True,True,True,True
BTP,2024,True,True,True,True,True,True,True
BTP,2025,True,True,True,True,True,True,True
BTR,2015,True,True,True,True,True,True,True
BTR,2016,True,True,True,True,True,True,True
BTR,2017,True,True,True,True,True,True,True
BTR,2018,True,True,True,True,True,True,True
BTR,2019,True,True,True,True,True,True,True
BTR,2020,True,True,True,True,True,True,True
BTR,2021,True,True,True,True,True,True,True
BTS,2009,True,True,True,True,True,True,True
BTS,2010,True,True,True,True,True,True,True
BTS,2011,True,True,True,True,True,True,True
BTS,2012,True,True,True,True,True,True,True
BTS,2013,True,True,True,True,True,True,True
BTS,2014,True,True,True,True,True,True,True
BTS,2015,True,True,True,True,True,True,True
BTS,2016,True,True,True,True,True,True,True
BTS,2017,True,True,True,True,True,True,True
BTS,2018,True,True,True,True,True,True,True
BTS,2019,True,True,True,True,True,True,True
BTS,2020,True,True,True,True,True,True,True
BTS,2021,True,True,True,True,True,True,True
BTS,2022,True,True,True,True,True,True,True
BTS,2023,True,True,True,True,True,True,True
BTS,2024,True,True,True,True,True,True,True
BTS,2025,True,True,True,True,True,True,True
BTT,2009,True,True,True,True,True,True,True
BTT,2010,True,True,True,True,True,True,True
BTT,2011,True,True,True,True,True,True,True
BTT,2012,True,True,True,True,True,True,True
BTT,2013,True,True,True,True,True,True,True
BTT,2014,True,True,True,True,True,True,True
BTT,2015,True,True,True,True,True,True,True
BTT,2016,True,True,True,True,True,True,True
BTT,2017,True,True,True,True,True,True,True
BTT,2018,True,True,True,True,True,True,True
BTT,2019,True,True,True,True,True,True,True
BTT,2020,True,True,True,True,True,True,True
BTT,2021,True,True,True,True,True,True,True
BTT,2022,True,True,True,True,True,True,True
BTT,2023,True,True,True,True,True,True,True
BTT,2024,True,True,True,True,True,True,True
BTT,2025,True,True,True,True,True,True,True
BTU,2013,True,True,True,True,True,True,True
BTU,2014,True,True,True,True,True,True,True
BTU,2015,True,True,True,True,True,True,True
BTU,2016,True,True,True,True,True,True,True
BTU,2017,True,True,True,True,True,True,True
BTU,2018,True,True,True,True,True,True,True
BTU,2019,True,True,True,True,True,True,True
BTU,2020,True,True,True,True,True,True,True
BTU,2021,True,True,True,True,True,True,True
BTU,2022,True,True,True,True,True,True,True
BTU,2023,True,True,True,True,True,True,True
BTU,2024,True,True,True,True,True,True,True
BTU,2025,True,True,True,True,True,True,True
BTV,2015,True,True,True,True,True,True,True
BTV,2016,True,True,True,True,True,True,True
BTV,2017,True,True,True,True,True,True,True
BTV,2018,True,True,True,True,True,True,True
BTV,2019,True,True,True,True,True,True,True
BTV,2020,True,True,True,True,True,True,True
BTV,2021,True,True,True,True,True,True,True
BTV,2022,True,True,True,True,True,True,True
BTV,2023,True,True,True,True,True,True,True
BTV,2024,True,True,True,True,True,True,True
BTV,2025,True,True,True,True,True,True,True
BTW,2009,True,True,True,True,True,True,True
BTW,2010,True,True,True,True,True,True,True
BTW,2011,True,True,True,True,True,True,True
BTW,2012,True,True,True,True,True,True,True
BTW,2013,True,True,True,True,True,True,True
BTW,2014,True,True,True,True,True,True,True
BTW,2015,True,True,True,True,True,True,True
BTW,2016,True,True,True,True,True,True,True
BTW,2017,True,True,True,True,True,True,True
BTW,2018,True,True,True,True,True,True,True
BTW,2019,True,True,True,True,True,True,True
BTW,2020,True,True,True,True,True,True,True
BTW,2021,True,True,True,True,True,True,True
BTW,2022,True,True,True,True,True,True,True
BTW,2023,True,True,True,True,True,True,True
BTW,2024,True,True,True,True,True,True,True
BTW,2025,True,True,True,True,True,True,True
BUD,2019,True,True,True,True,True,True,True
BUD,2020,True,True,True,True,True,True,True
BVG,2011,True,True,True,True,True,True,True
BVG,2012,True,True,True,True,True,True,True
BVG,2013,True,True,True,True,True,True,True
BVG,2014,True,True,True,True,True,True,True
BVG,2015,True,True,True,True,True,True,True
BVG,2016,True,True,True,True,True,True,True
BVG,2017,True,True,True,True,True,True,True
BVG,2018,True,True,True,True,True,True,True
BVG,2019,True,True,True,True,True,True,True
BVG,2020,True,True,True,True,True,True,True
BVG,2021,True,True,True,True,True,True,True
BVG,2022,True,True,True,True,True,True,True
BVG,2023,True,True,True,True,True,True,True
BVG,2024,True,True,True,True,True,True,True
BVG,2025,True,True,True,True,True,True,True
BVL,2019,True,True,True,True,True,True,True
BVL,2020,True,True,True,True,True,True,True
BVL,2021,True,True,True,True,True,True,True
BVL,2022,True,True,True,True,True,True,True
BVL,2023,True,True,True,True,True,True,True
BVL,2024,True,True,True,True,True,True,True
BVL,2025,True,True,True,True,True,True,True
BVN,2010,True,True,True,True,True,True,True
BVN,2011,True,True,True,True,True,True,True
BVN,2012,True,True,True,True,True,True,True
BVN,2013,True,True,True,True,True,True,True
BVN,2014,True,True,True,True,True,True,True
BVN,2015,True,True,True,True,True,True,True
BVN,2016,True,True,True,True,True,True,True
BVN,2017,True,True,True,True,True,True,True
BVN,2018,True,True,True,True,True,True,True
BVN,2019,True,True,True,True,True,True,True
BVN,2020,True,True,True,True,True,True,True
BVN,2021,True,True,True,True,True,True,True
BVN,2022,True,True,True,True,True,True,True
BVN,2023,True,True,True,True,True,True,True
BVN,2024,True,True,True,True,True,True,True
BVN,2025,True,True,True,True,True,True,True
BWA,2010,True,True,True,True,True,True,True
BWA,2011,True,True,True,True,True,True,True
BWA,2012,True,True,True,True,True,True,True
BWA,2013,True,True,True,True,True,True,True
BWA,2014,True,True,True,True,True,True,True
BWA,2015,True,True,True,True,True,True,True
BWA,2016,True,True,True,True,True,True,True
BWA,2017,True,True,True,True,True,True,True
BWA,2018,True,True,True,True,True,True,True
BWA,2019,True,True,True,True,True,True,True
BWA,2020,True,True,True,True,True,True,True
BWA,2021,True,True,True,True,True,True,True
BWA,2022,True,True,True,True,True,True,True
BWA,2023,True,True,True,True,True,True,True
BWA,2024,True,True,True,True,True,True,True
BWA,2025,True,True,True,True,True,True,True
BWE,2015,True,True,True,True,True,True,True
BWE,2016,True,True,True,True,True,True,True
BWE,2017,True,True,True,True,True,True,True
BWE,2018,True,True,True,True,True,True,True
BWE,2019,True,True,True,True,True,True,True
BWE,2020,True,True,True,True,True,True,True
BWE,2021,True,True,True,True,True,True,True
BWE,2022,True,True,True,True,True,True,True
BWE,2023,True,True,True,True,True,True,True
BWE,2024,True,True,True,True,True,True,True
