symbol,period,raw_roa,raw_cfoa,raw_d_roa,raw_accrual,raw_d_lever,raw_d_liquid,raw_eq_offer,raw_d_margin,raw_d_turn,f_roa,f_cfoa,f_d_roa,f_accrual,f_d_lever,f_d_liquid,f_eq_offer,f_d_margin,f_d_turn,signals_available,f_score
AAA,2021,0.03386941029088832,0.05176786440914735,0.0010378204586119488,-0.01789845411825903,0.05204597172688549,0.4396493392888732,1145712154488.0,-0.0055718483078589925,0.6036950967539579,True,True,True,True,False,True,False,False,True,9,6
AAA,2022,0.015245409426053602,0.009700279939679406,-0.01862400086483472,0.0055451294863741955,-0.007166952641779689,0.13344745238800515,854220890000.0,-0.027974664701973073,-0.0061487789627812095,True,True,False,False,True,True,False,False,False,9,4
AAA,2023,0.02680761708860658,0.24224308542157583,0.011562207662552977,-0.21543546833296925,-0.08735731274987776,-0.24444523736824308,0.0,0.01680042302275965,-0.35846460972537764,True,True,True,True,True,False,True,True,False,9,7
AAA,2024,0.03181959149397779,0.08278312819137061,0.005011974405371211,-0.05096353669739282,0.07361262692816002,0.03470289875528221,0.0,0.028265380061572157,-0.06561860035357991,True,True,True,True,False,True,True,True,False,9,7
AAA,2025,0.027085034736312297,0.0710187692578686,-0.004734556757665494,-0.0439337345215563,-0.02092041978292407,-0.17299382928501172,46355220000.0,0.023044166505092722,-0.3242945870577659,True,True,False,True,True,False,False,True,False,9,5
AAH,2019,,,,,,,0.0,,,,,,,,,True,,,1,
AAH,2020,-0.02963244019791227,0.25322069657271196,,-0.28285313677062424,,-4.520500404344984,126647000000.0,0.07954697081500234,,False,True,,True,,False,False,True,,6,
AAH,2021,-0.014069148988985276,-0.12678460221683158,0.015563291208926994,0.1127154532278463,0.0013469553966101771,2.0495052173854615,694353000000.0,0.003810627462069338,0.12343463187665127,False,False,True,False,False,True,False,True,True,9,4
AAH,2022,0.0793666412618919,0.04458843575438723,0.09343579025087717,0.03477820550750467,-0.0004170838857212941,1.2161186663783878,0.0,0.18060301011258645,0.08760443434379928,True,True,True,False,True,True,True,True,True,9,8
AAH,2023,0.008972325605055169,0.11491852004114683,-0.07039431565683674,-0.10594619443609166,-0.0003805898210818094,-0.9693374106544543,0.0,-0.09333106675745681,-0.28207247370089733,True,True,False,True,True,False,True,False,False,9,5
AAH,2024,0.009021035816222985,0.06937158503696603,4.871021116781629e-05,-0.06035054922074304,-0.00037657154760213846,-1.3299573655173285,0.0,-0.11611087203889207,0.7061567251784306,True,True,True,True,True,False,True,False,True,9,7
AAH,2025,0.0001881547729206265,0.037704751135035436,-0.008832881043302359,-0.03751659636211481,-0.00017271014220493516,0.05583708507472607,0.0,-0.011888759188223574,-0.3050435081005104,True,True,False,True,True,True,True,False,False,9,6
AAM,2009,,,,,,,0.0,,,,,,,,,True,,,1,
AAM,2010,0.1255026958260216,0.0008489578862882353,,0.12465373793973338,,2.1495082963012972,0.0,-0.017396648129802017,,True,True,,False,,True,True,False,,6,
AAM,2011,0.19314878665850563,0.090962658463846,0.06764609083248402,0.10218612819465962,-0.003974974719500778,-0.7150319622506496,0.0,-0.010584469601358115,0.5544703945047418,True,True,True,False,True,False,True,False,True,9,6
AAM,2012,0.0424287903658236,0.07227025121146634,-0.150719996292682,-0.029841460845642737,-0.009314803737691934,1.235414104902822,0.0,-0.06758796159915521,-0.4579292773425514,True,True,False,True,True,True,True,False,False,9,6
AAM,2013,0.02865108117136635,0.06689162384907066,-0.013777709194457251,-0.03824054267770431,0.0,-2.424878068383224,0.0,0.008238265467298708,0.39538155492631155,True,True,False,True,False,False,True,True,True,9,6
AAM,2014,0.029401257195390974,0.0602705747760185,0.0007501760240246243,-0.030869317580627526,0.0,0.5229057557459882,0.0,-0.018676146148846134,-0.4135474010648539,True,True,True,True,False,True,True,False,False,9,6
AAM,2015,0.0086263856131921,-0.008664824907523561,-0.020774871582198873,0.01729121052071566,0.0,-2.386579519800349,0.0,-0.013044541391606573,-0.2769015537065811,True,False,False,False,False,False,True,False,False,9,2
AAM,2016,0.004875296866955698,-0.006321469349615792,-0.003751088746236402,0.01119676621657149,0.0,17.595780221809992,0.0,-0.008528658808741554,-0.32292810919116666,True,False,False,False,False,True,True,False,False,9,3
AAM,2017,0.004387675654648631,0.2215572203305078,-0.0004876212123070666,-0.21716954467585917,0.0,4.530972590235592,0.0,0.006292588883149541,0.015750536869448273,True,True,False,True,False,True,True,True,True,9,7
AAM,2018,0.03813407555901312,0.06668671699011387,0.03374639990436448,-0.028552641431100756,0.0,-13.882151649072103,0.0,0.023042677137691425,-0.001635137519565566,True,True,True,True,False,False,True,True,False,9,6
AAM,2019,0.03613182709447543,-0.11664966525253964,-0.0020022484645376842,0.15278149234701507,0.0,0.20928917764408084,56500000.0,-0.008134656232259715,0.07218854675676412,True,False,False,False,False,True,False,False,True,9,3
AAM,2020,-0.05260187768484628,-0.10685977030119162,-0.08873370477932171,0.05425789261634534,0.0,-1.3183646063383403,0.0,-0.0965968381429169,-0.40847723712884343,False,False,False,False,False,False,True,False,False,9,1
AAM,2021,0.0010696840894252586,0.2149352476127491,0.05367156177427154,-0.21386556352332384,0.0,18.359209042757648,0.0,0.05449828490693398,0.10478802443013335,True,True,True,True,False,True,True,True,True,9,8
AAM,2022,0.08404180114779308,-0.019746652329391285,0.08297211705836782,0.10378845347718436,0.0,-6.616051102483102,0.0,0.07287027157725916,0.4181675920746242,True,False,True,False,False,False,True,True,True,9,5
AAM,2023,0.003216910776944587,-0.11085596976943186,-0.0808248903708485,0.11407288054637645,0.0,-3.798002778529874,0.0,-0.12199224832966782,-0.42861494447852944,True,False,False,False,False,False,True,False,False,9,2
AAM,2024,-0.02957701253786888,0.15993678571840617,-0.03279392331481347,-0.18951379825627504,0.0,14.585502995890398,0.0,0.021812502927828013,0.09537066710838882,False,True,False,True,False,True,True,True,True,9,6
AAM,2025,0.009126378901282001,0.3037787337896991,0.038703391439150886,-0.2946523548884171,0.0,57.89096701242262,0.0,0.09590567155036768,0.12130783126017008,True,True,True,True,False,True,True,True,True,9,8
AAT,2019,,,,,,,0.0,,,,,,,,,True,,,1,
AAT,2020,0.02336319190063711,0.0016961875600828868,,0.02166700434055422,,-0.2186915856897078,0.0,-0.019849442521960886,,True,True,,False,,False,True,False,,6,
AAT,2022,,,,,,,0.0,,,,,,,,,True,,,1,
AAT,2024,,,,,,,0.0,,,,,,,,,True,,,1,
AAT,2025,0.01777997048962446,-0.06774478138087325,,0.08552475187049771,,-0.24662099513500446,0.0,-0.006820562918913378,,True,False,,False,,False,True,False,,6,
AAV,2015,,,,,,,0.0,,,,,,,,,True,,,1,
AAV,2016,0.052255184717564684,-0.27438957245055623,,0.3266447571681209,,0.6148069547085149,115000000000.0,0.08221746638977073,,True,False,,False,,True,False,True,,6,
AAV,2017,0.0532968920800989,0.01431882452522057,0.0010417073625342138,0.03897806755487833,-0.2828622623578728,-1.4242094986894358,0.0,0.04881768542950164,0.08725484999548583,True,True,True,False,True,False,True,True,True,9,7
AAV,2019,,,,,,,174804978000.0,,,,,,,,,False,,,1,
AAV,2020,0.02266298800065532,-0.041529034358324585,,0.0641920223589799,,0.0622906588833656,0.0,-0.006735436437962983,,True,False,,False,,True,True,False,,6,
AAV,2021,0.04154823334143824,-0.5471854392431581,0.01888524534078292,0.5887336725845963,-0.007970059198358396,2.781023938926709,409350000000.0,0.0037514783903883214,0.28399124306091483,True,False,True,False,True,True,False,True,True,9,6
AAV,2022,0.001520166031513531,-0.030193347152954148,-0.04002806730992471,0.031713513184467676,0.0,-1.5433776394842313,23314810000.0,-0.02128440972088165,-0.3332706136429968,True,False,False,False,False,False,False,False,False,9,1
AAV,2023,-0.01568787008845871,0.028083486367977282,-0.01720803611997224,-0.04377135645643599,0.0,4.237481971455649,0.0,-0.03650019673170394,-0.4327486248933472,False,True,False,True,False,True,True,False,False,9,4
AAV,2024,-0.0170787990160275,0.2301928937422484,-0.0013909289275687922,-0.2472716927582759,0.0002666236188545707,-2.6846974213488837,0.0,-0.04636778438554856,-0.02580230980021027,False,True,False,True,False,False,True,False,False,9,3
AAV,2025,-0.02298931559970395,-0.5623746652271598,-0.0059105165836764485,0.5393853496274559,0.24194403289766728,-4.21976779880908,0.0,0.037612791472121244,0.2990174130673984,False,False,False,False,False,False,True,True,True,9,3
ABC,2010,,,,,,,2189000000.0,,,,,,,,,False,,,1,
ABC,2011,0.44252229141003824,0.4046344125985062,,0.03788787881153205,,-0.23732392276856284,248824000000.0,-0.24611137171965017,,True,True,,False,,False,False,False,,6,
ABC,2012,0.16623632454644713,0.060617508278174505,-0.2762859668635911,0.10561881626827263,0.0,1.1536947388872,13272000000.0,-0.11778916725336432,-0.6564647485789239,True,True,False,False,False,True,False,False,False,9,3
ABC,2013,0.12503306103122186,0.03904125001721902,-0.04120326351522527,0.08599181101400284,0.0,0.4987233594258962,0.0,-0.04251544785317106,1.5488066812653183,True,True,False,False,False,True,True,False,True,9,5
ABC,2014,0.07063812499313439,-0.10006020357000592,-0.05439493603808747,0.17069832856314032,0.0,0.4735023899989441,4800000000.0,-0.0003895850981344498,-0.41681630253824853,True,False,False,False,False,True,False,False,False,9,2
ABC,2015,0.10416235408763501,-0.004480775483106887,0.03352422909450062,0.1086431295707419,0.0,-1.4198444896959184,0.0,-0.016533497739142713,2.428905895925384,True,False,True,False,False,False,True,False,True,9,4
ABC,2016,0.09120096645808713,-0.050495801761825554,-0.012961387629547877,0.14169676821991267,0.0,-0.6116199721849318,67050000000.0,-0.011763732073673386,2.625522490062143,True,False,False,False,False,False,False,False,True,9,2
ABC,2017,0.2686328144741933,-0.1531356827257834,0.17743184801610618,0.42176849719997667,0.0,1.187560620956595,0.0,-0.009412452872255764,-4.489707444724321,True,False,True,False,False,True,True,False,False,9,4
ABC,2018,0.03384879251367183,-0.15978150424127488,-0.23478402196052145,0.1936302967549467,0.0,-0.49655021995125326,0.0,0.025974340414830613,-2.275745992208139,True,False,False,False,False,False,True,True,False,9,3
ABC,2019,0.0327748175187239,-0.06265802235408471,-0.001073974994947928,0.09543283987280862,0.0,-0.31483373575418305,0.0,-0.010333125916303858,1.4401537204548167,True,False,False,False,False,False,True,False,True,9,3
ABC,2020,-0.21147165875941046,-0.1526817481286657,-0.24424647627813437,-0.05878991063074476,0.0,-1.237028516652768,0.0,-0.003160520562950176,1.1711666927328914,False,False,False,True,False,False,True,False,True,9,3
ABC,2021,-0.6663242437381423,-0.005462168342389547,-0.4548525849787318,-0.6608620753957527,0.0,-0.8791507926100062,0.0,0.01603433687218173,-2.1972849608702103,False,False,False,True,False,False,True,True,False,9,3
ABC,2022,0.8415293232888346,0.27066680790637393,1.5078535670269768,0.5708625153824607,0.0,2.3715248059825615,0.0,0.035127456835774194,-0.23005827486138508,True,True,True,False,False,True,True,True,False,9,6
ABC,2023,0.03500868190810721,-0.27233993224226466,-0.8065206413807273,0.30734861415037185,0.0,0.888766256347759,0.0,-0.07576901296283785,-0.06719122381560938,True,False,False,False,False,True,True,False,False,9,3
ABC,2024,0.010957102677315825,0.0003116185772226259,-0.024051579230791383,0.0106454841000932,0.0,-1.8341641424306805,0.0,0.0025818040445707634,0.35395341060946417,True,True,False,False,False,False,True,True,True,9,5
ABC,2025,0.10995806149749655,-0.04751029350127365,0.09900095882018073,0.1574683549987702,0.0,1.7339770081590808,0.0,0.01799883798380828,-0.31707070916423885,True,False,True,False,False,True,True,True,False,9,5
ABR,2018,,,,,,,0.0,,,,,,,,,True,,,1,
ABR,2019,0.23335598552400164,-2.163327912422292,,2.3966838979462937,,-4.7955671311451,170000000000.0,0.32151558149084736,,True,False,,False,,False,False,True,,6,
ABR,2020,0.09568664890138028,0.08962402391862914,-0.13766933662262137,0.006062624982751133,0.010815073914306944,0.775677707666659,0.0,0.0847339340805337,-0.3713302739016311,True,True,False,False,False,True,True,True,False,9,5
ABR,2021,0.06841999707006474,0.04694117802661372,-0.027266651831315533,0.021478819043451024,-0.010815073914306944,-0.1367376725945828,0.0,-0.04878813818701244,-0.05747270644206759,True,True,False,False,True,False,True,False,False,9,4
ABR,2022,0.09404590203587875,0.15473618627471658,0.025625904965814003,-0.060690284238837836,0.0,-2.106614605297882,0.0,0.021656451749068273,0.010621179787417334,True,True,True,True,False,False,True,True,True,9,7
ABR,2023,0.08324514874585819,0.037200318726022995,-0.01080075329002056,0.04604483001983519,0.0,1.0637196574313585,0.0,0.11001937630241299,-0.18913598124713651,True,True,False,False,False,True,True,True,False,9,5
ABR,2024,0.051389879171831986,0.006225482617744034,-0.0318552695740262,0.04516439655408795,0.0,0.7586102272357076,0.0,0.24247030408282366,-0.07939911032429506,True,True,False,False,False,True,True,True,False,9,5
ABR,2025,0.042000896090301124,-0.07539345197612328,-0.009388983081530862,0.1173943480664244,0.0,-0.9225403841545492,0.0,0.07009033753946992,0.007482804537578977,True,False,False,False,False,False,True,True,True,9,4
ABS,2018,,,,,,,0.0,,,,,,,,,True,,,1,
ABS,2019,0.05686868526008159,-0.008258146825228616,,0.0651268320853102,,-0.03345550078376136,0.0,0.012936327117018712,,True,False,,False,,False,True,True,,6,
ABS,2022,,,,,,,0.0,,,,,,,,,True,,,1,
ABS,2023,0.004964448008974349,-0.272321463931657,,0.27728591194063135,,-0.09134325026636136,0.0,-0.016916516158441267,,True,False,,False,,False,True,False,,6,
ABS,2024,0.0015421604843758711,0.29161430485304646,-0.003422287524598478,-0.29007214436867057,-8.404832643199833e-05,9.51252414771267,0.0,-0.02251506964311179,-0.3633255336662771,True,True,False,True,True,True,True,False,False,9,6
ABS,2025,-0.5136148274770942,-0.0030780173304090124,-0.51515698796147,-0.5105368101466852,-0.000309982541683531,-5.719855908926328,0.0,0.020208441441506714,-0.08109283630999314,False,False,False,True,True,False,True,True,False,9,4
ABT,2011,,,,,,,0.0,,,,,,,,,True,,,1,
ABT,2012,0.1654703889036142,0.1683241456929041,,-0.0028537567892898963,,-0.954192545168763,0.0,-0.0674496266174055,,True,True,,True,,False,True,False,,6,
ABT,2014,,,,,,,0.0,,,,,,,,,True,,,1,
ABT,2015,0.10490237068963565,0.20377577028979296,,-0.09887339960015731,,0.4847024250934018,2795800.0,0.02333408457302985,,True,True,,True,,True,False,True,,6,
ABT,2016,0.08153605159361481,0.1602536352089395,-0.02336631909602084,-0.0787175836153247,0.0,-0.4072688170565919,0.0,-0.07151786341879257,0.00012433680716295026,True,True,False,True,False,False,True,False,True,9,5
ABT,2017,0.04347144027746588,0.02433052020505931,-0.03806461131614893,0.019140920072406566,0.0,-0.8622947705539483,0.0,-0.051159346513064086,-0.13101314029363909,True,True,False,False,False,False,True,False,False,9,3
ABT,2018,0.10519331498059466,0.09359665266364918,0.06172187470312878,0.011596662316945477,0.0,0.770773421050104,0.0,0.10259570019544148,0.03320940042906062,True,True,True,False,False,True,True,True,True,9,7
ABT,2019,0.09092673921293878,-0.03572612838092429,-0.014266575767655873,0.12665286759386307,0.0,-0.259009160904601,0.0,-0.07756526791722596,0.050192470870964234,True,False,False,False,False,False,True,False,True,9,3
ABT,2020,0.025722414894363506,0.017837975474849995,-0.06520432431857529,0.00788443941951351,0.0,-0.14000889333938504,0.0,-0.033720180800799554,-0.08358434185929153,True,True,False,False,False,False,True,False,False,9,3
ABT,2021,0.06215698468293341,-0.003518340914454461,0.036434569788569904,0.06567532559738787,0.0,-0.28920494373334105,0.0,0.07289389431811136,0.037627857330023384,True,False,True,False,False,False,True,True,True,9,5
ABT,2022,0.10818090874162242,0.2252123615513253,0.04602392405868901,-0.11703145280970287,0.0,0.30362265708778935,5431728182.0,-0.00022675113336892427,0.40923075003973175,True,True,True,True,False,True,False,False,True,9,6
ABT,2023,0.10259839246790346,0.09626065070612033,-0.00558251627371896,0.0063377417617831305,0.0,0.11840219645274397,0.0,-0.03244421311535206,-0.18200384214655319,True,True,False,False,False,True,True,False,False,9,4
ABT,2024,0.15580491639987012,0.12564473926779277,0.05320652393196666,0.03016017713207736,0.0,0.11846322389970387,0.0,0.065275827574267,0.04014011897518166,True,True,True,False,False,True,True,True,True,9,7
ABT,2025,0.20414131534555788,0.16700396386520708,0.04833639894568775,0.0371373514803508,0.0,0.3182425761481502,0.0,0.04693114931258327,0.017614327398178586,True,True,True,False,False,True,True,True,True,9,7
AC4,2015,,,,,,,0.0,,,,,,,,,True,,,1,
AC4,2016,0.024389295225737476,-0.0666611997605923,,0.09105049498632978,,-0.002948244241433695,0.0,-0.007558867536910943,,True,False,,False,,False,True,False,,6,
AC4,2017,0.021809773469339856,-0.032184074918695536,-0.0025795217563976194,0.05399384838803539,0.0,0.047518795541666936,0.0,0.000978589209228574,-0.12756745628863864,True,False,False,False,False,True,True,True,False,9,4
AC4,2018,0.026106553242737512,-0.09931180871744362,0.0042967797733976555,0.12541836196018114,0.0,0.05849827512514416,0.0,0.0048861118651410546,0.23574236517312586,True,False,True,False,False,True,True,True,True,9,6
AC4,2019,0.03294995753896331,-0.06699387677993804,0.006843404296225802,0.09994383431890136,0.00421105007566593,-0.03796987770125915,0.0,-0.0004108714098821492,0.30926878737039054,True,False,True,False,False,False,True,False,True,9,4
AC4,2020,0.02446185526574081,-0.015914929760532378,-0.008488102273222504,0.04037678502627319,-0.0020971911088605356,0.004832170398367808,0.0,-0.007122184702310304,-0.1831305998361923,True,False,False,False,True,True,True,False,False,9,4
AC4,2021,0.014648422326194076,0.375775573978081,-0.009813432939546732,-0.3611271516518869,-0.0021138589668053946,0.014798915474779406,0.0,0.011067054660757358,-0.3788797935837993,True,True,False,True,True,True,True,True,False,9,7
ACC,2009,,,,,,,0.0,,,,,,,,,True,,,1,
ACC,2010,0.2630062949532029,0.11327033091316005,,0.14973596404004283,,0.7447408550387822,41583961363.0,-0.013530052455904912,,True,True,,False,,True,False,False,,6,
ACC,2011,0.2558124434016331,0.13719116594626185,-0.007193851551569763,0.11862127745537127,0.0,0.6010565747613819,0.0,-0.0020174530397986945,-0.027358286783162322,True,True,False,False,False,True,True,False,False,9,4
ACC,2012,0.24171993061950542,0.19592427474224627,-0.014092512782127697,0.045795655877259145,0.0,0.15020203499220042,0.0,-0.011098748347774218,0.08510005876396254,True,True,False,False,False,True,True,False,True,9,5
ACC,2013,0.12377679026522935,0.20322524229266736,-0.11794314035427607,-0.07944845202743801,0.0,0.8385128247223026,0.0,-0.06464021156364241,-0.18197414353760277,True,True,False,True,False,True,True,False,False,9,5
ACC,2014,0.15338733473127328,0.29309553645676956,0.029610544466043928,-0.13970820172549628,0.0,-1.630305948593331,0.0,0.03200000191667124,0.08737772050613923,True,True,True,True,False,False,True,True,True,9,7
ACC,2015,0.11233893384864203,0.12499354155774489,-0.041048400882631245,-0.012654607709102858,0.0,0.1744327408897819,0.0,0.06932238380148664,-0.34940163943681246,True,True,False,True,False,True,True,True,False,9,6
ACC,2016,0.12233730108030746,-0.019754282419034354,0.009998367231665431,0.1420915834993418,0.0,0.09303518387668808,0.0,-0.001740422618240256,0.13169028459081167,True,False,True,False,False,True,True,False,True,9,5
ACC,2017,0.07501906407296555,0.12067646833560734,-0.04731823700734192,-0.045657404262641796,0.0,0.0053439452204764315,750000000.0,-0.02930301664000065,-0.3157972765965201,True,True,False,True,False,True,False,False,False,9,4
ACC,2018,0.09285717054473935,0.1918487897146459,0.017838106471773807,-0.09899161916990654,0.0,-0.19750903898804673,2250000000.0,-0.020961756450677826,0.28526204176825887,True,True,True,True,False,False,False,False,True,9,5
ACC,2019,0.1153524974881026,0.0643050504647317,0.022495326943363245,0.0510474470233709,0.0,-0.44457109268596695,0.0,-0.011086153982655417,0.14746756095872593,True,True,True,False,False,False,True,False,True,9,5
ACC,2020,0.11934240941450346,-0.5463902679863383,0.003989911926400858,0.6657326774008417,0.0,0.2411752044366373,200000000000.0,0.08490424182567113,-0.3148625348410047,True,False,True,False,False,True,False,True,False,9,4
ACC,2021,0.04118824785497766,-0.5010782637865014,-0.07815416155952579,0.5422665116414791,0.23179073494636462,-0.3185501021023238,0.0,-0.06748899114442541,-0.5888994472516931,True,False,False,False,False,False,True,False,False,9,2
ACC,2022,0.07003469204121077,-0.3732321383319176,0.028846444186233104,0.44326683037312836,-0.23118041618964869,0.35839493429162883,749999930000.0,-0.04723010744498074,0.15968505705732422,True,False,True,False,True,True,False,False,True,9,5
ACC,2023,0.03309854161018798,-0.18025801723086268,-0.03693615043102279,0.21335655884105065,0.07716449134391867,-0.18521103302682795,0.0,0.03470838237125701,-0.23600551698917543,True,False,False,False,False,False,True,True,False,9,3
ACC,2024,0.022231820059754912,0.1841098271634727,-0.010866721550433067,-0.1618780071037178,-0.0208791124687173,-0.8042378975667119,0.0,-0.037442866500603356,-0.012690659441486007,True,True,False,True,True,False,True,False,False,9,5
ACC,2025,0.017425389293059326,-0.09685952778185299,-0.004806430766695586,0.11428491707491231,0.1284456925576377,0.5723702002791131,0.0,-0.011072079172416899,-0.04036000648523963,True,False,False,False,False,True,True,False,False,9,3
ACE,2010,,,,,,,0.0,,,,,,,,,True,,,1,
ACE,2011,0.14990033251770227,-0.016891300901868578,,0.16679163341957084,,-0.22917671014755525,0.0,-0.01985785516248109,,True,False,,False,,False,True,False,,6,
ACE,2012,0.058503528557865114,0.12687310589918527,-0.09139680395983715,-0.06836957734132015,-0.038949704051361285,0.1694774169847728,95558000.0,-0.0031340227849403768,-1.1131382464839825,True,True,False,True,True,True,False,False,False,9,5
ACE,2013,0.06753625735105191,0.09173030060700778,0.009032728793186798,-0.024194043255955866,-0.005978804352251731,0.055294436554575555,0.0,-0.004124194590063995,0.24192464165062022,True,True,True,True,True,True,True,False,True,9,8
ACE,2014,0.08730710386779106,0.13487040098648784,0.019770846516739146,-0.04756329711869678,0.0010073551628917345,0.0950386981140583,0.0,-0.0011701466837839847,0.4556215773023058,True,True,True,True,False,True,True,False,True,9,7
ACE,2015,0.15051091888021131,0.19393835728066108,0.06320381501242026,-0.04342743840044977,-0.0010073551628917345,0.209997586539161,0.0,0.038433864316876704,0.12788041113088444,True,True,True,True,True,True,True,True,True,9,9
ACE,2016,0.1558910687931016,0.18671146406051436,0.005380149912890292,-0.03082039526741276,0.0028208681827170314,0.10497218380953344,0.0,0.006738296878560923,0.03862964073845987,True,True,True,True,False,True,True,True,True,9,8
ACE,2017,0.11362800630312495,0.17766585081891004,-0.04226306248997666,-0.06403784451578509,-0.0028208681827170314,0.14078820118745816,0.0,-0.049674472389683894,-0.13715154711647615,True,True,False,True,True,True,True,False,False,9,6
ACE,2018,0.10884446188502585,-0.1416683474317296,-0.004783544418099098,0.25051280931675546,0.0,-0.4034529609197848,0.0,0.01622214637811112,0.14287888068435284,True,False,False,False,False,False,True,True,True,9,4
ACE,2019,0.10232202694544305,0.10868809850286144,-0.006522434939582794,-0.00636607155741839,0.0,0.0005875517296372035,0.0,0.0206492205147778,-0.17905839010343594,True,True,False,True,False,True,True,True,False,9,6
ACE,2020,0.1182322421781064,0.3885999405972522,0.015910215232663352,-0.2703676984191458,0.0,0.1367754836348707,0.0,0.0038008904451223846,-0.0808333087293358,True,True,True,True,False,True,True,True,False,9,7
ACE,2021,0.09587815879117154,-0.06955420901432006,-0.02235408338693487,0.1654323678054916,0.0,-0.2517430140485135,0.0,0.02033970921646891,-0.5742305538232146,True,False,False,False,False,False,True,True,False,9,3
