,alpha_daily,alpha_annual,alpha_tstat,alpha_pvalue,alpha_significant,alpha,beta_mkt,beta_smb,beta_hml,r2,n_obs
fscore_EW,-0.00023215426324146008,-0.05850287433684794,-1.691686508090477,0.09070576224894787,False,0.05,1.1509451397411266,0.086215369284026,0.8966362914924616,0.7968017078388618,3235
fscore_GMV,0.00010957861427031205,0.02761381079611864,0.507732684601398,0.6116408235112523,False,0.05,1.005236511225205,0.27721492688948646,0.6435591026071588,0.5032019055865173,3235
value_EW,-0.0005125219032912244,-0.12915551962938857,-3.1265417336400194,0.0017687539812911211,True,0.05,1.1779075191945358,0.267052613493077,1.2241513445343932,0.7801423784498474,3235
