formation_year,index,ticker,roa_pos,cfo_pos,delta_roa_pos,accruals_ok,delta_leverage_down,delta_liquidity_up,no_issuance,delta_margin_up,delta_turnover_up,fscore
2020,46,6971.T,1,1,1,1,1,1,1,1,1,9
2020,47,6981.T,1,1,1,1,0,1,0,1,1,7
2020,48,7011.T,1,1,1,1,0,0,1,1,1,7
2020,49,7201.T,1,1,0,1,1,0,0,0,0,4
2020,50,7202.T,1,1,0,1,0,1,1,1,0,6
2020,51,7203.T,1,1,0,1,0,1,1,0,0,5
2020,52,7267.T,1,1,0,1,0,0,1,0,1,5
2020,53,7269.T,1,1,0,1,1,0,0,0,0,4
2020,54,7270.T,1,1,0,1,0,1,0,0,0,4
2020,55,7733.T,1,1,0,1,1,0,0,0,0,4
2020,56,7741.T,1,1,1,1,0,1,0,1,1,7
2020,57,7751.T,1,1,0,1,0,0,1,0,0,4
2020,58,7832.T,1,1,1,1,1,0,0,1,0,6
2020,59,7974.T,1,1,1,0,0,1,1,1,1,7
2020,60,8001.T,1,1,1,0,1,1,1,0,1,7
2020,61,8002.T,1,1,1,1,1,1,1,1,0,8
2020,62,8031.T,1,1,1,0,0,0,0,0,1,4
2020,63,8035.T,1,1,0,0,1,1,1,0,0,5
2020,64,8053.T,1,1,1,0,1,0,0,0,1,5
2020,65,8058.T,1,1,1,1,1,0,0,0,1,6
2020,66,8113.T,1,1,0,1,0,1,1,0,0,5
2020,67,8267.T,1,1,0,1,1,0,0,1,0,5
2020,68,8801.T,1,1,0,1,0,1,1,1,0,6
2020,69,8802.T,1,1,1,1,1,0,0,1,1,7
2020,70,8830.T,1,1,1,1,1,0,1,0,1,7
2020,71,9020.T,1,1,0,1,1,1,1,1,0,7
2020,72,9021.T,1,1,0,1,0,0,1,1,0,5
2020,73,9022.T,1,1,0,1,1,0,0,1,0,5
2020,74,9201.T,1,1,1,1,0,0,1,0,1,6
2020,75,9202.T,1,1,0,1,1,0,1,0,0,5
2020,76,9432.T,1,1,0,1,1,0,1,0,0,5
2020,77,9433.T,1,1,1,1,0,1,1,0,0,6
2020,78,9434.T,1,1,1,1,0,1,0,1,1,7
2020,79,9502.T,1,1,1,1,1,0,1,0,1,7
2020,80,9503.T,1,1,0,1,0,1,1,0,1,6
2020,81,9735.T,1,1,1,1,1,1,0,0,1,7
2020,82,9843.T,1,1,0,1,1,1,0,0,0,5
2020,83,9983.T,1,1,0,1,1,1,0,0,0,5
2020,84,9984.T,1,1,1,0,1,0,1,1,0,6
2020,85,2413.T,1,1,1,0,0,1,0,0,1,5
2020,86,4689.T,1,1,0,1,0,0,1,0,1,5
2020,87,7309.T,1,1,0,1,1,1,1,0,1,7
2021,0,1925.T,1,1,0,0,0,1,0,0,0,3
2021,1,1928.T,1,1,1,1,0,1,1,0,1,7
2021,2,2413.T,1,1,0,1,0,1,0,0,0,4
2021,3,2502.T,1,1,0,1,0,0,0,0,0,3
2021,4,2503.T,1,1,1,1,0,1,1,0,0,6
2021,5,2802.T,1,1,0,1,0,0,0,1,1,5
2021,6,2914.T,1,1,0,1,0,1,0,1,0,5
2021,7,3382.T,1,1,1,1,1,0,1,1,0,7
2021,8,3402.T,1,1,0,1,1,0,0,1,0,5
2021,9,3407.T,1,1,0,1,0,0,1,0,0,4
2021,10,4063.T,1,1,0,1,0,1,1,1,0,6
2021,11,4188.T,1,1,0,1,0,1,0,0,0,4
2021,12,4452.T,1,1,0,1,1,1,0,0,0,5
2021,13,4502.T,1,1,0,1,1,0,0,0,0,4
2021,14,4503.T,1,1,0,1,0,0,1,1,0,5
2021,15,4507.T,1,1,0,1,1,1,1,0,0,6
2021,16,4519.T,1,1,1,0,1,0,0,1,0,5
2021,17,4523.T,1,1,1,0,0,1,0,1,1,6
2021,18,4528.T,1,1,1,1,0,1,1,1,0,7
2021,19,4543.T,1,1,1,1,1,0,0,1,1,7
2021,20,4568.T,1,1,1,1,1,1,0,1,0,7
2021,21,4578.T,1,1,1,1,1,1,0,1,0,7
2021,22,4661.T,1,1,0,1,1,1,1,0,0,6
2021,23,4689.T,1,1,1,1,0,1,1,1,1,8
2021,24,4901.T,1,1,0,1,0,0,1,1,0,5
2021,25,4911.T,0,1,0,1,0,1,0,0,0,3
2021,26,5020.T,0,1,0,1,0,0,1,0,0,3
2021,27,5108.T,0,1,0,1,0,0,0,1,0,3
2021,28,5401.T,0,1,0,1,0,1,0,0,0,3
2021,29,5713.T,1,1,0,1,0,1,1,0,0,5
2021,30,5802.T,1,1,0,1,0,1,0,0,0,4
2021,31,6098.T,1,1,0,1,0,0,1,1,0,5
2021,32,6273.T,1,1,0,1,0,1,1,0,0,5
2021,33,6301.T,1,1,0,1,1,0,0,0,0,4
2021,34,6326.T,1,1,0,1,1,0,1,0,0,5
2021,35,6367.T,1,1,0,1,0,1,0,0,0,4
2021,36,6501.T,1,1,0,1,0,1,0,1,0,5
2021,37,6503.T,1,1,0,1,0,1,0,0,0,4
2021,38,6594.T,1,1,0,1,0,0,1,0,0,4
2021,39,6702.T,1,1,1,1,0,0,1,1,0,6
2021,40,6752.T,1,1,0,1,0,1,0,1,0,5
2021,41,6758.T,1,1,0,1,0,1,1,1,0,6
2021,42,6861.T,1,1,0,1,0,1,1,0,0,5
2021,43,6869.T,1,1,0,1,0,0,0,0,0,3
2021,44,6902.T,1,1,0,1,1,0,1,0,0,5
2021,45,6954.T,1,1,0,1,0,1,1,0,0,5
2021,46,6971.T,1,1,1,1,0,0,0,0,1,5
2021,47,6981.T,1,1,0,1,0,1,0,0,0,4
2021,48,7011.T,1,1,0,1,1,0,0,0,0,4
2021,49,7201.T,0,1,0,1,1,0,1,0,0,4
2021,50,7203.T,1,1,1,1,0,1,1,1,0,7
2021,51,7267.T,1,1,0,1,0,1,1,0,0,5
2021,52,7269.T,1,1,0,1,1,1,0,0,0,5
2021,53,7270.T,1,1,0,1,0,1,0,0,0,4
2021,54,7309.T,1,1,1,1,0,0,1,1,0,6
2021,55,7733.T,1,1,1,1,0,0,1,0,0,5
2021,56,7741.T,1,1,0,1,0,0,1,0,0,4
2021,57,7751.T,1,1,0,1,1,0,1,0,0,5
2021,58,7832.T,1,1,0,0,0,1,1,1,0,5
2021,59,7974.T,1,1,1,1,0,0,1,1,1,7
2021,60,8001.T,1,1,0,1,0,0,1,1,0,5
2021,61,8002.T,0,1,0,1,0,0,0,1,0,3
2021,62,8031.T,1,1,0,1,0,1,1,0,1,6
2021,63,8035.T,1,1,0,1,0,0,1,0,0,4
2021,64,8053.T,1,1,0,1,0,0,0,0,0,3
2021,65,8058.T,1,1,0,1,0,0,1,0,0,4
2021,66,8113.T,1,1,1,1,1,1,0,1,0,7
2021,67,8267.T,1,1,1,1,0,1,0,1,0,6
2021,68,8801.T,1,1,1,0,0,1,1,1,0,6
2021,69,8802.T,1,1,1,1,0,1,1,1,1,8
2021,70,8830.T,1,1,1,1,0,0,1,1,1,7
2021,71,9020.T,1,1,0,1,1,0,1,0,0,5
2021,72,9021.T,1,1,0,1,1,0,1,0,0,5
2021,73,9022.T,1,1,0,1,1,0,0,0,0,4
2021,74,9202.T,1,1,0,1,0,1,1,0,0,5
2021,75,9432.T,1,1,0,1,1,0,1,0,0,5
2021,76,9433.T,1,1,0,1,0,0,1,1,0,5
2021,77,9434.T,1,1,0,1,1,0,1,1,0,6
2021,78,9502.T,1,1,1,1,1,0,1,0,0,6
2021,79,9503.T,1,1,1,1,0,1,1,1,0,7
2021,80,9735.T,1,1,0,1,1,1,0,1,1,7
2021,81,9843.T,1,1,0,1,0,1,0,1,0,5
2021,82,9983.T,1,1,0,1,0,0,0,0,0,3
2021,83,9984.T,0,1,0,1,1,1,1,1,0,6
2021,84,6502.T,0,0,0,0,0,0,1,1,0,2
2021,85,6586.T,1,1,0,1,0,1,0,0,1,5
2021,86,6645.T,1,1,1,1,0,1,1,1,0,7
2021,87,6920.T,1,1,1,1,0,0,1,0,1,6
2022,0,1925.T,1,1,0,1,0,1,1,1,0,6
2022,1,1928.T,1,1,0,1,1,0,1,0,0,5
2022,2,2413.T,1,1,1,1,0,1,0,1,0,6
2022,3,2502.T,1,1,1,1,0,1,0,1,0,6
2022,4,2503.T,1,1,0,1,0,1,1,1,0,6
2022,5,2802.T,1,1,1,1,0,1,0,1,1,7
2022,6,2914.T,1,1,1,1,1,1,0,1,1,8
2022,7,3382.T,1,1,0,1,0,1,0,1,0,5
2022,8,3402.T,1,1,0,1,1,1,0,0,0,5
2022,9,3407.T,1,1,0,1,0,1,0,1,0,5
2022,10,4063.T,1,1,0,1,1,1,1,1,0,7
2022,11,4188.T,0,1,0,1,0,1,0,1,0,4
2022,12,4452.T,1,1,0,1,0,1,1,0,1,6
2022,13,4502.T,1,1,1,1,0,1,0,1,1,7
2022,14,4503.T,1,1,0,1,0,1,1,1,0,6
2022,15,4507.T,1,1,0,0,1,0,1,0,0,4
2022,16,4519.T,1,1,1,0,0,0,0,1,1,5
2022,17,4523.T,1,1,0,1,1,0,0,1,0,5
2022,18,4528.T,1,1,1,0,0,1,0,0,1,5
2022,19,4543.T,1,1,0,1,0,1,0,0,0,4
2022,20,4568.T,1,1,0,1,1,0,1,0,0,5
2022,21,4578.T,1,1,0,1,1,0,0,0,1,5
2022,22,4661.T,0,0,0,1,0,0,0,0,0,1
2022,23,4689.T,1,1,0,1,1,1,0,1,0,6
2022,24,4901.T,1,1,1,1,1,0,0,0,0,5
2022,25,4911.T,1,1,1,1,1,0,0,0,1,6
2022,26,5020.T,1,1,1,1,0,1,1,1,0,7
2022,27,5108.T,1,1,1,0,1,1,0,1,1,7
2022,28,5401.T,0,1,1,1,0,1,0,1,0,5
2022,29,5713.T,1,1,1,0,1,0,1,1,1,7
2022,30,5802.T,1,1,0,1,0,0,1,1,0,5
2022,31,6098.T,1,1,0,1,1,0,1,0,0,5
2022,32,6273.T,1,1,1,0,0,0,1,0,1,5
2022,33,6301.T,1,1,0,1,0,1,1,0,0,5
2022,34,6326.T,1,1,1,0,0,0,1,0,1,5
2022,35,6367.T,1,1,0,1,0,1,0,0,0,4
2022,36,6501.T,1,1,1,1,0,0,0,0,0,4
2022,37,6502.T,1,1,1,1,0,1,0,0,1,6
2022,38,6503.T,1,1,0,1,1,1,0,0,0,5
2022,39,6586.T,1,1,1,1,0,0,0,0,1,5
2022,40,6594.T,1,1,1,1,0,1,1,1,0,7
2022,41,6645.T,1,1,0,1,0,1,0,1,0,5
2022,42,6702.T,1,1,1,1,1,1,1,1,0,8
2022,43,6752.T,1,1,0,1,1,1,0,1,0,6
2022,44,6758.T,1,1,1,1,1,0,0,0,0,5
2022,45,6861.T,1,1,0,0,0,0,1,1,0,4
2022,46,6869.T,1,1,0,1,1,1,0,0,0,5
2022,47,6902.T,1,1,1,1,0,1,1,0,0,6
2022,48,6920.T,1,1,1,0,1,0,1,0,1,6
2022,49,6954.T,1,1,1,1,0,0,1,1,1,7
2022,50,6971.T,1,1,0,1,0,0,0,0,0,3
2022,51,6981.T,1,1,1,1,1,1,0,1,0,7
2022,52,7011.T,1,0,0,0,0,1,0,0,0,2
2022,53,7201.T,0,1,1,1,0,1,0,0,0,4
2022,54,7203.T,1,1,1,1,0,1,0,0,0,5
2022,55,7267.T,1,1,1,1,0,1,0,1,0,6
2022,56,7269.T,1,1,1,1,1,1,0,0,0,6
2022,57,7270.T,1,1,0,1,0,1,0,0,0,4
2022,58,7309.T,1,1,1,0,0,0,1,1,1,6
2022,59,7733.T,1,1,0,1,0,1,0,0,0,4
2022,60,7741.T,1,1,1,1,1,1,1,1,0,8
2022,61,7751.T,1,1,1,1,0,1,1,1,1,8
2022,62,7832.T,1,1,0,1,0,0,1,1,1,6
2022,63,7974.T,1,1,1,1,0,0,1,1,1,7
2022,64,8001.T,1,1,0,1,1,0,1,1,0,6
2022,65,8002.T,1,1,1,1,0,1,0,1,0,6
2022,66,8031.T,1,1,0,1,0,1,1,1,0,6
2022,67,8035.T,1,1,1,0,0,1,0,1,1,6
2022,68,8053.T,0,1,0,1,1,1,0,0,0,4
2022,69,8058.T,1,1,0,1,1,1,1,1,0,7
2022,70,8113.T,1,1,1,1,1,0,1,0,1,7
2022,71,8267.T,0,1,0,1,1,1,0,0,0,4
2022,72,8801.T,1,1,0,1,1,1,1,0,0,6
2022,73,8802.T,1,1,0,1,0,1,0,1,0,5
2022,74,8830.T,1,1,0,1,1,0,1,0,0,5
2022,75,9020.T,0,0,0,1,0,0,1,0,0,2
2022,76,9021.T,0,0,0,1,0,1,0,0,0,2
2022,77,9022.T,0,0,0,1,1,0,0,0,0,2
2022,78,9202.T,0,0,0,1,0,1,0,0,0,2
2022,79,9432.T,1,1,1,1,0,0,1,1,0,6
2022,80,9433.T,1,1,0,1,1,1,1,1,0,7
2022,81,9434.T,1,1,0,1,1,1,1,1,0,7
2022,82,9735.T,1,1,0,1,0,1,0,1,0,5
2022,83,9843.T,1,1,1,1,1,0,0,1,1,7
2022,84,9983.T,1,1,1,1,1,1,0,1,0,7
2022,85,9984.T,1,1,1,0,0,0,1,1,1,6
2022,86,6723.T,1,1,1,1,1,0,0,1,1,7
2022,87,9101.T,1,1,1,1,1,1,0,1,0,7
2023,0,1925.T,1,1,1,1,0,1,0,0,0,5
2023,1,1928.T,1,1,1,0,1,1,1,1,1,8
2023,2,2413.T,1,1,1,0,1,1,0,0,0,5
2023,3,2502.T,1,1,0,1,1,1,1,0,1,7
2023,4,2503.T,1,1,1,1,1,1,1,1,1,9
2023,5,2802.T,1,1,1,1,1,1,1,0,1,8
2023,6,2914.T,1,1,1,1,1,1,0,1,1,8
2023,7,3382.T,1,1,1,1,0,0,0,0,1,5
2023,8,3402.T,1,1,1,1,1,1,0,0,1,7
2023,9,3407.T,1,1,1,1,1,0,1,0,1,7
2023,10,4063.T,1,1,1,1,1,0,1,1,1,8
2023,11,4188.T,1,1,1,1,1,1,0,0,1,7
2023,12,4452.T,1,1,0,1,1,0,1,0,1,6
2023,13,4502.T,1,1,0,1,1,0,1,1,1,7
2023,14,4503.T,1,1,1,1,1,0,1,1,1,8
2023,15,4507.T,1,1,0,0,1,0,0,1,0,4
2023,16,4519.T,1,1,0,0,1,0,0,0,1,4
2023,17,4523.T,1,1,1,1,0,1,0,1,1,7
2023,18,4528.T,1,1,0,0,1,1,1,1,1,7
2023,19,4543.T,1,1,1,1,1,1,0,0,1,7
2023,20,4568.T,1,1,0,1,1,0,0,1,1,6
2023,21,4578.T,1,1,0,1,1,0,0,1,1,6
2023,22,4661.T,1,1,1,1,0,1,0,1,1,7
2023,23,4689.T,1,1,0,1,1,0,1,1,0,6
2023,24,4901.T,1,1,1,1,1,0,0,1,1,7
2023,25,4911.T,1,1,0,1,1,1,0,0,0,5
2023,26,5020.T,1,1,1,0,0,1,0,1,1,6
2023,27,5108.T,1,1,0,0,1,1,1,0,1,6
2023,28,5401.T,1,1,1,0,1,1,0,1,1,7
2023,29,5713.T,1,1,1,0,1,1,1,1,1,8
2023,30,5802.T,1,1,1,0,1,0,1,0,1,6
2023,31,6098.T,1,1,1,1,1,1,1,1,1,9
2023,32,6273.T,1,1,1,0,1,0,1,1,1,7
2023,33,6301.T,1,1,1,1,1,0,0,1,1,7
2023,34,6326.T,1,0,0,0,0,1,1,0,1,4
2023,35,6367.T,1,1,1,1,1,0,0,0,1,6
2023,36,6501.T,1,1,0,1,1,0,0,0,0,4
2023,37,6502.T,1,1,1,1,1,0,1,0,1,7
2023,38,6503.T,1,1,0,1,1,0,1,1,0,6
2023,39,6594.T,1,1,1,0,1,0,1,0,1,6
2023,40,6645.T,1,1,1,1,1,0,1,0,1,7
2023,41,6702.T,1,1,0,1,1,1,1,1,0,7
2023,42,6723.T,1,1,1,1,1,1,1,1,1,9
2023,43,6752.T,1,1,1,0,0,0,0,0,1,4
2023,44,6758.T,1,1,0,1,0,0,1,1,0,5
2023,45,6861.T,1,1,1,0,0,0,1,1,1,6
2023,46,6869.T,1,1,1,1,1,1,0,1,1,8
2023,47,6902.T,1,1,1,1,1,0,1,1,0,7
2023,48,6920.T,1,0,0,0,1,0,0,1,0,3
2023,49,6954.T,1,1,1,0,1,0,0,1,1,6
2023,50,6971.T,1,1,1,1,1,0,1,1,1,8
2023,51,6981.T,1,1,1,1,1,1,0,1,1,8
2023,52,7011.T,1,1,1,1,0,1,1,1,1,8
2023,53,7201.T,1,1,1,1,1,1,0,1,1,8
2023,54,7203.T,1,1,1,1,0,1,1,1,0,7
2023,55,7267.T,1,1,1,1,1,1,1,0,1,8
2023,56,7269.T,1,1,0,1,0,1,0,0,0,4
2023,57,7270.T,1,1,0,1,1,1,0,1,0,6
2023,58,7309.T,1,1,0,0,1,1,1,0,0,5
2023,59,7733.T,1,1,1,1,1,1,1,1,0,8
2023,60,7741.T,1,1,1,1,1,1,1,0,1,8
2023,61,7751.T,1,1,1,1,1,0,1,0,1,7
2023,62,7832.T,1,1,1,1,1,0,0,1,1,7
2023,63,7974.T,1,1,0,0,1,1,1,1,0,6
2023,64,8001.T,1,1,1,0,1,1,1,0,1,7
2023,65,8002.T,1,1,1,0,1,0,1,0,1,6
2023,66,8031.T,1,1,1,0,1,0,1,0,1,6
2023,67,8035.T,1,1,1,0,1,0,0,1,1,6
2023,68,8053.T,1,1,1,0,1,0,0,1,1,6
2023,69,8058.T,1,1,1,1,1,0,0,0,1,6
2023,70,8113.T,1,1,0,1,0,1,1,0,1,6
2023,71,8267.T,1,1,1,1,1,0,0,1,0,6
2023,72,8801.T,1,1,1,1,1,0,1,1,0,7
2023,73,8802.T,1,1,1,1,0,1,1,1,1,8
2023,74,8830.T,1,1,0,1,1,1,1,1,0,7
2023,75,9020.T,0,1,1,1,0,1,1,1,1,7
2023,76,9021.T,0,0,1,1,0,1,0,1,1,5
2023,77,9022.T,0,1,1,1,0,0,0,1,1,5
2023,78,9101.T,1,1,1,0,1,1,0,1,1,7
2023,79,9202.T,0,0,1,1,1,0,1,1,1,6
2023,80,9432.T,1,1,1,1,0,1,1,1,1,8
2023,81,9433.T,1,1,0,1,1,0,1,1,0,6
2023,82,9434.T,1,1,0,1,1,1,0,1,0,6
2023,83,9735.T,1,1,1,1,0,1,1,1,0,7
2023,84,9843.T,1,1,0,0,0,1,0,0,0,3
2023,85,9983.T,1,1,1,1,1,0,0,1,1,7
2023,86,9984.T,0,1,0,1,0,0,1,1,0,4
2023,87,6146.T,1,1,1,1,0,0,0,1,1,6
2023,88,6701.T,1,1,0,1,1,0,1,1,1,7
2023,89,6857.T,1,1,1,0,0,0,1,1,1,6
2024,0,1925.T,1,1,1,0,0,1,0,0,1,5
2024,1,1928.T,1,1,1,0,1,0,1,0,1,6
2024,2,2413.T,1,1,0,1,0,0,0,0,0,3
2024,3,2502.T,1,1,1,1,1,1,0,0,1,7
2024,4,2503.T,1,1,0,1,0,1,0,0,1,5
2024,5,2802.T,1,1,1,1,1,1,1,0,1,8
2024,6,2914.T,1,1,0,1,1,0,0,0,0,4
2024,7,3382.T,1,1,1,1,1,0,0,0,1,6
2024,8,3407.T,0,1,0,1,0,1,1,0,0,4
2024,9,4063.T,1,1,1,1,0,1,1,1,1,8
2024,10,4188.T,1,1,0,1,1,0,0,0,1,5
2024,11,4452.T,1,1,0,1,0,1,0,1,0,5
2024,12,4502.T,1,1,1,1,1,0,0,1,1,7
2024,13,4503.T,1,1,0,1,0,1,1,1,1,7
2024,14,4507.T,1,1,1,0,0,0,1,1,1,6
2024,15,4519.T,1,1,0,1,1,1,0,1,0,6
2024,16,4523.T,1,0,1,0,1,1,0,0,0,4
2024,17,4543.T,1,1,0,1,1,0,1,0,1,6
2024,18,4568.T,1,1,1,1,1,0,0,1,1,7
2024,19,4578.T,1,1,0,1,1,0,0,1,1,6
2024,20,4661.T,1,1,1,1,1,0,0,1,1,7
2024,21,4689.T,1,1,1,0,0,0,0,1,1,5
2024,22,4901.T,1,1,0,0,1,1,0,0,1,5
2024,23,4911.T,1,1,0,1,1,0,0,1,0,5
2024,24,5020.T,1,0,0,0,1,1,1,0,1,5
2024,25,5108.T,1,1,1,1,1,0,0,0,0,5
2024,26,5401.T,1,1,0,0,1,1,1,0,1,6
2024,27,5802.T,1,1,1,1,1,0,1,0,1,7
2024,28,6098.T,1,1,0,1,1,1,1,1,1,8
2024,29,6146.T,1,1,1,0,0,1,0,1,0,5
2024,30,6273.T,1,1,1,0,1,0,1,1,0,6
2024,31,6301.T,1,1,1,0,0,1,0,1,1,6
2024,32,6326.T,1,0,1,0,0,1,1,1,0,5
2024,33,6367.T,1,1,1,0,0,1,0,0,1,5
2024,34,6501.T,1,1,0,1,1,1,1,0,0,6
2024,35,6503.T,1,1,0,0,0,1,1,0,1,5
2024,36,6594.T,1,1,0,1,0,1,1,0,0,5
2024,37,6645.T,1,1,1,0,0,1,1,0,1,6
2024,38,6701.T,1,1,0,1,0,1,1,0,1,6
2024,39,6702.T,1,1,1,1,1,1,1,0,0,7
2024,40,6723.T,1,1,1,1,1,0,1,0,0,6
2024,41,6752.T,1,1,0,1,1,1,0,0,0,5
2024,42,6758.T,1,1,1,0,0,0,1,1,0,5
2024,43,6857.T,1,1,1,0,0,1,1,1,1,7
2024,44,6861.T,1,1,1,0,0,0,1,0,1,5
2024,45,6869.T,1,1,0,1,1,0,0,1,0,5
2024,46,6902.T,1,1,1,1,1,0,1,0,1,7
2024,47,6920.T,1,1,1,0,0,0,0,1,1,5
2024,48,6954.T,1,1,1,0,0,1,1,0,1,6
2024,49,6971.T,1,1,0,1,0,1,0,0,0,4
2024,50,6981.T,1,1,0,1,1,1,1,0,0,6
2024,51,7011.T,1,1,1,0,1,1,0,1,1,7
2024,52,7201.T,1,1,1,1,1,1,0,1,1,8
2024,53,7203.T,1,1,0,1,0,1,1,0,1,6
2024,54,7267.T,1,1,0,1,1,0,1,0,1,6
2024,55,7269.T,1,1,1,1,1,0,0,1,1,7
2024,56,7270.T,1,1,1,1,1,1,0,1,1,8
2024,57,7309.T,1,1,0,1,1,1,1,0,0,6
2024,58,7733.T,1,1,1,0,1,0,1,1,1,7
2024,59,7741.T,1,1,0,1,0,0,1,1,0,5
2024,60,7751.T,1,1,1,1,0,0,1,1,0,6
2024,61,7832.T,1,1,0,1,1,1,0,0,0,5
2024,62,7974.T,1,1,0,0,1,1,1,0,0,5
2024,63,8001.T,1,1,0,1,1,0,1,0,1,6
2024,64,8002.T,1,1,1,1,1,1,1,1,0,8
2024,65,8031.T,1,1,1,0,1,1,1,1,1,8
2024,66,8035.T,1,1,0,0,0,0,0,0,0,2
2024,67,8053.T,1,1,1,0,1,1,1,0,1,7
2024,68,8058.T,1,1,1,1,1,1,1,0,1,8
2024,69,8113.T,1,1,1,1,1,1,1,1,0,8
2024,70,8267.T,1,1,1,1,0,1,0,1,1,7
2024,71,8801.T,1,1,1,1,0,0,1,1,1,7
2024,72,8802.T,1,1,0,1,1,0,1,1,0,6
2024,73,8830.T,1,1,1,1,1,0,1,1,0,7
2024,74,9020.T,1,1,1,1,0,1,1,1,1,8
2024,75,9021.T,1,1,1,1,1,0,1,1,1,8
2024,76,9022.T,1,1,1,1,1,1,1,1,1,9
2024,77,9101.T,1,1,0,0,1,1,0,0,0,4
2024,78,9202.T,1,1,1,1,1,0,1,1,1,8
2024,79,9432.T,1,1,0,1,0,1,1,0,1,6
2024,80,9433.T,1,1,0,1,1,0,1,0,0,5
2024,81,9434.T,1,1,0,1,1,1,0,0,0,5
2024,82,9735.T,1,1,0,1,1,0,1,0,1,6
2024,83,9983.T,1,1,0,1,1,1,0,0,0,5
2024,84,9984.T,0,1,1,1,0,1,1,0,1,6
2024,85,6762.T,1,1,0,1,1,1,0,0,1,6
2024,86,9104.T,1,1,1,0,1,0,0,1,1,6
