formation_year,index,ticker,roa_pos,cfo_pos,delta_roa_pos,accruals_ok,delta_leverage_down,delta_liquidity_up,no_issuance,delta_margin_up,delta_turnover_up,fscore
2012,89,8113.T,1,0,1,0,0,1,1,1,1,6
2012,90,9064.T,1,1,1,1,0,1,1,1,1,8
2013,0,1605.T,1,1,1,1,1,1,1,1,0,8
2013,1,1878.T,1,1,1,1,1,1,0,1,1,8
2013,2,1925.T,1,1,1,1,1,0,1,1,1,8
2013,3,1928.T,1,1,0,0,1,0,1,1,1,6
2013,4,1963.T,1,1,1,1,0,0,1,0,1,6
2013,5,2502.T,1,1,0,1,1,1,0,1,0,6
2013,6,2503.T,1,1,1,1,1,1,1,1,0,8
2013,7,2802.T,1,1,1,1,1,0,1,1,0,7
2013,8,2914.T,1,1,1,1,1,0,1,1,1,8
2013,9,3382.T,1,1,1,1,1,1,0,0,0,6
2013,10,3402.T,1,1,1,1,1,0,1,1,1,8
2013,11,3407.T,1,1,0,1,1,1,1,0,0,6
2013,12,4063.T,1,1,0,0,1,1,1,0,0,5
2013,13,4188.T,1,1,0,1,1,1,1,0,1,7
2013,14,4452.T,1,1,1,1,0,1,1,0,1,7
2013,15,4502.T,1,1,0,1,0,0,0,0,1,4
2013,16,4503.T,1,1,1,1,0,0,0,0,1,5
2013,17,4523.T,1,1,0,1,1,1,0,0,0,5
2013,18,4568.T,1,1,0,1,1,0,0,1,0,5
2013,19,4578.T,1,1,1,1,1,0,1,0,1,7
2013,20,4661.T,1,1,1,1,0,1,0,1,1,7
2013,21,4901.T,1,1,0,1,1,0,0,0,1,5
2013,22,4911.T,1,1,1,1,0,0,0,1,1,6
2013,23,5020.T,1,1,0,1,1,1,0,0,1,6
2013,24,5108.T,1,1,1,1,1,0,0,1,1,7
2013,25,5201.T,1,1,0,1,0,1,1,0,1,6
2013,26,5401.T,1,1,0,1,1,1,1,0,0,6
2013,27,5411.T,0,1,0,1,0,1,0,0,0,3
2013,28,5713.T,1,1,0,1,0,1,1,0,0,5
2013,29,5802.T,1,1,0,1,1,0,1,0,1,6
2013,30,6273.T,1,1,1,0,1,1,1,1,0,7
2013,31,6301.T,1,1,1,0,1,1,1,1,0,7
2013,32,6326.T,1,1,1,1,1,0,1,0,1,7
2013,33,6367.T,1,1,1,1,1,0,1,0,1,7
2013,34,6501.T,1,1,1,1,1,1,0,0,1,7
2013,35,6502.T,1,1,0,1,0,0,1,0,0,4
2013,36,6503.T,1,1,0,0,0,1,1,0,0,4
2013,37,6594.T,1,1,0,1,1,0,1,0,0,5
2013,38,6702.T,1,1,0,1,0,1,1,0,1,6
2013,39,6752.T,0,1,0,1,1,0,0,0,0,3
2013,40,6758.T,0,1,0,1,1,0,1,0,0,4
2013,41,6861.T,1,1,0,0,0,1,1,0,0,4
2013,42,6902.T,1,1,0,1,0,1,0,0,1,5
2013,43,6954.T,1,1,1,1,0,0,1,0,1,6
2013,44,6971.T,1,1,0,1,1,1,1,0,0,6
2013,45,6981.T,1,1,0,1,0,0,1,0,0,4
2013,46,6988.T,1,1,0,1,1,1,0,0,0,5
2013,47,7011.T,1,1,0,1,1,0,0,1,1,6
2013,48,7201.T,1,1,1,1,0,1,0,0,1,6
2013,49,7202.T,1,1,1,0,1,0,1,1,0,6
2013,50,7203.T,1,1,0,1,1,0,0,0,0,4
2013,51,7267.T,1,1,0,1,0,1,1,0,0,5
2013,52,7269.T,1,1,1,1,1,0,1,0,1,7
2013,53,7731.T,1,1,1,0,1,1,0,1,0,6
2013,54,7741.T,1,1,0,1,1,0,0,1,0,5
2013,55,7751.T,1,1,0,1,1,1,1,0,0,6
2013,56,7752.T,0,1,0,1,0,0,1,0,1,4
2013,57,7912.T,0,1,0,1,0,1,1,0,0,4
2013,58,7974.T,0,0,0,0,1,1,1,0,0,3
2013,59,8001.T,1,1,1,0,1,0,1,0,1,6
2013,60,8002.T,1,1,1,0,1,1,1,0,1,7
2013,61,8031.T,1,1,1,0,1,0,0,0,1,5
2013,62,8035.T,1,1,0,0,0,1,0,0,0,3
2013,63,8053.T,1,1,1,0,1,1,0,1,1,7
2013,64,8058.T,1,1,0,1,0,0,0,0,1,4
2013,65,8113.T,1,1,0,1,1,0,1,0,0,5
2013,66,8267.T,1,1,1,1,0,0,0,0,1,5
2013,67,8801.T,1,1,0,1,1,0,1,1,0,6
2013,68,8802.T,1,1,0,1,0,0,0,0,1,4
2013,69,8830.T,1,1,1,1,0,1,1,1,0,7
2013,70,9020.T,1,1,1,1,1,1,1,1,0,8
2013,71,9021.T,1,1,0,1,1,0,1,1,1,7
2013,72,9022.T,1,1,0,1,1,0,1,1,0,6
2013,73,9064.T,1,1,0,1,1,0,1,1,0,6
2013,74,9202.T,1,1,1,1,0,1,0,1,1,7
2013,75,9432.T,1,1,0,1,1,1,1,0,0,6
2013,76,9433.T,1,1,0,1,0,0,1,0,1,5
2013,77,9437.T,1,1,0,1,1,1,1,1,0,7
2013,78,9502.T,0,1,0,1,0,1,1,0,1,5
2013,79,9503.T,0,1,0,1,0,1,1,0,0,4
2013,80,9735.T,1,1,0,1,1,0,0,0,1,5
2013,81,9831.T,1,1,0,0,1,0,1,1,0,5
2013,82,9983.T,1,1,1,1,1,1,0,0,1,7
2013,83,9984.T,1,1,1,1,1,0,0,0,1,6
2013,84,7270.T,1,1,0,1,0,1,0,0,0,4
2014,0,1605.T,1,1,0,1,0,1,1,0,0,5
2014,1,1878.T,1,1,1,1,1,1,0,0,0,6
2014,2,1925.T,1,1,1,1,0,1,1,1,1,8
2014,3,1928.T,1,1,1,1,0,1,1,1,0,7
2014,4,1963.T,1,1,1,1,0,0,1,0,0,5
2014,5,2502.T,1,1,0,1,1,1,1,1,0,7
2014,6,2503.T,1,1,1,1,1,1,1,1,0,8
2014,7,2802.T,1,1,1,1,1,1,1,1,0,8
2014,8,2914.T,1,1,1,1,1,0,1,1,1,8
2014,9,3382.T,1,1,1,1,0,0,0,0,0,4
2014,10,3402.T,1,1,0,1,1,1,0,0,0,5
2014,11,3407.T,1,1,0,1,0,0,1,1,1,6
2014,12,4063.T,1,1,1,1,0,1,0,1,0,6
2014,13,4188.T,1,1,0,1,1,0,1,0,0,5
2014,14,4452.T,1,1,1,1,1,1,1,0,1,8
2014,15,4502.T,1,1,0,1,0,1,0,0,0,4
2014,16,4503.T,1,1,1,1,1,1,1,0,0,7
2014,17,4523.T,1,1,0,1,1,0,0,0,0,4
2014,18,4568.T,1,1,1,1,1,0,0,0,1,6
2014,19,4578.T,1,1,1,0,1,0,1,1,1,7
2014,20,4661.T,1,1,1,1,1,0,0,1,1,7
2014,21,4901.T,1,1,1,1,0,1,0,0,0,5
2014,22,4911.T,0,1,0,1,1,0,0,0,1,4
2014,23,5020.T,1,1,0,1,0,0,1,0,0,4
2014,24,5108.T,1,1,1,1,1,0,0,1,1,7
2014,25,5201.T,1,1,0,1,1,0,0,0,0,4
2014,26,5401.T,0,1,0,1,0,0,0,0,1,3
2014,27,5411.T,1,1,1,1,1,0,0,1,0,6
2014,28,5713.T,1,1,1,1,0,0,1,1,0,6
2014,29,5802.T,1,1,0,1,1,1,1,0,0,6
2014,30,6273.T,1,1,1,1,1,1,1,0,0,7
2014,31,6301.T,1,1,0,1,0,1,0,0,0,4
2014,32,6326.T,1,1,1,0,0,1,1,1,1,7
2014,33,6367.T,1,1,1,1,0,1,0,0,1,6
2014,34,6501.T,1,1,0,1,0,1,0,1,0,5
2014,35,6502.T,1,1,1,1,0,0,1,1,0,6
2014,36,6503.T,1,1,0,1,1,0,1,0,0,5
2014,37,6594.T,1,1,0,1,0,0,1,0,0,4
2014,38,6702.T,0,1,0,1,1,0,1,0,1,5
2014,39,6752.T,0,1,0,1,1,0,1,1,1,6
2014,40,6758.T,1,1,1,1,0,1,0,1,1,7
2014,41,6861.T,1,1,1,0,0,1,1,0,1,6
2014,42,6902.T,1,1,1,1,1,0,1,1,1,8
2014,43,6954.T,1,1,0,1,0,1,1,0,0,5
2014,44,6971.T,1,1,0,1,1,1,1,0,1,7
2014,45,6981.T,1,1,1,1,0,0,1,1,1,7
2014,46,6988.T,1,1,1,1,1,0,0,1,1,7
2014,47,7011.T,1,1,1,1,1,1,0,1,1,8
2014,48,7201.T,1,1,0,1,0,1,1,0,0,5
2014,49,7202.T,1,1,0,1,1,1,1,1,1,8
2014,50,7203.T,1,1,1,1,0,1,0,1,1,7
2014,51,7267.T,1,1,1,1,0,0,1,1,1,7
2014,52,7269.T,1,1,1,1,0,1,1,1,0,7
2014,53,7270.T,1,1,1,1,1,1,1,1,1,9
2014,54,7731.T,1,1,0,1,1,1,0,0,1,6
2014,55,7741.T,1,1,1,1,1,1,0,0,1,7
2014,56,7751.T,1,1,1,1,1,1,1,1,1,9
2014,57,7752.T,1,1,1,1,1,0,1,1,0,7
2014,58,7912.T,1,1,1,1,1,0,1,1,0,7
2014,59,7974.T,1,0,1,0,1,0,1,0,1,5
2014,60,8001.T,1,1,0,0,1,1,1,0,0,5
2014,61,8002.T,1,1,0,1,1,0,1,0,0,5
2014,62,8031.T,1,1,0,1,1,0,0,0,0,4
2014,63,8035.T,1,1,0,1,1,1,0,0,0,5
2014,64,8053.T,1,1,0,1,0,1,0,0,0,4
2014,65,8058.T,1,1,0,1,0,1,0,0,0,4
2014,66,8113.T,1,1,1,1,1,0,0,1,1,7
2014,67,8267.T,1,1,1,1,1,1,0,1,1,8
2014,68,8801.T,1,1,1,1,0,1,1,1,1,8
2014,69,8802.T,1,1,0,1,0,0,1,0,0,4
2014,70,8830.T,1,1,0,0,1,1,1,0,0,5
2014,71,9020.T,1,1,1,1,1,1,1,1,1,9
2014,72,9021.T,1,1,1,1,1,1,1,1,1,9
2014,73,9022.T,1,1,1,1,1,0,1,1,1,8
2014,74,9064.T,1,1,1,1,1,0,1,1,0,7
2014,75,9202.T,1,1,1,1,1,1,0,0,1,7
2014,76,9432.T,1,1,1,1,1,0,1,0,1,7
2014,77,9433.T,1,1,0,1,1,1,0,0,0,5
2014,78,9437.T,1,1,1,1,1,0,1,0,1,7
2014,79,9502.T,0,1,1,1,0,1,1,0,1,6
2014,80,9503.T,0,1,1,1,0,0,1,0,0,4
2014,81,9735.T,1,1,1,1,0,0,1,1,1,7
2014,82,9983.T,1,1,1,0,0,1,0,0,1,5
2014,83,9984.T,1,1,1,1,0,0,0,0,0,4
2014,84,4755.T,1,1,1,0,1,0,0,0,1,5
2014,85,7261.T,1,1,1,1,1,0,1,1,1,8
2015,0,1605.T,1,1,0,1,0,1,1,0,0,5
2015,1,1878.T,1,1,0,1,1,0,0,0,1,5
2015,2,1925.T,1,1,1,0,1,0,0,0,1,5
2015,3,1928.T,1,1,1,0,1,0,0,1,1,6
2015,4,1963.T,1,1,0,1,0,0,1,0,0,4
2015,5,2502.T,1,1,1,1,1,0,0,1,1,7
2015,6,2503.T,1,1,0,1,1,0,1,1,0,6
2015,7,2802.T,1,1,0,1,0,1,1,0,0,5
2015,8,2914.T,1,1,1,0,1,1,0,1,1,7
2015,9,3382.T,1,1,1,1,0,1,0,0,1,6
2015,10,3402.T,1,1,1,1,0,1,1,0,1,7
2015,11,3407.T,1,1,1,1,1,1,1,1,0,8
2015,12,4063.T,1,1,1,1,1,0,0,1,1,7
2015,13,4188.T,1,1,1,1,0,1,1,0,1,7
2015,14,4452.T,1,1,1,1,1,0,1,0,0,6
2015,15,4502.T,1,1,0,1,1,1,0,1,0,6
2015,16,4503.T,1,1,1,1,1,1,1,1,1,9
2015,17,4523.T,1,1,0,1,1,0,0,0,1,5
2015,18,4568.T,1,1,0,0,0,1,0,0,1,4
2015,19,4578.T,1,1,1,1,0,0,1,1,1,7
2015,20,4661.T,1,1,1,1,1,1,0,1,1,8
2015,21,4755.T,1,1,1,1,0,1,0,1,0,6
2015,22,4901.T,1,1,1,1,1,1,0,0,0,6
2015,23,4911.T,1,1,1,1,1,0,0,0,1,6
2015,24,5020.T,1,1,0,1,1,0,1,0,1,6
2015,25,5108.T,1,1,1,1,0,1,0,1,0,6
2015,26,5401.T,1,1,1,1,1,1,0,1,0,7
2015,27,5411.T,1,1,1,1,1,1,1,1,1,9
2015,28,5713.T,1,1,0,0,1,0,1,0,0,4
2015,29,5802.T,1,1,1,1,0,0,1,1,1,7
2015,30,6273.T,1,1,1,0,0,0,1,1,1,6
2015,31,6301.T,1,1,1,1,1,1,0,1,0,7
2015,32,6326.T,1,1,1,0,1,1,1,1,1,8
2015,33,6367.T,1,1,1,1,1,0,0,1,0,6
2015,34,6501.T,1,1,1,0,0,0,1,1,1,6
2015,35,6502.T,1,1,1,1,0,1,1,1,1,8
2015,36,6503.T,1,1,1,1,1,1,1,1,1,9
2015,37,6594.T,1,1,1,1,0,1,0,1,0,6
2015,38,6702.T,1,1,1,1,0,1,1,0,1,7
2015,39,6752.T,1,1,1,1,1,1,1,1,1,9
2015,40,6758.T,0,1,0,1,1,1,0,1,1,6
2015,41,6861.T,1,1,1,1,0,0,1,1,1,7
2015,42,6902.T,1,1,1,1,1,0,0,1,1,7
2015,43,6954.T,1,1,0,1,0,1,1,1,0,6
2015,44,6971.T,1,1,1,1,1,1,1,1,0,8
2015,45,6981.T,1,1,1,1,0,1,0,1,1,7
2015,46,6988.T,1,1,1,1,1,0,0,0,0,5
2015,47,7011.T,1,1,1,1,1,0,0,1,1,7
2015,48,7201.T,1,1,1,1,1,0,0,1,1,7
2015,49,7202.T,1,1,1,1,1,1,0,1,0,7
2015,50,7203.T,1,1,1,1,0,1,0,1,1,7
2015,51,7261.T,1,1,1,1,1,1,1,1,1,9
2015,52,7267.T,1,1,1,0,0,0,1,0,1,5
2015,53,7269.T,1,1,1,1,1,0,0,1,1,7
2015,54,7270.T,1,1,1,1,1,1,1,1,1,9
2015,55,7741.T,1,1,0,1,1,0,0,0,1,5
2015,56,7751.T,1,1,1,1,1,0,1,1,0,7
2015,57,7752.T,1,1,1,1,1,0,1,1,1,8
2015,58,7912.T,1,1,1,1,1,1,1,1,1,9
2015,59,7974.T,0,0,0,1,0,1,1,1,0,4
2015,60,8001.T,1,1,0,1,1,1,1,0,1,7
2015,61,8002.T,1,1,1,1,0,0,1,0,1,6
2015,62,8031.T,1,1,0,1,1,0,1,0,0,5
2015,63,8035.T,0,1,0,1,1,0,0,1,1,5
2015,64,8053.T,1,1,0,1,1,1,1,0,1,7
2015,65,8058.T,1,1,0,1,1,1,0,0,1,6
2015,66,8113.T,1,1,0,1,1,1,0,0,1,6
2015,67,8267.T,1,1,0,1,1,0,0,1,0,5
2015,68,8801.T,1,1,1,1,1,0,1,1,0,7
2015,69,8802.T,1,1,1,1,1,0,1,1,1,8
2015,70,8830.T,1,1,1,1,0,1,1,1,0,7
2015,71,9020.T,1,1,1,1,1,1,1,1,0,8
2015,72,9021.T,1,1,1,1,1,1,1,1,1,9
2015,73,9022.T,1,1,1,1,1,1,1,1,1,9
2015,74,9064.T,1,1,0,1,0,0,1,0,1,5
2015,75,9202.T,1,1,0,1,1,0,1,0,1,6
2015,76,9432.T,1,1,1,1,0,0,1,0,1,6
2015,77,9433.T,1,1,1,1,0,1,0,0,1,6
2015,78,9437.T,1,1,0,1,0,1,1,0,0,5
2015,79,9502.T,0,1,0,1,1,0,1,0,1,5
2015,80,9503.T,0,1,1,1,0,1,0,0,1,5
2015,81,9735.T,1,1,0,1,1,0,1,0,0,5
2015,82,9983.T,1,1,0,1,1,0,0,1,0,5
2015,83,9984.T,1,1,0,1,0,1,1,0,1,6
2015,84,4507.T,1,1,0,1,1,1,1,1,1,8
2015,85,4528.T,1,1,0,1,1,0,1,0,1,6
2015,86,9201.T,1,1,0,1,1,1,1,0,1,7
2016,0,1605.T,1,1,0,1,0,1,1,0,0,5
2016,1,1878.T,1,1,0,1,1,0,1,0,0,5
2016,2,1925.T,1,1,1,1,0,1,1,1,0,7
2016,3,1928.T,1,1,0,1,1,0,0,0,0,4
2016,4,2502.T,1,1,1,1,0,1,1,0,0,6
2016,5,2503.T,0,1,0,1,0,1,1,1,0,5
2016,6,2802.T,1,1,1,1,1,0,1,1,1,8
2016,7,2914.T,1,1,0,0,0,1,1,0,0,4
2016,8,3382.T,1,1,0,1,1,1,0,1,0,6
2016,9,3402.T,1,1,0,1,1,1,1,1,0,7
2016,10,3407.T,1,1,0,1,1,1,1,1,0,7
2016,11,4063.T,1,1,0,1,1,0,0,1,0,5
2016,12,4188.T,1,1,1,1,1,0,1,1,0,7
2016,13,4452.T,1,1,1,1,0,1,0,1,0,6
2016,14,4502.T,0,1,0,1,0,0,1,0,0,3
2016,15,4503.T,1,1,1,1,1,0,1,1,0,7
2016,16,4507.T,1,1,1,1,0,1,1,0,0,6
2016,17,4523.T,1,1,1,1,0,0,0,0,0,4
2016,18,4528.T,1,1,0,1,1,0,1,0,0,5
2016,19,4568.T,1,1,1,0,1,1,0,1,0,6
2016,20,4578.T,1,1,0,1,0,0,0,0,0,3
2016,21,4661.T,1,1,1,1,1,1,0,1,0,7
2016,22,4755.T,1,1,0,1,0,1,0,0,1,5
2016,23,4901.T,1,1,1,1,1,1,0,1,0,7
2016,24,4911.T,1,1,1,0,1,0,0,0,0,4
2016,25,5020.T,0,1,0,1,0,0,1,0,0,3
2016,26,5108.T,1,1,0,1,1,1,0,1,0,6
