,alpha_daily,alpha_annual,alpha_tstat,alpha_pvalue,alpha_significant,alpha,beta_mkt,beta_smb,beta_hml,r2,n_obs
fscore_EW,5.465913251821737e-05,0.013774101394590777,0.7629916341914511,0.4454683850839817,False,0.05,1.0819010066507782,0.07474584925191895,0.20162979916684526,0.8935808289080522,3258
fscore_GMV,3.781276589164585e-05,0.009528817004694753,0.35089672203422706,0.7256658307605948,False,0.05,0.7359988486207651,-0.1728205606478147,0.09712159227847561,0.6223220365049449,3258
value_EW,0.00011168144872782679,0.028143725079412353,1.3326743813742337,0.18263868393870408,False,0.05,1.114263899675282,0.12883225547204383,0.3113775743799413,0.8751112331323451,3258
