,,fscore,random_mean,random_std,percentile,p_value,significant,n_draws
fscore_EW,ann_return,0.11441060570234018,0.08669817241649104,0.020378821874381593,0.907,0.093,False,1000
fscore_EW,sharpe,0.4381354142167903,0.32820893368721893,0.0775472119640226,0.915,0.085,False,1000
fscore_EW,max_drawdown,-0.7044421718337268,-0.7291561544665898,0.018991342317249867,0.9,0.1,False,1000
fscore_GMV,ann_return,0.18306147010713647,0.11576624615961632,0.04011631016911974,0.9533333333333334,0.04666666666666667,True,300
fscore_GMV,sharpe,0.7625991413532831,0.48510695080398875,0.17000059606702633,0.95,0.05,False,300
fscore_GMV,max_drawdown,-0.5476863241758184,-0.6512588133895538,0.04826966145894614,0.9866666666666667,0.013333333333333334,True,300
fscore_GMVsec,ann_return,0.11289851626125857,0.107819307837381,0.035768573523651793,0.55,0.45,False,300
fscore_GMVsec,sharpe,0.46841944386727313,0.4440933321558136,0.14943375340331866,0.55,0.45,False,300
fscore_GMVsec,max_drawdown,-0.6703553034574101,-0.6837884195394051,0.027635977479917036,0.68,0.32,False,300
