date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.08577115258959611,-0.03305989646866714,0.01736831137743211,0.10000091999251759,0.06686583953778857,0.1010732945266326,0.022423365204639945,-0.07489929988862176
2013,0.29185400825393604,0.35582455047298067,0.2725806876494312,0.3083242629462568,0.633380373511051,0.3917987174219659,0.311020687837378,-0.1328899262361204
2014,0.12643527174491864,0.22103926840023935,0.18875002345736003,0.07979400718560004,0.1852408120134139,0.1425872131630337,0.16717435157442107,-0.052713503434254294
2015,0.008835838513513217,-0.04348841995633346,-0.005396887879343115,-0.017480322361568157,0.0405863294738924,0.0010432482480351446,0.033534933179109716,0.024540540824414814
2016,0.10128562018810894,0.1314100506336371,0.10587700017192359,0.11578448497518212,0.2255722012291328,0.1428910181317815,0.1703023486804096,-0.08722790500423228
2017,0.22746487688687855,0.19758526858486047,0.2726810312934749,0.16790032212051442,0.33259165997349793,0.25841063934664876,0.19130335608414772,0.0029537108052961614
2018,-0.12151668649090941,-0.034955957165823115,-0.0611380606975408,-0.1424050582418701,-0.06183576530155521,-0.058751236341940904,-0.020853664714123643,-0.14959051234528942
2019,0.4999092392735103,0.30008490053272907,0.3270079957735532,0.5405700764641106,0.21549142868702686,0.3013436257034465,0.2941436646595674,0.2125192704118175
2020,0.16389967297437358,-0.13816243004031492,-0.15776059990561764,0.08623485330869496,0.2515305600846238,0.19079072413772002,-0.08963335939140327,-0.03802171261809695
2021,0.32831474305390795,0.2626253903084643,0.28081649947958365,0.3902654006919517,0.41500145070219885,0.28825847147368533,0.18601557371415267,0.09106887081769588
2022,-0.14985052017542266,-0.046160875183309025,-0.06282559376518904,-0.13525426369675353,-0.07484831873851072,-0.12926781150538513,-0.09631837931851506,-0.027778988057979737
2023,0.16421582089530995,0.06401212909267806,0.1980748965075927,0.18356593132983146,0.25829014184360144,0.15824387690296082,-0.04304654597679758,0.0766095417901036
2024,0.14494314577216372,0.13507159371737254,0.15889935641873065,0.16247361542470218,0.053935314875058094,0.1075629014854469,0.12689146035962628,0.24869928327133062
2025,-0.0022839173013651237,0.10639479459346068,0.07391091848257858,0.0076303221644533625,0.07645009665956426,0.04077289538875384,0.1098519873000452,-0.0653888797184573
