date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.12969092796440873,0.0255087320492291,0.02845456198460483,0.12405640586760569,0.11720050094695877,0.1266492796636558,0.055347822500522614,0.044788261148377195
2013,0.4570098138138481,0.47855470801458044,0.4952543825286575,0.44270655264081693,0.5597369575915863,0.5123699593925621,0.35763607526605634,-0.05364743105914005
2014,0.19526485706654717,0.4043977531866587,0.3957321327451355,0.2239048407432247,0.0767098017034511,0.14541247674321833,0.4010447693163366,0.1513971180986997
2015,0.07243977763468568,0.13773002229244358,0.14709639659757645,0.11173675646831427,0.12001123460791008,0.12148187399253141,0.11298176617710354,-0.07910962330680471
2016,0.038689563115221315,-0.05273372528909337,-0.007305771711037856,0.08126517316535065,0.06909083092809554,0.0337734377041361,0.028516657621572294,0.060467352665864116
2017,0.18875780398196373,0.24267516948553935,0.21369196474981655,0.1863955895177798,0.2694719425518368,0.2534847308988699,0.40153768544175095,-0.06022987602750918
2018,-0.05429180991851201,-0.23549638786462712,-0.2011593068844726,-0.04365373581459042,-0.1508193225997505,-0.12475195022802454,-0.1828367867081988,0.1484036216831126
2019,0.1960492328215817,0.061350595192274815,0.12936542372738669,0.2103208285317486,0.09110532280946759,0.1561407602564049,0.051859899784789665,0.07372709678057587
2020,0.09667254797457847,-0.02921969092380927,0.027330444304030754,0.113917428184656,-0.05924263968061183,0.11308212195921774,-0.0719014020119364,-0.0027401901183587984
2021,0.14379655070980624,0.08992915863003259,0.10382365998463805,0.23776200371541312,0.21594593064018053,0.14252959345702854,0.11868309510313768,0.04494361484489162
2022,0.03465452868961982,0.05439378891561342,0.08089444201989915,-0.05938089689627968,0.15360056975887604,-0.012446492446006152,0.12294115526286387,-0.03564453121583133
2023,0.3256585610006135,0.1799442695069422,0.19802961334473146,0.30360369395131004,0.3833657169612674,0.28817729075294474,0.2595136576666186,-0.00823568642332051
2024,0.12462117809432094,0.015217280580365866,-0.002389665251616324,0.11263063201531609,0.16189887330762764,0.1566683414295733,0.15711948669826814,0.12293212757545291
2025,0.06884252287368287,0.06109330874499741,0.06628985894664541,0.0031612238680567284,-0.00019207145379052104,0.031076715461587412,0.0766427701710568,0.015471675272926255
