,ann_return,ann_vol,sharpe,max_drawdown,nominal_k,effective_n,turnover,cost_drag,net_ann_return,net_sharpe
fscore_EW,0.14373522224225166,0.20117823611674418,0.7144670567587728,-0.36004423162211496,25.0,25.0,0.6866666666666666,0.002746666666666667,0.14098855557558498,0.7008141551344004
fscore_GMV,0.11409981364108113,0.17750948252044385,0.6427815124070355,-0.4279778860023077,25.0,5.312965467620365,0.7920271165086353,0.0031681084660345415,0.11093170517504658,0.6249339674699943
fscore_GMVsec,0.12865309003447645,0.17422615725443724,0.7384258027719306,-0.3741664270738416,25.0,7.633927494081108,0.7986910514373179,0.0031947642057492715,0.12545832582872718,0.7200889223855735
fscore_high_EW,0.15900319873743918,0.21186940051225286,0.7504774089746088,-0.3382669000428944,22.0,12.307692307692305,0.8387205387205388,0.0033548821548821553,0.155648316582557,0.7346427384333658
value_EW,0.14940793644297967,0.19975573739557034,0.7479531671579054,-0.3144893685220791,78.0,65.92307692307692,0.212308671428586,0.0008492346857143441,0.14855870175726532,0.7437018014810706
universe_EW,0.1433734286307673,0.19438000195967747,0.7375935136604687,-0.3144893685220791,78.0,80.53846153846152,0.04617020911803701,0.00018468083647214803,0.14318874779429516,0.7366434116200826
universe_GMV,0.13274589119787072,0.16285687931228046,0.8151076685150557,-0.4086573530860993,78.0,6.150635620725778,0.33729307422406335,0.0013491722968962535,0.13139671890097446,0.8068232638120206
fscore_LS,0.012325875930087937,0.07909275671262399,0.1558407677566839,-0.13686354246436916,50.0,49.99999999999999,1.3399999999999999,0.015359999999999999,-0.0030341240699120614,-0.03836159208530641
