,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.8905,0.1095,False,0.05,2000,0.9837252421355385,0.1549786131013689,1.1837256650137569,gross
random (full universe),sharpe,net,0.8915,0.1085,False,0.05,2000,0.9605829529519302,0.154940458541215,1.1602530482228788,net
random (full universe),ann_return,gross,0.7595,0.2405,False,0.05,2000,0.16247720393892348,0.02591280481768939,0.18040574193464476,gross
random (full universe),ann_return,net,0.7625,0.2375,False,0.05,2000,0.15865818171670126,0.02591280481768939,0.17682839713891732,net
random (non-F-Score names),sharpe,gross,0.922,0.078,False,0.05,2000,0.9662909815926815,0.15283283266468925,1.1837256650137569,gross
random (non-F-Score names),sharpe,net,0.922,0.078,False,0.05,2000,0.9432239966399313,0.15278625113992647,1.1602530482228788,net
random (non-F-Score names),ann_return,gross,0.787,0.213,False,0.05,2000,0.1601155735397645,0.025592676411890076,0.18040574193464476,gross
random (non-F-Score names),ann_return,net,0.79,0.21,False,0.05,2000,0.15629655131754222,0.025592676411890076,0.17682839713891732,net
