,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.8952,0.1048,False,0.05,5000,0.9844356549732342,0.15435799153572352,1.1837256650137569,gross
random (full universe),sharpe,net,0.8956,0.1044,False,0.05,5000,0.9612638654639588,0.1543114097463368,1.1602530482228788,net
random (full universe),ann_return,gross,0.753,0.247,False,0.05,5000,0.1623726428646339,0.025681719487235986,0.18040574193464476,gross
random (full universe),ann_return,net,0.7562,0.2438,False,0.05,5000,0.15855362064241166,0.025681719487235986,0.17682839713891732,net
random (non-F-Score names),sharpe,gross,0.9204,0.0796,False,0.05,5000,0.9616525224538498,0.1531995912446498,1.1837256650137569,gross
random (non-F-Score names),sharpe,net,0.9204,0.0796,False,0.05,5000,0.9386149587380689,0.153154432781849,1.1602530482228788,net
random (non-F-Score names),ann_return,gross,0.7936,0.2064,False,0.05,5000,0.15954932129624877,0.02567724011942739,0.18040574193464476,gross
random (non-F-Score names),ann_return,net,0.796,0.204,False,0.05,5000,0.15573029907402655,0.02567724011942739,0.17682839713891732,net
