,value
percentile,0.24666666666666667
p_value,0.7533333333333333
n_draws,300.0
random_mean,-0.069710924907429
random_std,0.07937486709281702
D_fscore,-0.11979677575573766
D_random_mean,-0.069710924907429
D_random_std,0.07950749018796277
n,300.0
