,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.986,0.014,True,0.05,2000,0.8881816369112703,0.1777361293562997,1.2856049015603284,gross
random (full universe),sharpe,net,0.986,0.014,True,0.05,2000,0.8666783851843279,0.17771535568536387,1.2641109718375863,net
random (full universe),ann_return,gross,0.949,0.051,False,0.05,2000,0.16053182488292175,0.032555321084847044,0.214313730278352,gross
random (full universe),ann_return,net,0.95,0.05,False,0.05,2000,0.15665012488292177,0.032555321084847044,0.2107306354631169,net
random (non-F-Score names),sharpe,gross,0.988,0.012,True,0.05,2000,0.8668944560590719,0.17289698352344202,1.2856049015603284,gross
random (non-F-Score names),sharpe,net,0.988,0.012,True,0.05,2000,0.8454504190925937,0.17285825174997452,1.2641109718375863,net
random (non-F-Score names),ann_return,gross,0.964,0.036,True,0.05,2000,0.15709188751638314,0.031568448438322905,0.214313730278352,gross
random (non-F-Score names),ann_return,net,0.964,0.036,True,0.05,2000,0.15321018751638316,0.03156844843832291,0.2107306354631169,net
