,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.9865,0.0135,True,0.05,2000,0.93848422729299,0.16548185657059009,1.3178930459464855,gross
random (full universe),sharpe,net,0.9865,0.0135,True,0.05,2000,0.9160146553611533,0.16544823283920146,1.2953654985489373,net
random (full universe),ann_return,gross,0.9555,0.0445,True,0.05,2000,0.16109364018043093,0.028706702565508443,0.20945923595224025,gross
random (full universe),ann_return,net,0.956,0.044,True,0.05,2000,0.15724057351376425,0.028706702565508446,0.2058788218357218,net
random (non-F-Score names),sharpe,gross,0.9885,0.0115,True,0.05,2000,0.9142970594809838,0.1634977965507643,1.3178930459464855,gross
random (non-F-Score names),sharpe,net,0.9885,0.0115,True,0.05,2000,0.8918711123555623,0.16348405671868846,1.2953654985489373,net
random (non-F-Score names),ann_return,gross,0.9615,0.0385,True,0.05,2000,0.15727990139534295,0.02859030584562179,0.20945923595224025,gross
random (non-F-Score names),ann_return,net,0.963,0.037,True,0.05,2000,0.15342683472867627,0.028590305845621795,0.2058788218357218,net
