date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.04409238472260091,-0.004288532128810529,-0.0004065318076469371,0.04219604368183183,0.04162396169253002,0.05418588299620808,-0.008562442282043059,-0.014283790608645597
2013,0.3346044948804019,0.1707898840913964,0.22507331987435308,0.25497528412065007,0.291101951120621,0.3241571180246785,0.1293279461884842,-0.009332902397085063
2014,0.16810888679159874,0.11388547591000653,0.10442797319755925,0.16453134948253556,0.12291592976582644,0.12916055939251625,0.17337069904942415,0.07787402981779823
2015,0.0055819030888517585,0.02110081045112233,0.0023300760191529157,-0.06895186256295072,-0.07413054711120726,-0.015414634704370433,-0.02020168303074865,0.04472181815139176
2016,0.11509189234288009,0.14287945365837507,0.14118092655557413,0.17842323363225088,0.1888640056518769,0.1461059442739181,0.1251932847766768,-0.07334459638867408
2017,0.23015569345234144,0.14981401365442926,0.1532779133575628,0.2274314513138156,0.1556507833827867,0.19764993967309907,0.13862346831743388,0.041829891557632726
2018,-0.08571233484350738,-0.028985714383335415,-0.019268661136351173,-0.07082614886711747,-0.026672504867034763,-0.04365600218911403,-0.031491789212824584,-0.07469469740942969
2019,0.30117342108387235,0.35938130753539776,0.2922675987232557,0.35280989566429444,0.2921323388907273,0.26730612271594434,0.3036388324522239,0.03520987452168223
2020,0.04318030150922292,-0.06042677301168742,-0.04789725802506728,0.051834167199277026,0.09148808080085269,0.13402221644344525,-0.015394065115530431,-0.14479720069771795
2021,0.2484050926195891,0.13973633656681117,0.12954695844523623,0.25041058022061335,0.2907879021407016,0.2709384497185321,0.09104233495362801,-0.07126561178307467
2022,-0.1655286629560021,-0.15376037008310617,-0.1791391957286066,-0.1118730947966382,-0.09033802935584645,-0.0801601939699429,-0.08559207272934033,-0.16454810892918947
2023,0.1648904076433888,0.034416507822402354,0.05005032343796234,0.11139487534382453,0.19108901533702438,0.16736892108654855,0.031151303150648957,-0.04058110537825499
2024,0.21648250043255812,0.23359990603272784,0.22692922783409175,0.16770655578568872,0.17361347568809582,0.16358197736290925,0.18315147122735786,0.06224863044148554
2025,0.15273652594337883,0.10575571683942253,0.15349648955746686,0.05240165735438462,0.16267118206236075,0.1435645626423947,0.1577968662218161,0.047267849601483114
