,value
percentile,0.14666666666666667
p_value,0.8533333333333334
significant,False
alpha,0.05
n_draws,300
random_mean,0.05610319779857317
random_std,0.1009356258185448
D_fscore,-0.05019306637566334
D_random_mean,0.05610319779857317
D_random_std,0.10110427359833732
n,300
