,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.215,0.785,False,0.05,5000,0.7744069880568266,0.08867404690174106,0.7040106445867246,gross
random (full universe),sharpe,net,0.2192,0.7808,False,0.05,5000,0.7545988454471784,0.08856467463281653,0.6858321516103013,net
random (full universe),ann_return,gross,0.311,0.689,False,0.05,5000,0.1397096029632556,0.015539034473110742,0.131912276186398,gross
random (full universe),ann_return,net,0.314,0.686,False,0.05,5000,0.13613568296325562,0.015539034473110737,0.12850612543484777,net
random (non-F-Score names),sharpe,gross,0.1834,0.8166,False,0.05,5000,0.7832621865161468,0.08633578449991508,0.7040106445867246,gross
random (non-F-Score names),sharpe,net,0.1906,0.8094,False,0.05,5000,0.7633734450451027,0.08623325164944794,0.6858321516103013,net
random (non-F-Score names),ann_return,gross,0.2824,0.7176,False,0.05,5000,0.14073746205695653,0.015094454671656427,0.131912276186398,gross
random (non-F-Score names),ann_return,net,0.2856,0.7144,False,0.05,5000,0.1371635420569565,0.015094454671656422,0.12850612543484777,net
