,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.99,0.01,True,0.05,1000,0.891414306141361,0.17508394516883086,1.2856049015603284,gross
random (full universe),sharpe,net,0.99,0.01,True,0.05,1000,0.8698766924492907,0.17506612056720283,1.2641109718375863,net
random (full universe),ann_return,gross,0.953,0.047,True,0.05,1000,0.16087240521933605,0.0320885451350245,0.214313730278352,gross
random (full universe),ann_return,net,0.953,0.047,True,0.05,1000,0.15699070521933606,0.03208854513502451,0.2107306354631169,net
random (non-F-Score names),sharpe,gross,0.981,0.019,True,0.05,1000,0.869313980062439,0.17874612599056616,1.2856049015603284,gross
random (non-F-Score names),sharpe,net,0.981,0.019,True,0.05,1000,0.8478750491121408,0.17874512798333544,1.2641109718375863,net
random (non-F-Score names),ann_return,gross,0.959,0.041,True,0.05,1000,0.15761964228866954,0.03296103277239217,0.214313730278352,gross
random (non-F-Score names),ann_return,net,0.96,0.04,True,0.05,1000,0.15373794228866955,0.03296103277239218,0.2107306354631169,net
