date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV
2012,0.021903443500953523,-0.04019215621431116,-0.023678467156608263,0.06836778827581602,-0.034595116568484796,-0.068973672859581,0.03488793916554922
2013,0.5586438221922232,0.4106463286461641,0.441142889736289,0.582811080731064,0.48563154040642575,0.37878888337861727,0.2815867486250532
2014,0.5597631213574201,0.6655105830249908,0.6982511995160332,0.49475270888218903,0.3841949225666266,0.3598689926211194,0.31995720811923656
2015,0.24527100729575935,0.39576319930569714,0.49830588275046406,0.22338941815238256,-0.0037523785007562704,0.11508241802923624,0.2957250307532695
2016,0.12606519170538633,0.3230768019733887,0.3851746990355185,0.15975777394488322,-0.03452542095566047,0.1847535781201879,0.39774992953686916
2017,0.12358850789771991,0.13032972558686873,0.12553142129891537,0.18660497330320758,0.12101343237638806,0.23540461881228403,0.15958186155891552
2018,0.022809808114915953,0.07167075904969322,0.049264869922224674,0.022931465358249747,-0.17163712535359754,-0.0014888059427535794,0.06985163674803974
2019,0.028282745117422792,0.0018901767062475816,0.03357772497239764,0.02773768225746398,0.05658715178271678,0.08951096410187875,0.06499978856460742
2020,0.5062894355981704,0.32718949437211275,0.4173770229006113,0.45643886311912696,0.7091314090341596,0.32939873720688606,0.16461864414816563
2021,0.46381878735098425,0.4165838069250247,0.394928655131491,0.612493158782561,3.446009975827705,0.9984465753701735,0.6571055077801569
2022,-0.36171851925643284,-0.09881113450370971,-0.2733028442145009,-0.34145058194554134,-0.6244412336941348,-0.38750804614227596,-0.15400637316032173
2023,0.19194550028783075,0.18577839548390362,0.18845015523273156,0.23585034875252098,0.0766871771536024,0.1782531917857244,0.13145563907628333
2024,0.11884212047424669,0.22932917199092784,0.16959047174516662,0.24852660929686787,-0.009103581142672401,0.14984593469076524,0.17798662150730782
2025,0.08817056053426464,0.08111792337901713,0.0797578632741398,0.07457867906067928,0.13347424037414402,0.0542058222484032,0.03228706922364344
