date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV
2012,0.05903481727730431,0.01672815282963791,-0.0062701344573298234,0.05903481727730431,-0.05011464314502667,-0.06149148527434756,0.03886097984874182
2013,0.5865684371309368,0.4437685389663044,0.43466106804214655,0.617263713149891,0.5809816907713117,0.4474879826215845,0.35243762983045346
2014,0.6218230551117347,0.6848558716860227,0.7011656935548114,0.5551559344486248,0.5458015664915501,0.4277897427049493,0.41958562834732294
2015,0.2175796923999409,0.32647583879692976,0.35901485651204657,0.22252121675284142,0.09353789764310227,0.139054321402599,0.3452773467932948
2016,0.2371628178354943,0.40628006478525025,0.47658505416841934,0.19826409198748118,0.2101174080004915,0.21618693432180147,0.4771102719545963
2017,0.28443743274021993,0.19923926058249264,0.17835734742298603,0.26595038671589455,0.24051116197443645,0.3082410795702766,0.24433614982898377
2018,0.10820386151917072,0.1299517743345444,0.10819852449126244,0.12038970159692752,-0.0854389157275155,0.0680413888621123,0.12414498710029176
2019,0.09569456312143387,0.08058417910187843,0.1471934994539419,0.08065895090784458,0.4276922672852117,0.15509195920588303,0.1329728078757877
2020,0.636659470345446,0.46902613655058145,0.5349268675443508,0.5305494976366913,1.7405881372528307,0.471176558140491,0.26302770145447796
2021,0.4763621676939285,0.4284305858155404,0.33888499766058144,0.7189859461973964,3.757605302658992,1.051021211533815,0.7252576927013981
2022,-0.2804460929549024,0.04910723997883304,-0.19228018627024646,-0.2604821076573094,-0.5546891538886449,-0.2959103334180112,-0.10632452122349212
2023,0.30916479223833737,0.2160030326785407,0.25000401463696753,0.3729546936163919,0.28054828887891947,0.3051837935197321,0.1783589152677314
2024,0.23047576605754982,0.2860304215592866,0.23128383685836162,0.32325578318980375,0.08254501096653444,0.20470677477374144,0.21812440989839232
2025,0.26467843784733214,0.228301943518046,0.2193855654878678,0.26806519202726653,0.37401844530522976,0.1882132857023755,0.10470727566671267
