,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.475,0.525,False,0.05,2000,0.7800845811389975,0.0804279317427353,0.7726242226603456,gross
random (full universe),sharpe,net,0.481,0.519,False,0.05,2000,0.7606287017492636,0.08034681283141099,0.7546583385845431,net
random (full universe),ann_return,gross,0.627,0.373,False,0.05,2000,0.1395918786799183,0.014104695411767608,0.1439606331496157,gross
random (full universe),ann_return,net,0.631,0.369,False,0.05,2000,0.13611036756880726,0.014104695411767608,0.14061310666676802,net
random (non-F-Score names),sharpe,gross,0.4365,0.5635,False,0.05,2000,0.7847124373880672,0.08083597086033956,0.7726242226603456,gross
random (non-F-Score names),sharpe,net,0.4425,0.5575,False,0.05,2000,0.7651733564744174,0.08074357833849065,0.7546583385845431,net
random (non-F-Score names),ann_return,gross,0.616,0.384,False,0.05,2000,0.13981224583888402,0.014033632156734229,0.1439606331496157,gross
random (non-F-Score names),ann_return,net,0.623,0.377,False,0.05,2000,0.13633073472777296,0.014033632156734229,0.14061310666676802,net
