date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.027773718969595462,-0.03271157843605499,-0.006254060931887517,0.041071160810653096,0.024276664818046134,0.054335144263344404,-0.009784303248812964,-0.02665832475193819
2013,0.329342506368983,0.16250251374082358,0.2398306649132611,0.24684162762202555,0.3195421836038079,0.32600863182998263,0.12975682827589763,-0.049272048291471804
2014,0.16190742877654296,0.17875478264155253,0.16251401614427308,0.16501257641527967,0.13526249661705636,0.14077286796479282,0.1717088047340809,0.06289967515671324
2015,-0.009279534219996721,-0.015799393555290364,0.024740441143165093,-0.06876230351311274,-0.058639614003496265,0.004329462561014186,-0.026394374414721034,0.012422871788063228
2016,0.12748091232108494,0.13404524068410284,0.15040323068671912,0.18825076867954738,0.17105813854112584,0.1239299419921549,0.11662614140419536,-0.0023140050641158316
2017,0.20159228593073086,0.17380665394082806,0.1654438787591046,0.2048377528877856,0.13849704193292522,0.19734793499361003,0.14728122412400202,0.039656179520457746
2018,-0.02786975602542341,0.0030675452260666702,0.005107745048888113,-0.07125210993563524,-0.030795228437891953,-0.03056488559674153,-0.03272143687039086,-0.01263018399575866
2019,0.2778922558849308,0.29730496549181895,0.260758248609529,0.3246430328498078,0.2735046330260953,0.25503533726095773,0.29247319662842375,0.04602452733174256
2020,0.06233464645874953,-0.08984480198582756,-0.05589460637892052,0.05215180633025707,0.06632273904450692,0.13075595058309375,-0.02096373814524788,-0.09188490968702412
2021,0.23600188635179364,0.15663621463852895,0.15569541579573376,0.23642300158303575,0.3028208359135871,0.26147537371043095,0.06284516075703217,-0.06366098739772375
2022,-0.13721985334894748,-0.10182376272280125,-0.07777798998640961,-0.13934826880670692,-0.07420315053774129,-0.08839186651691444,-0.08531819176763233,-0.1890021530170677
2023,0.10880376310556361,0.09740710329503166,0.11516457312810613,0.09500564841906534,0.2973041723829004,0.18460387683628987,0.034079704428567004,-0.14839647373686726
2024,0.2275147964077615,0.1664929818026133,0.17469747413186587,0.17957117426074642,0.2402765809227254,0.17494743862881856,0.19929851720552616,0.04801149263159821
2025,0.05330250996300934,0.057195781050935146,0.06874649290657842,0.03789475316333979,0.08851177052755466,0.060259322423857675,0.05649840603307443,0.05687401735074715
