,cum_return,ann_return,ann_vol,sharpe,max_drawdown,net_ann_return,net_sharpe
fscore_EW,9.740887937155094,0.11177984544541197,0.17991587183342794,0.6212895188530195,-0.5057107943745066,0.10934348180904833,0.6077478362235997
fscore_GMV,4.373609265785756,0.07793912503106681,0.1524538526906923,0.511230930904675,-0.3710551242887349,0.07550276139470317,0.49524993997946243
fscore_GMVsec,6.164261168360312,0.09186559349968126,0.15912958119556636,0.5773005421712303,-0.4146371275204269,0.08942922986331762,0.5619899781764102
fscore_high_EW,11.16854430681347,0.11798983754922765,0.1864337919177947,0.6328779580970685,-0.38932170539303157,0.11555347391286401,0.619809706835849
value_EW,11.622605934944973,0.11981940880416375,0.1842467093410604,0.6503204818836964,-0.5205111614330707,0.11738304516780011,0.6370971052216271
universe_EW,11.673264424642973,0.12001961599156163,0.17562194803216236,0.6833975897453429,-0.5205111614330707,0.117583252355198,0.669524815506912
universe_GMV,4.80971006730806,0.0816998955688144,0.1460859316287777,0.5592591610835181,-0.3651054299675429,0.07926353193245077,0.5425815549020089
