,ann_return,ann_vol,sharpe,max_drawdown,nominal_k,effective_n,turnover,cost_drag,net_ann_return,net_sharpe
fscore_EW,0.11988937882239759,0.16164233943746628,0.7416953951522,-0.372661890310658,25.0,25.0,0.6666666666666666,0.0026666666666666666,0.11722271215573092,0.7251980673113201
fscore_GMV,0.08562842758932576,0.15219220446605797,0.5626334666071723,-0.3627998000037199,25.0,6.586528156824049,0.8360678471218127,0.003344271388487251,0.08228415620083851,0.54065946734604
fscore_GMVsec,0.10243287118976574,0.14875081191268547,0.6886205854788364,-0.35510995707496207,25.0,8.086616179659831,0.7861787040201577,0.003144714816080631,0.09928815637368511,0.6674797609304196
fscore_high_EW,0.11218416828211786,0.17367152492805166,0.6459560272105247,-0.3985861417082003,10.0,10.846153846153843,0.8485098664665229,0.003394039465866092,0.10879012881625176,0.626413160483972
value_EW,0.1371206047356619,0.1758497177939836,0.7797601637115238,-0.3918817066959228,25.0,25.0,0.16666666666666666,0.0006666666666666666,0.13645393806899522,0.7759690477800913
universe_EW,0.13383907485024005,0.15938632601050629,0.839714912817664,-0.34426412231583203,69.0,72.38461538461539,0.04253183048499026,0.00017012732193996105,0.13366894752830008,0.8386475231224604
universe_GMV,0.07444419185900664,0.1456476325281658,0.5111253136545861,-0.3738832681685057,69.0,8.774957905480356,0.354054133296888,0.0014162165331875521,0.07302797532581909,0.5014017327861249
fscore_LS,-0.02655333330525156,0.08423926662962591,-0.3152132534818754,-0.4364429420692464,50.0,49.99999999999999,1.3066666666666666,0.015226666666666666,-0.041779999971918225,-0.4959682300608338
