,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.6252,0.3748,False,0.05,5000,0.7387630068090181,0.056335748814306585,0.7559382753045503,gross
random (full universe),sharpe,net,0.6192,0.3808,False,0.05,5000,0.7254394029426414,0.056312598847834676,0.7417522023274397,net
random (full universe),ann_return,gross,0.6642,0.3358,False,0.05,5000,0.1442506559471631,0.010878002082033777,0.14876957116246836,gross
random (full universe),ann_return,net,0.659,0.341,False,0.05,5000,0.14164910039160752,0.010878002082033777,0.14597773476228876,net
random (non-F-Score names),sharpe,gross,0.732,0.268,False,0.05,5000,0.7264520635091319,0.047110082438972994,0.7559382753045503,gross
random (non-F-Score names),sharpe,net,0.728,0.272,False,0.05,5000,0.7131010998252494,0.047088172491619174,0.7417522023274397,net
random (non-F-Score names),ann_return,gross,0.786,0.214,False,0.05,5000,0.14155296682730154,0.00903968290095932,0.14876957116246836,gross
random (non-F-Score names),ann_return,net,0.7784,0.2216,False,0.05,5000,0.13895141127174598,0.00903968290095932,0.14597773476228876,net
