date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.1554345635856187,0.10167179720691588,0.12456068370417928,0.14051690406560047,0.1343522172522651,0.1343522172522651,0.0540526725280257,0.05305478654047269
2013,0.535120579351227,0.6009256959626033,0.6079034221963411,0.44334571384550436,0.5326114909103827,0.5326114909103827,0.40039039292013867,0.0012805391599675087
2014,0.1769444025207334,0.46804979472905384,0.41975236833901897,0.16397952164153962,0.13412324767571837,0.13412324767571837,0.39401640496624535,0.07084724258777175
2015,0.10125361052315429,0.08367015276068002,0.10134274891058759,0.11287037341102879,0.12099003281827914,0.12099003281827914,0.1262704332232485,-0.06512191898511754
2016,0.0716195882064461,-0.053366992610233144,-0.048571238888491575,0.11303931283233126,0.04626634049965084,0.04626634049965084,0.0221438874996851,0.045155851328854135
2017,0.1860949705867514,0.2964041989614492,0.2636090281286445,0.14324897092560618,0.2443139037305988,0.2443139037305988,0.3866672849564834,-0.07415857138720305
2018,-0.04216174076136914,-0.22017670061122685,-0.18433288796644676,-0.031607410903470856,-0.11329054528298932,-0.11329054528298932,-0.19158859763566438,0.14222876132973084
2019,0.11996078560127943,0.04290887006943467,0.08060509357288304,0.18663911205510075,0.14754019559811504,0.14754019559811504,0.03197805293428169,-0.00371002892590766
2020,-0.0024048339736233437,-0.10839539671540732,-0.030186997364995527,0.03789418321243132,0.06031323493702856,0.06031323493702856,-0.09633430534220044,-0.03287219858375534
2021,0.14198947243991245,0.08700694800199371,0.0831935423601573,0.03484958827976925,0.16816237405614087,0.16816237405614087,0.11548818369663372,-0.006573225216964462
2022,0.11340910685616579,0.13362482131372033,0.14273678947858137,0.34694695904514883,-0.002027974473410632,0.030805720828719796,0.12069255864561801,0.10079791306908437
2023,0.21747221618675594,0.16867227272093333,0.17908339293997577,0.3090007770837413,0.3107854480642518,0.2591838282708063,0.26297988680014006,-0.034218378409253125
2024,0.09405385791162413,0.027204253272135936,0.02710257024264373,0.09222033622678016,0.21817904144522338,0.12440739033393156,0.14232146976332372,0.02802321421806675
2025,0.03364521727805769,0.06304114938287197,0.06243738570049362,0.003958306284927993,0.008473555446993464,0.030141519394301985,0.08466448548054317,-0.04326033665461815
