,value
percentile,0.17333333333333334
p_value,0.8266666666666667
significant,False
alpha,0.05
n_draws,300
random_mean,0.034638701089011834
random_std,0.11305960460990042
D_fscore,-0.07168554435173724
D_random_mean,0.034638701089011834
D_random_std,0.11324850967832448
n,300
