date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.1254849134616578,0.03253510126499859,0.04135205947049392,0.12405640586760569,0.14182189565131287,0.1266492796636558,0.055347822500522614,0.039833463998215635
2013,0.5055769782017603,0.39663736479256473,0.4192146608817928,0.44270655264081693,0.46965192681890167,0.5123699593925621,0.35763607526605634,-0.017498383407182683
2014,0.21227743612464778,0.4792386676543805,0.4580411212706115,0.2239048407432247,0.12389498119285514,0.14541247674321833,0.4010447693163366,0.12346325207511244
2015,0.08690048115665094,0.11793145277685757,0.13086154396250294,0.11173675646831427,0.12242549939885383,0.12148187399253141,0.11298176617710354,-0.0763855082948115
2016,0.040158682752944985,0.06647952456064465,0.06634835811062767,0.08126517316535065,0.08978237075278228,0.0337734377041361,0.028516657621572294,-0.011376356892868533
2017,0.19867289566286428,0.30416960013721006,0.27599387371467143,0.1863955895177798,0.26045085843250226,0.2534847308988699,0.40153768544175095,-0.06580640143248795
2018,-0.06325305823168903,-0.2282419070315046,-0.19802144799459132,-0.04365373581459042,-0.13375203783236722,-0.12475195022802454,-0.1828367867081988,0.11922728749963585
2019,0.18372926168598114,0.09699584277382112,0.129683371530803,0.2103208285317486,0.07551144545288735,0.1561407602564049,0.051859899784789665,0.06812006978149832
2020,0.10511458835869614,-0.07211878415360451,-0.04313201870196359,0.113917428184656,-0.09417374655895294,0.11308212195921774,-0.0719014020119364,0.02471851378525436
2021,0.15097602011036404,0.1294369065559291,0.15690921746713915,0.23776200371541312,0.20067222297180343,0.14252959345702854,0.11868309510313768,0.018698690022293185
2022,-0.012781114126917625,0.08402553299853577,0.062250711339142395,-0.05938089689627968,0.13139629144436804,-0.012446492446006152,0.12294115526286387,-0.029470409134957465
2023,0.2510982744950083,0.19589248782753854,0.20485520353023912,0.30360369395131004,0.37001734879009907,0.28817729075294474,0.2595136576666186,-0.03125165703152588
2024,0.12899896473245764,0.07649524548426623,0.052934717056467795,0.11263063201531609,0.17682043610685194,0.1566683414295733,0.15711948669826814,0.010148477156852742
2025,0.057038766303349586,0.03835866371040675,0.07112347228835092,0.0031612238680567284,1.8956722736662712e-05,0.031076715461587412,0.0766427701710568,0.003275530631256629
