,cum_return,ann_return,ann_vol,sharpe,max_drawdown,turnover,cost_drag,net_ann_return,net_sharpe
fscore_EW,5.551846686934582,0.1537079428567436,0.19943741505898233,0.7707076568921909,-0.35535152914312274,0.6307692307692309,0.0025230769230769235,0.15118486593366667,0.7580566860483763
fscore_GMV,4.025827431610535,0.13067202238506748,0.17647232962925977,0.7404674866569085,-0.39406988168254065,0.7793292034033515,0.0031173168136134064,0.12755470557145407,0.7228028656924639
fscore_GMVsec,4.381784526333921,0.13657257226733344,0.17443624844163502,0.7829368808801774,-0.34920493391562335,0.7695188507542865,0.003078075403017146,0.1334944968643163,0.7652910335834383
fscore_high_EW,7.246804989778516,0.1740763732668713,0.21019366339917758,0.8281713656433299,-0.3382669000428944,0.8285022167375108,0.0033140088669500432,0.17076236439992126,0.8124049109683551
value_EW,6.574128666263892,0.16650217357080543,0.19846636964208517,0.8389440179264424,-0.3144893685220791,0.20879774798536146,0.0008351909919414458,0.16566698257886397,0.8347357936643286
universe_EW,5.585618481281819,0.15415920969520625,0.19277188784625965,0.7996975669925068,-0.3144893685220791,0.04543291348231558,0.00018173165392926233,0.15397747804127698,0.7987548379672342
universe_GMV,4.145421596838989,0.13269639269721556,0.16166446592220346,0.8208136026693214,-0.4086573530860993,0.33506514204572535,0.0013402605681829014,0.13135613212903266,0.812523218257772
fscore_LS,0.030156872349336616,0.0022624999582172567,0.07156476233888913,0.03161472048916157,-0.13992056297054323,1.2256410256410257,0.014902564102564103,-0.012640064144346846,-0.17662413359931034
