year,universe,dropped_no_price,bm_coverage,k,value_fallback,value_basket_size,n_fscore_high,fscore_mean,fscore_basket_min,tie_break_slots,overlap_random_vs_fscore,overlap_expected,cov_est_days,cov_min_est_days,delisted_in_holding_year,no_price_after_formation,long_short_run,short_leg_max_fscore
2012,78,3,0,30,True,78,22,6.769230769230769,7.0,8,0.3851866666666667,0.38461538461538464,733,366,0,0,True,7.0
2013,73,2,0,30,True,73,6,5.671232876712328,6.0,9,0.4105066666666667,0.410958904109589,734,367,0,0,True,5.0
2014,81,2,0,30,True,81,16,6.148148148148148,7.0,14,0.37048,0.37037037037037035,736,368,0,0,True,5.0
2015,80,2,0,30,True,80,15,6.4625,7.0,15,0.37426666666666664,0.375,735,367,0,0,True,6.0
2016,79,2,0,30,True,79,16,6.265822784810126,7.0,14,0.37811333333333336,0.379746835443038,734,367,0,0,True,6.0
2017,82,2,0,30,True,82,12,5.975609756097561,7.0,18,0.36544666666666664,0.36585365853658536,735,367,0,0,True,5.0
2018,82,1,0,30,True,82,18,6.475609756097561,7.0,12,0.3654,0.36585365853658536,750,375,0,0,True,6.0
2019,83,1,0,30,True,83,15,6.409638554216867,7.0,15,0.3629466666666667,0.3614457831325301,753,376,0,0,True,6.0
2020,81,0,0,30,True,81,4,5.716049382716049,6.0,8,0.36982,0.37037037037037035,751,375,0,0,True,5.0
2021,81,0,0,30,True,81,1,5.074074074074074,5.0,3,0.37122666666666665,0.37037037037037035,735,367,0,0,True,5.0
2022,82,0,7,30,False,7,4,5.414634146341464,6.0,9,0.36832,0.36585365853658536,730,365,0,0,True,5.0
2023,84,1,79,30,False,30,18,6.440476190476191,7.0,12,0.35612666666666665,0.35714285714285715,733,366,0,0,True,6.0
2024,81,0,78,30,False,30,13,6.049382716049383,6.0,2,0.3703,0.37037037037037035,733,366,0,0,True,6.0
2025,82,0,79,30,False,30,17,6.219512195121951,7.0,13,0.36624666666666666,0.36585365853658536,733,366,0,0,True,6.0
