date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.04111442419782074,-0.02652348344378641,-0.009517287815988706,0.041071160810653096,0.025650762898420165,0.054335144263344404,-0.009784303248812964,-0.017782563051748967
2013,0.31822806509417356,0.16498660316701463,0.22811730028300237,0.24684162762202555,0.3017101545589289,0.32600863182998263,0.12975682827589763,-0.028789520464498453
2014,0.1661757518853677,0.18529170929338257,0.1540819176188637,0.16501257641527967,0.13168508563042924,0.14077286796479282,0.1717088047340809,0.03767819884755985
2015,0.020235617216316948,-0.002119228463499767,0.04806739801968152,-0.06876230351311274,-0.05214638055603704,0.004329462561014186,-0.026394374414721034,0.05160949712562557
2016,0.10454296871747859,0.11009915997418873,0.09207388960408336,0.18825076867954738,0.1688892046751318,0.1239299419921549,0.11662614140419536,-0.03190094915370456
2017,0.20314040251112164,0.16629993284051636,0.16003835773514674,0.2048377528877856,0.15493928952062674,0.19734793499361003,0.14728122412400202,0.022059433576155918
2018,-0.02605630601311182,0.001122360421096813,0.012118436616630257,-0.07125210993563524,-0.016228329471044245,-0.03056488559674153,-0.03272143687039086,-0.015921541802780048
2019,0.28066549156215825,0.33124186311857584,0.28602704977429405,0.3246430328498078,0.2799838601837199,0.25503533726095773,0.29247319662842375,0.0397832737145527
2020,0.05284801593435007,-0.08630460223407821,-0.050465633937305965,0.05215180633025707,0.09470296945945944,0.13075595058309375,-0.02096373814524788,-0.09437165842884088
2021,0.219842429445108,0.14534973661929396,0.1319924266874084,0.23642300158303575,0.2707369638717898,0.26147537371043095,0.06284516075703217,-0.07459993081234162
2022,-0.13209102725302835,-0.11727937218933482,-0.11134621391743404,-0.13934826880670692,-0.0830463834870736,-0.08839186651691444,-0.08531819176763233,-0.15672483459438358
2023,0.11925312353578299,0.07074637161411657,0.07125563797423506,0.09500564841906534,0.2709009719714863,0.18460387683628987,0.034079704428567004,-0.11753106149992054
2024,0.2557185128457131,0.25936523840124814,0.243470044949039,0.17957117426074642,0.21549036863071014,0.17494743862881856,0.19929851720552616,0.07076328953907263
2025,0.08555262222381566,0.09779588159050534,0.11731937597057462,0.03789475316333979,0.07620788642010745,0.060259322423857675,0.05649840603307443,0.059687650664708825
