date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV
2012,0.08930179919389913,0.09795161245628492,0.10579685507844094,0.06836778827581602,0.03107726742547312,-0.068973672859581,0.03488793916554922
2013,0.5980686489400711,0.4431413488854339,0.4557471545384648,0.582811080731064,0.3831438047308695,0.37878888337861727,0.2815867486250532
2014,0.6036177639705436,0.64838579487677,0.6115480048804696,0.49475270888218903,0.39787829409319353,0.3598689926211194,0.31995720811923656
2015,0.200293664089487,0.29624960010643897,0.27741748859959303,0.22338941815238256,0.04572620285279427,0.11508241802923624,0.2957250307532695
2016,0.1640452426730994,0.43389764365334305,0.43420602650623485,0.15975777394488322,-0.02718350069407216,0.1847535781201879,0.39774992953686916
2017,0.11384278172141737,0.10606555541060958,0.09435625310477902,0.18660497330320758,0.17245590297705204,0.23540461881228403,0.15958186155891552
2018,0.07190615187019511,0.10771929349527021,0.07115344773253973,0.022931465358249747,-0.2232023362279657,-0.0014888059427535794,0.06985163674803974
2019,0.05764733993218196,0.030660570469297488,0.097277849295069,0.02773768225746398,-0.08350614515808019,0.08951096410187875,0.06499978856460742
2020,0.6342593990037697,0.3685378194445279,0.4485217590162516,0.45643886311912696,0.5925005416230051,0.32939873720688606,0.16461864414816563
2021,0.4166673606870348,0.2752048938795113,0.22369830310779282,0.612493158782561,4.281174963363535,0.9984465753701735,0.6571055077801569
2022,-0.27519289676624115,-0.05013642387481354,-0.24857298428368724,-0.34145058194554134,-0.6607561220223291,-0.38750804614227596,-0.15400637316032173
2023,0.20185498358605947,0.14355795422070416,0.23526067932265748,0.23585034875252098,0.1368890188769416,0.1782531917857244,0.13145563907628333
2024,0.11209141047090765,0.15464171927974024,0.12080449349877753,0.24852660929686787,0.04556213155228628,0.14984593469076524,0.17798662150730782
2025,0.09484835152445092,0.09936150340080863,0.09512158263182946,0.07457867906067928,0.13357107944785862,0.0542058222484032,0.03228706922364344
