date,fscore_EW,fscore_GMV,fscore_GMVsec,fscore_high_EW,value_EW,universe_EW,universe_GMV,fscore_LS
2012,0.13619303048550435,0.08816896228309545,0.12979378752620563,0.14051690406560047,0.13435221725226532,0.13435221725226532,0.05405267252784274,0.03198755453991731
2013,0.5568713387168207,0.5912862218191772,0.7099711473950256,0.44334571384550414,0.5329432894183463,0.5329432894183463,0.4155808581229403,0.01611826679712136
2014,0.1513015813715468,0.20093619149878772,0.17442277739537038,0.13708877643887507,0.12564559456725033,0.12564559456725033,0.1933761573086088,0.07107523799688509
2015,0.13964497770105222,0.3030244027301281,0.3012709353227727,0.1284082382608014,0.13274118207197527,0.13274118207197527,0.3380248268616082,-0.050606455024843844
2016,0.09603853629186476,0.030600778292116715,0.07316533894489674,0.11882501151807667,0.04846642684249991,0.04846642684249991,0.019421041271576067,0.05176833845468076
2017,0.18737411359058842,0.37589626377381413,0.2723373109999383,0.14801686775370304,0.24852495797454832,0.24852495797454832,0.3749288225712628,-0.06601945665240005
2018,-0.025993316203875905,-0.21380804895323802,-0.16341496991946092,-0.010945967389928701,-0.11251040487121133,-0.11251040487121133,-0.18837079160119008,0.18030941098937192
2019,0.15725695950272822,0.044600212936376726,0.11063753538734145,0.18287055366273752,0.14458590515732195,0.14458590515732195,0.01916663717268019,0.06497413652879902
2020,0.045383833300592036,-0.1281675365295869,-0.029541621360978598,0.014695257325574751,0.0526417557146075,0.0526417557146075,-0.12342084723022895,-0.008229494731827325
2021,0.14262614048753552,0.12906177495215032,0.18136701856240833,0.06642039968681202,0.16673830872063333,0.16673830872063333,0.12931391787281288,0.015492633063509897
2022,0.10561852699820506,0.1190143370293093,0.17503536963846456,0.2479420580754106,-0.004647089454020481,0.032138892080258996,0.10789249686965774,0.05356394498794037
2023,0.27650536569490414,0.21239196170676666,0.20314029266674005,0.3090007770837415,0.3107854480642518,0.2629812051960376,0.2640755052317465,0.0428583298076981
2024,0.13053226445138377,0.05381792469735447,0.04550895753753581,0.09222033622678016,0.20241145080541312,0.13190490185121595,0.13647751508786632,0.031103885878421833
2025,0.2715757493475961,0.11366999001789813,0.30136921224091084,0.27870777493991206,0.3372962463679068,0.23620462513472673,0.1405911719853501,-0.06820541692016857
