,,,percentile,p_value,significant,alpha,n_draws,random_mean,random_std,fscore,basis
random (full universe),sharpe,gross,0.684,0.316,False,0.05,5000,0.7278411181898979,0.07589778859914285,0.7646416055964067,gross
random (full universe),sharpe,net,0.6868,0.3132,False,0.05,5000,0.7123324926769194,0.07585751067510556,0.7496692947323845,net
random (full universe),ann_return,gross,0.7382,0.2618,False,0.05,5000,0.14392043504349095,0.014785824287847875,0.15346921362114263,gross
random (full universe),ann_return,net,0.7396,0.2604,False,0.05,5000,0.1408537017101576,0.014785824287847879,0.15046416032875665,net
random (non-F-Score names),sharpe,gross,0.7712,0.2288,False,0.05,5000,0.7114055941290417,0.07138785573041691,0.7646416055964067,gross
random (non-F-Score names),sharpe,net,0.7738,0.2262,False,0.05,5000,0.6958531771810601,0.07134914544457108,0.7496692947323845,net
random (non-F-Score names),ann_return,gross,0.8268,0.1732,False,0.05,5000,0.1402727732829216,0.013858779329451447,0.15346921362114263,gross
random (non-F-Score names),ann_return,net,0.8284,0.1716,False,0.05,5000,0.13720603994958827,0.013858779329451452,0.15046416032875665,net
