,ID,CatID,Exchange,IndustryName1,IndustryName2,IndustryName3,Code,Name,TotalShares,URL,FirstTradeDate
0,4712,5,UPCoM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,A32,CTCP 32,6800000,https://finance.vietstock.vn/A32-ctcp-32.htm,2018-10-22 17:00:00
1,2541,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,AAA,CTCP Nhựa An Phát Xanh,393742730,https://finance.vietstock.vn/AAA-ctcp-nhua-an-phat-xanh.htm,2016-11-24 17:00:00
2,5601,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,AAH,CTCP Hợp Nhất,117900000,https://finance.vietstock.vn/AAH-ctcp-hop-nhat.htm,2024-01-10 17:00:00
3,1813,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AAM,CTCP Thủy sản MeKong,12346411,https://finance.vietstock.vn/AAM-ctcp-thuy-san-mekong.htm,2009-09-23 17:00:00
4,5816,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AAN,CTCP Lương thực A An,91649951,https://finance.vietstock.vn/AAN-ctcp-luong-thuc-a-an.htm,2026-05-21 17:00:00
5,1339,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,AAS,CTCP Chứng khoán SmartInvest ,229999521,https://finance.vietstock.vn/AAS-ctcp-chung-khoan-smartinvest.htm,2020-07-22 17:00:00
6,3905,1,HOSE,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,70819103,https://finance.vietstock.vn/AAT-ctcp-tap-doan-tien-son-thanh-hoa.htm,2021-03-23 17:00:00
7,4522,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,AAV,CTCP AAV Group,68987661,https://finance.vietstock.vn/AAV-ctcp-aav-group.htm,2026-05-25 17:00:00
8,1196,5,UPCoM,Tài chính,Tổ chức tín dụng,Ngân hàng,ABB,Ngân hàng TMCP An Bình,1397208685,https://finance.vietstock.vn/ABB-ngan-hang-tmcp-an-binh.htm,2020-12-27 17:00:00
9,2920,5,UPCoM,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,ABC,CTCP Truyền thông VMG,20393000,https://finance.vietstock.vn/ABC-ctcp-truyen-thong-vmg.htm,2016-08-17 17:00:00
10,1786,5,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm,ABI,CTCP Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,101347632,https://finance.vietstock.vn/ABI-ctcp-bao-hiem-ngan-hang-nong-nghiep-viet-nam.htm,2009-07-15 17:00:00
11,4473,1,HOSE,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,ABR,CTCP Đầu tư Nhãn hiệu Việt,20000000,https://finance.vietstock.vn/ABR-ctcp-dau-tu-nhan-hieu-viet.htm,2022-03-02 17:00:00
12,4784,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,ABS,CTCP Dịch vụ Nông nghiệp Bình Thuận,80000000,https://finance.vietstock.vn/ABS-ctcp-dich-vu-nong-nghiep-binh-thuan.htm,2020-03-17 17:00:00
13,783,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,14387207,https://finance.vietstock.vn/ABT-ctcp-xuat-nhap-khau-thuy-san-ben-tre.htm,2006-12-24 17:00:00
14,1318,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,ABW,CTCP Chứng khoán An Bình,301150000,https://finance.vietstock.vn/ABW-ctcp-chung-khoan-an-binh.htm,2023-05-29 17:00:00
15,885,1,HOSE,Tài chính,Tổ chức tín dụng,Ngân hàng,ACB,Ngân hàng TMCP Á Châu,5804421957,https://finance.vietstock.vn/ACB-ngan-hang-tmcp-a-chau.htm,2020-12-08 17:00:00
16,2041,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,104999993,https://finance.vietstock.vn/ACC-ctcp-dau-tu-va-xay-dung-binh-duong-acc.htm,2011-06-29 17:00:00
17,1525,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,ACE,CTCP Bê tông Ly tâm An Giang,3050781,https://finance.vietstock.vn/ACE-ctcp-be-tong-ly-tam-an-giang.htm,2009-11-09 17:00:00
18,4793,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,ACG,CTCP Gỗ An Cường,150787946,https://finance.vietstock.vn/ACG-ctcp-go-an-cuong.htm,2022-10-09 17:00:00
19,936,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,50159019,https://finance.vietstock.vn/ACL-ctcp-xuat-nhap-khau-thuy-san-cuu-long-an-giang.htm,2007-09-04 17:00:00
20,4027,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,ACM,CTCP Tập đoàn Khoáng sản Á Cường,51000000,https://finance.vietstock.vn/ACM-ctcp-tap-doan-khoang-san-a-cuong.htm,2022-07-18 17:00:00
21,1997,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,ACS,CTCP Xây lắp Thương mại 2,5400000,https://finance.vietstock.vn/ACS-ctcp-xay-lap-thuong-mai-2.htm,2017-07-12 17:00:00
22,4052,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,3582847523,https://finance.vietstock.vn/ACV-tong-cong-ty-cang-hang-khong-viet-nam-ctcp.htm,2016-11-20 17:00:00
23,2486,2,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,ADC,CTCP Mỹ thuật và Truyền thông,3977936,https://finance.vietstock.vn/ADC-ctcp-my-thuat-va-truyen-thong.htm,2010-12-23 17:00:00
24,4779,1,HOSE,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,ADG,CTCP Clever Group,21380521,https://finance.vietstock.vn/ADG-ctcp-clever-group.htm,2021-02-21 17:00:00
25,2017,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,ADP,CTCP Sơn Á Đông,23039850,https://finance.vietstock.vn/ADP-ctcp-son-a-dong.htm,2023-07-26 17:00:00
26,3181,1,HOSE,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,ADS,CTCP Damsan,76394727,https://finance.vietstock.vn/ADS-ctcp-damsan.htm,2016-06-28 17:00:00
27,3218,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,35000000,https://finance.vietstock.vn/AFX-ctcp-xuat-nhap-khau-nong-san-thuc-pham-an-giang.htm,2025-12-07 17:00:00
28,4633,5,UPCoM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,AG1,CTCP 28.1,4863386,https://finance.vietstock.vn/AG1-ctcp-28-1.htm,2018-01-09 17:00:00
29,38,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AGF,CTCP Xuất nhập khẩu Thủy sản An Giang,28109743,https://finance.vietstock.vn/AGF-ctcp-xuat-nhap-khau-thuy-san-an-giang.htm,2020-02-23 17:00:00
30,4782,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,162528081,https://finance.vietstock.vn/AGG-ctcp-dau-tu-va-phat-trien-bat-dong-san-an-gia.htm,2020-01-08 17:00:00
31,1935,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AGM,CTCP Xuất Nhập khẩu An Giang,18200000,https://finance.vietstock.vn/AGM-ctcp-xuat-nhap-khau-an-giang.htm,2025-05-22 17:00:00
32,2493,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,AGP,CTCP Dược phẩm Agimexpharm,30607558,https://finance.vietstock.vn/AGP-ctcp-duoc-pham-agimexpharm.htm,2015-10-05 17:00:00
33,1401,1,HOSE,Tài chính,Dịch vụ tài chính,Thị trường vốn,AGR,CTCP Chứng khoán Agribank,228311823,https://finance.vietstock.vn/AGR-ctcp-chung-khoan-agribank.htm,2009-12-09 17:00:00
34,1245,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,AGX,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,10800000,https://finance.vietstock.vn/AGX-ctcp-thuc-pham-nong-san-xuat-khau-sai-gon.htm,2015-09-13 17:00:00
35,1991,5,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm,AIC,Tổng Công ty Cổ phần Bảo hiểm DBV,100000000,https://finance.vietstock.vn/AIC-tong-cong-ty-co-phan-bao-hiem-dbv.htm,2021-01-07 17:00:00
36,4949,5,UPCoM,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,AIG,CTCP Nguyên liệu Á Châu AIG,170601298,https://finance.vietstock.vn/AIG-ctcp-nguyen-lieu-a-chau-aig.htm,2024-11-10 17:00:00
37,2353,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,ALC,CTCP Âu Lạc,56470620,https://finance.vietstock.vn/ALC-ctcp-au-lac.htm,2026-01-14 17:00:00
38,778,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,ALT,CTCP Văn hóa Tân Bình,6172523,https://finance.vietstock.vn/ALT-ctcp-van-hoa-tan-binh.htm,2009-07-26 17:00:00
39,2657,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,ALV,CTCP Tập đoàn MCST,9618358,https://finance.vietstock.vn/ALV-ctcp-tap-doan-mcst.htm,2019-06-20 17:00:00
40,2655,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,AMC,CTCP Khoáng sản Á Châu,4274990,https://finance.vietstock.vn/AMC-ctcp-khoang-san-a-chau.htm,2012-02-14 17:00:00
41,2611,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,AME,CTCP Alphanam E&C,65200000,https://finance.vietstock.vn/AME-ctcp-alphanam-ec.htm,2010-06-01 17:00:00
42,2607,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,AMP,CTCP Armephaco,13000000,https://finance.vietstock.vn/AMP-ctcp-armephaco.htm,2017-01-11 17:00:00
43,3116,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,AMS,CTCP Cơ khí Xây dựng AMECC,60000000,https://finance.vietstock.vn/AMS-ctcp-co-khi-xay-dung-amecc.htm,2017-02-05 17:00:00
44,2121,2,HNX,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thiết bị và vật tư chăm sóc sức khỏe,AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,131105650,https://finance.vietstock.vn/AMV-ctcp-san-xuat-kinh-doanh-duoc-va-trang-thiet-bi-y-te-viet-my.htm,2009-12-29 17:00:00
45,971,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,ANI,CTCP ANI,23999270,https://finance.vietstock.vn/ANI-ctcp-ani.htm,2026-06-25 17:00:00
46,3215,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ANT,CTCP Rau quả Thực phẩm An Giang,28804349,https://finance.vietstock.vn/ANT-ctcp-rau-qua-thuc-pham-an-giang.htm,2026-01-19 17:00:00
47,1016,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ANV,CTCP Nam Việt,266667500,https://finance.vietstock.vn/ANV-ctcp-nam-viet.htm,2007-12-06 17:00:00
48,1896,5,UPCoM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,APC,CTCP Chiếu xạ An Phú,20121395,https://finance.vietstock.vn/APC-ctcp-chieu-xa-an-phu.htm,2024-05-14 17:00:00
49,1704,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,APF,CTCP Nông sản Thực phẩm Quảng Ngãi,36021756,https://finance.vietstock.vn/APF-ctcp-nong-san-thuc-pham-quang-ngai.htm,2017-06-07 17:00:00
50,1201,1,HOSE,Tài chính,Dịch vụ tài chính,Thị trường vốn,APG,CTCP Chứng khoán APG,223621942,https://finance.vietstock.vn/APG-ctcp-chung-khoan-apg.htm,2016-11-29 17:00:00
51,4803,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,APH,CTCP Tập đoàn An Phát Holdings,243884268,https://finance.vietstock.vn/APH-ctcp-tap-doan-an-phat-holdings.htm,2020-07-27 17:00:00
52,1864,2,HNX,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,API,CTCP Đầu tư Châu Á - Thái Bình Dương,84083976,https://finance.vietstock.vn/API-ctcp-dau-tu-chau-a-thai-binh-duong.htm,2010-09-12 17:00:00
53,4393,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,APL,CTCP Cơ khí và Thiết bị áp lực - VVMI,1200000,https://finance.vietstock.vn/APL-ctcp-co-khi-va-thiet-bi-ap-luc-vvmi.htm,2016-10-13 17:00:00
54,2670,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,APP,CTCP Phát triển Phụ gia và Sản phẩm Dầu Mỏ,4724632,https://finance.vietstock.vn/APP-ctcp-phat-trien-phu-gia-va-san-pham-dau-mo.htm,2022-08-02 17:00:00
55,1319,2,HNX,Tài chính,Dịch vụ tài chính,Thị trường vốn,APS,CTCP Chứng khoán Châu Á Thái Bình Dương,83000000,https://finance.vietstock.vn/APS-ctcp-chung-khoan-chau-a-thai-binh-duong.htm,2010-04-18 17:00:00
56,2104,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,8800000,https://finance.vietstock.vn/APT-ctcp-kinh-doanh-thuy-hai-san-sai-gon.htm,2019-06-06 17:00:00
57,1756,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,ARM,CTCP Xuất nhập khẩu Hàng không,3111283,https://finance.vietstock.vn/ARM-ctcp-xuat-nhap-khau-hang-khong.htm,2010-10-25 17:00:00
58,1321,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,ART,CTCP Chứng khoán ARTEX,96922509,https://finance.vietstock.vn/ART-ctcp-chung-khoan-artex.htm,2023-08-24 17:00:00
59,4698,1,HOSE,Công nghiệp,Vận tải,Vận tải và logistics hàng không,ASG,CTCP Tập đoàn ASG,90784669,https://finance.vietstock.vn/ASG-ctcp-tap-doan-asg.htm,2020-09-23 17:00:00
60,1930,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ASM,CTCP Tập đoàn Sao Mai,407194183,https://finance.vietstock.vn/ASM-ctcp-tap-doan-sao-mai.htm,2010-01-17 17:00:00
61,1060,1,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,ASP,CTCP Tập đoàn Dầu khí An Pha,37339929,https://finance.vietstock.vn/ASP-ctcp-tap-doan-dau-khi-an-pha.htm,2008-02-14 17:00:00
62,4626,1,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,AST,CTCP Dịch vụ Hàng không Taseco,45000000,https://finance.vietstock.vn/AST-ctcp-dich-vu-hang-khong-taseco.htm,2018-01-03 17:00:00
63,1817,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,ATA,CTCP Ntaco,11999998,https://finance.vietstock.vn/ATA-ctcp-ntaco.htm,2017-02-16 17:00:00
64,4323,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,ATG,CTCP ATG Planet,15220000,https://finance.vietstock.vn/ATG-ctcp-atg-planet.htm,2021-05-13 17:00:00
65,4136,2,HNX,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",ATS,CTCP Tập đoàn Đầu tư ATS,3500000,https://finance.vietstock.vn/ATS-ctcp-tap-doan-dau-tu-ats.htm,2016-03-28 17:00:00
66,3123,5,UPCoM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,AVC,CTCP Thủy điện A Vương,75052052,https://finance.vietstock.vn/AVC-ctcp-thuy-dien-a-vuong.htm,2018-01-07 17:00:00
67,4957,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,AVG,CTCP Phân bón Quốc tế Âu Việt,17679982,https://finance.vietstock.vn/AVG-ctcp-phan-bon-quoc-te-au-viet.htm,
68,1191,2,HNX,Tài chính,Tổ chức tín dụng,Ngân hàng,BAB,Ngân hàng TMCP Bắc Á,1152550716,https://finance.vietstock.vn/BAB-ngan-hang-tmcp-bac-a.htm,2021-03-02 17:00:00
69,4880,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,BAF,CTCP Nông nghiệp BAF Việt Nam,364824906,https://finance.vietstock.vn/BAF-ctcp-nong-nghiep-baf-viet-nam.htm,2021-12-02 17:00:00
70,2158,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,BAL,CTCP Bao bì Bia - Rượu - Nước giải khát,2000000,https://finance.vietstock.vn/BAL-ctcp-bao-bi-bia-ruou-nuoc-giai-khat.htm,2018-01-11 17:00:00
71,1561,2,HNX,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,BAX,CTCP Thống Nhất,8200000,https://finance.vietstock.vn/BAX-ctcp-tho´ng-nha´t.htm,2017-03-23 17:00:00
72,4801,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,BBH,CTCP Bao bì Hoàng Thạch,2047932,https://finance.vietstock.vn/BBH-ctcp-bao-bi-hoang-thach.htm,2020-05-13 17:00:00
73,4004,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,BBM,CTCP Bia Hà Nội - Nam Định,2000000,https://finance.vietstock.vn/BBM-ctcp-bia-ha-noi-nam-dinh.htm,2018-01-04 17:00:00
74,889,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,BBS,CTCP VICEM Bao bì Bút Sơn,6000000,https://finance.vietstock.vn/BBS-ctcp-vicem-bao-bi-but-son.htm,2005-12-27 17:00:00
75,315,5,UPCoM,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thiết bị và vật tư chăm sóc sức khỏe,BBT,CTCP Bông Bạch Tuyết,19600000,https://finance.vietstock.vn/BBT-ctcp-bong-bach-tuyet.htm,2018-06-11 17:00:00
76,4874,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,BCA,CTCP B.C.H,50000000,https://finance.vietstock.vn/BCA-ctcp-b-c-h.htm,2021-09-07 17:00:00
77,4713,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,BCB,CTCP 397,5700000,https://finance.vietstock.vn/BCB-ctcp-397.htm,2018-10-28 17:00:00
78,892,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,BCC,CTCP Xi măng Bỉm Sơn,123209812,https://finance.vietstock.vn/BCC-ctcp-xi-mang-bim-son.htm,2006-11-23 17:00:00
79,1769,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,BCE,CTCP Xây dựng và Giao thông Bình Dương,41999846,https://finance.vietstock.vn/BCE-ctcp-xay-dung-va-giao-thong-binh-duong.htm,2010-06-27 17:00:00
80,2727,2,HNX,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,BCF,CTCP Thực phẩm Bích Chi,37964770,https://finance.vietstock.vn/BCF-ctcp-thuc-pham-bich-chi.htm,2020-03-15 17:00:00
81,4058,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,BCG,CTCP Tập đoàn Bamboo Capital,880210644,https://finance.vietstock.vn/BCG-ctcp-tap-doan-bamboo-capital.htm,2026-07-23 17:00:00
82,4586,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,1035000000,https://finance.vietstock.vn/BCM-tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.htm,2020-08-30 17:00:00
83,1652,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,BCP,CTCP Dược ENLIE,6000000,https://finance.vietstock.vn/BCP-ctcp-duoc-enlie.htm,2015-09-13 17:00:00
84,4945,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,BCR,CTCP BCG Land,473799913,https://finance.vietstock.vn/BCR-ctcp-bcg-land.htm,2023-12-07 17:00:00
85,4846,5,UPCoM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",BCV,CTCP Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,1800000,https://finance.vietstock.vn/BCV-ctcp-du-lich-va-thuong-mai-bang-giang-cao-bang-vimico.htm,2021-03-15 17:00:00
86,4163,5,UPCoM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,BDG,CTCP May mặc Bình Dương,24799920,https://finance.vietstock.vn/BDG-ctcp-may-mac-binh-duong.htm,2016-04-05 17:00:00
87,4363,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,BDT,CTCP Xây lắp và Vật liệu Xây dựng Đồng Tháp,38600000,https://finance.vietstock.vn/BDT-ctcp-xay-lap-va-vat-lieu-xay-dung-dong-thap.htm,2017-09-05 17:00:00
88,3877,5,UPCoM,Tiện ích,Tiện ích,Nước,BDW,CTCP Cấp thoát nước Bình Định,12410800,https://finance.vietstock.vn/BDW-ctcp-cap-thoat-nuoc-binh-dinh.htm,2015-10-13 17:00:00
89,1848,2,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,BED,CTCP Sách và Thiết bị Trường học Đà Nẵng,3000000,https://finance.vietstock.vn/BED-ctcp-sach-va-thiet-bi-truong-hoc-da-nang.htm,2009-10-20 17:00:00
90,1276,5,UPCoM,Công nghệ thông tin,Phần cứng và thiết bị,"Phần cứng, bộ lưu trữ và thiết bị ngoại vi",BEL,CTCP Điện tử Biên Hòa,6000000,https://finance.vietstock.vn/BEL-ctcp-dien-tu-bien-hoa.htm,2016-07-11 17:00:00
91,3629,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,BFC,CTCP Phân bón Bình Điền,57167993,https://finance.vietstock.vn/BFC-ctcp-phan-bon-binh-dien.htm,2015-10-06 17:00:00
92,5694,5,UPCoM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,BGE,CTCP BCG Energy,730000000,https://finance.vietstock.vn/BGE-ctcp-bcg-energy.htm,2024-07-30 17:00:00
93,4087,5,UPCoM,Tiện ích,Tiện ích,Nước,BGW,CTCP Nước sạch Bắc Giang,18149446,https://finance.vietstock.vn/BGW-ctcp-nuoc-sach-bac-giang.htm,2017-10-30 17:00:00
94,4531,5,UPCoM,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,BHA,CTCP Thủy điện Bắc Hà,66000000,https://finance.vietstock.vn/BHA-ctcp-thuy-dien-bac-ha.htm,2017-08-01 17:00:00
95,1558,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,BHC,CTCP Bê tông Biên Hòa,4500000,https://finance.vietstock.vn/BHC-ctcp-be-tong-bien-hoa.htm,2015-04-09 17:00:00
96,4715,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,BHG,CTCP Chè Biển Hồ,8935643,https://finance.vietstock.vn/BHG-ctcp-che-bien-ho.htm,2018-10-29 17:00:00
97,5718,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,BHH,CTCP Bia Hà Nội - Hưng Yên 89,6000000,https://finance.vietstock.vn/BHH-ctcp-bia-ha-noi-hung-yen-89.htm,
98,2048,5,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm,BHI,Tổng Công ty cổ phần Bảo hiểm Sài Gòn - Hà Nội,100000000,https://finance.vietstock.vn/BHI-tong-cong-ty-co-phan-bao-hiem-sai-gon-ha-noi.htm,2023-07-20 17:00:00
99,4671,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,BHK,CTCP Bia Hà Nội - Kim Bài,3986000,https://finance.vietstock.vn/BHK-ctcp-bia-ha-noi-kim-bai.htm,2018-04-04 17:00:00
100,1313,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,231800000,https://finance.vietstock.vn/BHN-tong-cong-ty-co-phan-bia-ruou-nuoc-giai-khat-ha-noi.htm,2017-01-18 17:00:00
101,2185,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,BHP,CTCP Bia Hà Nội - Hải Phòng,9179290,https://finance.vietstock.vn/BHP-ctcp-bia-ha-noi-hai-phong.htm,2013-01-20 17:00:00
102,1909,1,HOSE,Tài chính,Bảo hiểm,Bảo hiểm,BIC,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,202067057,https://finance.vietstock.vn/BIC-tong-cong-ty-co-phan-bao-hiem-ngan-hang-dau-tu-va-phat-trien-viet-nam.htm,2011-09-05 17:00:00
103,1161,1,HOSE,Tài chính,Tổ chức tín dụng,Ngân hàng,BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,7280065210,https://finance.vietstock.vn/BID-ngan-hang-tmcp-dau-tu-va-phat-trien-viet-nam.htm,2014-01-23 17:00:00
104,4891,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,BIG,CTCP Tập đoàn Đầu tư Big,34181452,https://finance.vietstock.vn/BIG-ctcp-tap-doan-dau-tu-big.htm,2022-01-09 17:00:00
105,4260,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,BIO,CTCP Vắc xin và Sinh phẩm Nha Trang,8562000,https://finance.vietstock.vn/BIO-ctcp-vac-xin-va-sinh-pham-nha-trang.htm,2018-08-29 17:00:00
106,1806,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,BKC,CTCP Khoáng sản Bắc Kạn,23475456,https://finance.vietstock.vn/BKC-ctcp-khoang-san-bac-kan.htm,2009-08-17 17:00:00
