,ID,CatID,Exchange,IndustryName1,IndustryName2,IndustryName3,Code,Name,TotalShares,URL,FirstTradeDate
206,4510,2,HNX,Công nghiệp,Vận tải,Hạ tầng giao thông,CIA,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,18661243,https://finance.vietstock.vn/CIA-ctcp-dich-vu-san-bay-quoc-te-cam-ranh.htm,2017-11-28 17:00:00
207,899,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CID,CTCP Xây dựng và Phát triển Cơ sở Hạ tầng,1082000,https://finance.vietstock.vn/CID-ctcp-xay-dung-va-phat-trien-co-so-ha-tang.htm,2016-05-09 17:00:00
208,2933,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CIG,CTCP COMA 18,51039947,https://finance.vietstock.vn/CIG-ctcp-coma-18.htm,2011-07-18 17:00:00
209,95,1,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,671985291,https://finance.vietstock.vn/CII-ctcp-dau-tu-ha-tang-ky-thuat-thanh-pho-ho-chi-minh.htm,2006-05-17 17:00:00
210,2922,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CIP,CTCP Xây lắp và Sản xuất Công nghiệp,4545000,https://finance.vietstock.vn/CIP-ctcp-xay-lap-va-san-xuat-cong-nghiep.htm,2017-09-26 17:00:00
211,900,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,CJC,CTCP Cơ điện Miền Trung,8000000,https://finance.vietstock.vn/CJC-ctcp-co-dien-mien-trung.htm,2006-12-13 17:00:00
212,3175,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,CK8,CTCP Cơ khí 120,3000000,https://finance.vietstock.vn/CK8-ctcp-co-khi-120.htm,2023-01-05 17:00:00
213,4711,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,CKA,CTCP Cơ Khí An Giang,3286404,https://finance.vietstock.vn/CKA-ctcp-co-khi-an-giang.htm,2018-10-16 17:00:00
214,3620,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,CKD,CTCP Cơ khí Đông Anh LICOGI,31000000,https://finance.vietstock.vn/CKD-ctcp-co-khi-dong-anh-licogi.htm,2015-05-20 17:00:00
215,2239,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,CKG,CTCP Tập đoàn CIC,161807526,https://finance.vietstock.vn/CKG-ctcp-tap-doan-cic.htm,2020-03-24 17:00:00
216,2175,2,HNX,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,CKV,CTCP COKYVINA,4050000,https://finance.vietstock.vn/CKV-ctcp-cokyvina.htm,2010-03-10 17:00:00
217,779,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thuốc lá,CLC,CTCP Cát Lợi,26207583,https://finance.vietstock.vn/CLC-ctcp-cat-loi.htm,2006-11-15 17:00:00
218,2153,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CLH,CTCP Xi măng La Hiên VVMI,12000000,https://finance.vietstock.vn/CLH-ctcp-xi-mang-la-hien-vvmi.htm,2016-06-06 17:00:00
219,5815,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,CLI,CTCP Tập đoàn CNCTech,91600000,https://finance.vietstock.vn/CLI-ctcp-tap-doan-cnctech.htm,2026-05-05 17:00:00
220,1637,1,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,CLL,CTCP Cảng Cát Lái,34000000,https://finance.vietstock.vn/CLL-ctcp-cang-cat-lai.htm,2014-07-07 17:00:00
221,2221,2,HNX,Năng lượng,Năng lượng,Dầu khí,CLM,CTCP Xuất nhập khẩu Than - Vinacomin,11000000,https://finance.vietstock.vn/CLM-ctcp-xuat-nhap-khau-than-vinacomin.htm,2016-04-14 17:00:00
222,1918,1,HOSE,Tiện ích,Tiện ích,Nước,CLW,CTCP Cấp nước Chợ Lớn,13000000,https://finance.vietstock.vn/CLW-ctcp-cap-nuoc-cho-lon.htm,2011-01-10 17:00:00
223,4252,5,UPCoM,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),86600000,https://finance.vietstock.vn/CLX-ctcp-xuat-nhap-khau-va-dau-tu-cho-lon-cholimex.htm,2017-02-28 17:00:00
224,901,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,CMC,CTCP Đầu tư CMC,5108347,https://finance.vietstock.vn/CMC-ctcp-dau-tu-cmc.htm,2006-12-10 17:00:00
225,1247,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,15000000,https://finance.vietstock.vn/CMD-ctcp-vat-lieu-xay-dung-va-trang-tri-noi-that-thanh-pho-ho-chi-minh.htm,2019-07-04 17:00:00
226,2312,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CMF,CTCP Thực phẩm Cholimex,8100000,https://finance.vietstock.vn/CMF-ctcp-thuc-pham-cholimex.htm,2016-11-29 17:00:00
227,1879,1,HOSE,Công nghệ thông tin,Phần mềm và dịch vụ,Dịch vụ CNTT,CMG,CTCP Tập đoàn Công nghệ CMC,232954608,https://finance.vietstock.vn/CMG-ctcp-tap-doan-cong-nghe-cmc.htm,2010-01-21 17:00:00
228,1860,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CMI,CTCP CMISTONE Việt Nam,15002500,https://finance.vietstock.vn/CMI-ctcp-cmistone-viet-nam.htm,2019-06-13 17:00:00
229,3078,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,CMK,CTCP Cơ khí Mạo Khê - Vinacomin,1432578,https://finance.vietstock.vn/CMK-ctcp-co-khi-mao-khe-vinacomin.htm,2015-10-20 17:00:00
230,4920,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CMM,CTCP Camimex,91849998,https://finance.vietstock.vn/CMM-ctcp-camimex.htm,2022-11-07 17:00:00
231,2161,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CMN,CTCP Lương thực Thực phẩm Colusa - Miliket,14400000,https://finance.vietstock.vn/CMN-ctcp-luong-thuc-thuc-pham-colusa-miliket.htm,2017-07-09 17:00:00
232,3868,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,CMP,CTCP Cảng Chân Mây,32405415,https://finance.vietstock.vn/CMP-ctcp-cang-chan-may.htm,2016-02-14 17:00:00
233,2529,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CMS,CTCP Tập Đoàn CMH Việt Nam,25452500,https://finance.vietstock.vn/CMS-ctcp-tap-doan-cmh-viet-nam.htm,2010-11-28 17:00:00
234,1897,5,UPCoM,Công nghệ thông tin,Phần mềm và dịch vụ,Dịch vụ CNTT,CMT,CTCP Công nghệ Mạng và Truyền thông,8000000,https://finance.vietstock.vn/CMT-ctcp-cong-nghe-mang-va-truyen-thong.htm,2019-04-23 17:00:00
235,1733,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ đa dạng,CMV,CTCP Thương nghiệp Cà Mau,18155868,https://finance.vietstock.vn/CMV-ctcp-thuong-nghiep-ca-mau.htm,2010-06-20 17:00:00
236,4478,5,UPCoM,Tiện ích,Tiện ích,Nước,CMW,CTCP Cấp nước Cà Mau,15534900,https://finance.vietstock.vn/CMW-ctcp-cap-nuoc-ca-mau.htm,2017-04-09 17:00:00
237,2368,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CMX,CTCP Camimex Group,101898990,https://finance.vietstock.vn/CMX-ctcp-camimex-group.htm,2010-11-08 17:00:00
238,4884,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CNA,CTCP Tổng Công ty Chè Nghệ An,1673622,https://finance.vietstock.vn/CNA-ctcp-tong-cong-ty-che-nghe-an.htm,2021-12-08 17:00:00
239,3015,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,CNC,CTCP Công nghệ Cao Traphaco,11364325,https://finance.vietstock.vn/CNC-ctcp-cong-nghe-cao-traphaco.htm,2014-06-24 17:00:00
240,3053,1,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,CNG,CTCP CNG Việt Nam,35099625,https://finance.vietstock.vn/CNG-ctcp-cng-viet-nam.htm,2011-11-22 17:00:00
241,3837,5,UPCoM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,CNN,"CTCP Tư vấn Công nghệ, Thiết bị và Kiểm Định Xây dựng - Coninco",8800000,https://finance.vietstock.vn/CNN-ctcp-tu-van-cong-nghe-thiet-bi-va-kiem-dinh-xay-dung-coninco.htm,2016-05-31 17:00:00
242,1227,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,CNT,CTCP Tập đoàn CNT,65480283,https://finance.vietstock.vn/CNT-ctcp-tap-doan-cnt.htm,2015-03-16 17:00:00
243,768,1,HOSE,Năng lượng,Năng lượng,Dầu khí,COM,CTCP Vật tư - Xăng Dầu,14120628,https://finance.vietstock.vn/COM-ctcp-vat-tu-xang-dau.htm,2006-08-06 17:00:00
244,4484,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CPA,CTCP Cà phê Phước An,23627990,https://finance.vietstock.vn/CPA-ctcp-ca-phe-phuoc-an.htm,2019-12-29 17:00:00
245,1841,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,CPC,CTCP Thuốc sát trùng Cần Thơ,4303050,https://finance.vietstock.vn/CPC-ctcp-thuoc-sat-trung-can-tho.htm,2010-01-17 17:00:00
246,4455,5,UPCoM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,Dịch vụ tiêu dùng khác,CPH,CTCP Phục vụ Mai táng Hải Phòng,4400000,https://finance.vietstock.vn/CPH-ctcp-phuc-vu-mai-tang-hai-phong.htm,2017-02-07 17:00:00
247,2855,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,CPI,CTCP Đầu tư Cảng Cái Lân,36505000,https://finance.vietstock.vn/CPI-ctcp-dau-tu-cang-cai-lan.htm,2017-07-27 17:00:00
248,3778,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,CQN,CTCP Cảng Quảng Ninh,75049936,https://finance.vietstock.vn/CQN-ctcp-cang-quang-ninh.htm,2020-08-17 17:00:00
249,3833,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CQT,CTCP Xi măng Quán Triều VVMI,25000000,https://finance.vietstock.vn/CQT-ctcp-xi-mang-quan-trieu-vvmi.htm,2016-10-31 17:00:00
250,4519,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,CRC,CTCP Create Capital Việt Nam,106699924,https://finance.vietstock.vn/CRC-ctcp-create-capital-viet-nam.htm,2018-08-19 17:00:00
251,4674,1,HOSE,Bất động sản,Bất động sản,Dịch vụ bất động sản,CRE,CTCP Bất động sản Thế Kỷ,463678534,https://finance.vietstock.vn/CRE-ctcp-bat-dong-san-the-ky.htm,2018-09-04 17:00:00
252,4950,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,CRV,CTCP Tập đoàn Bất động sản CRV,687399875,https://finance.vietstock.vn/CRV-ctcp-tap-doan-bat-dong-san-crv.htm,2025-10-09 17:00:00
253,1522,2,HNX,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,CSC,CTCP Tập đoàn Cotana,41149264,https://finance.vietstock.vn/CSC-ctcp-tap-doan-cotana.htm,2009-11-03 17:00:00
254,1476,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,CSI,CTCP Chứng khoán Kirin,16800000,https://finance.vietstock.vn/CSI-ctcp-chung-khoan-kirin.htm,2019-03-14 17:00:00
255,1253,1,HOSE,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,CSM,CTCP Công nghiệp Cao su Miền Nam,103626467,https://finance.vietstock.vn/CSM-ctcp-cong-nghiep-cao-su-mien-nam.htm,2009-08-10 17:00:00
256,4861,2,HNX,Năng lượng,Năng lượng,Dầu khí,CST,CTCP Than Cao Sơn - TKV,42846773,https://finance.vietstock.vn/CST-ctcp-than-cao-son-tkv.htm,2025-02-09 17:00:00
257,3862,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,CSV,CTCP Hóa chất Cơ bản Miền Nam,110499910,https://finance.vietstock.vn/CSV-ctcp-hoa-chat-co-ban-mien-nam.htm,2015-03-17 17:00:00
258,1894,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CT3,CTCP Đầu tư và Xây dựng Công trình 3,8799849,https://finance.vietstock.vn/CT3-ctcp-dau-tu-va-xay-dung-cong-trinh-3.htm,2009-11-19 17:00:00
259,2100,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CT6,CTCP Công trình 6,6108078,https://finance.vietstock.vn/CT6-ctcp-cong-trinh-6.htm,2020-05-14 17:00:00
260,902,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,CTB,CTCP Chế tạo Bơm Hải Dương,20800000,https://finance.vietstock.vn/CTB-ctcp-che-tao-bom-hai-duong.htm,2006-10-09 17:00:00
261,1553,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CTD,CTCP Xây dựng Coteccons,114026467,https://finance.vietstock.vn/CTD-ctcp-xay-dung-coteccons.htm,2010-01-19 17:00:00
262,4428,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,CTF,CTCP City Auto,95653859,https://finance.vietstock.vn/CTF-ctcp-city-auto.htm,2017-05-29 17:00:00
263,1160,1,HOSE,Tài chính,Tổ chức tín dụng,Ngân hàng,CTG,Ngân hàng TMCP Công Thương Việt Nam,7766944637,https://finance.vietstock.vn/CTG-ngan-hang-tmcp-cong-thuong-viet-nam.htm,2009-07-15 17:00:00
264,1856,1,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,62999997,https://finance.vietstock.vn/CTI-ctcp-dau-tu-phat-trien-cuong-thuan-idico.htm,2010-03-18 17:00:00
265,4291,2,HNX,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CTP,CTCP Tập đoàn CTP Group,12099992,https://finance.vietstock.vn/CTP-ctcp-tap-doan-ctp-group.htm,2016-07-27 17:00:00
266,2931,1,HOSE,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,CTR,Tổng Công ty cổ phần Công trình Viettel,114385879,https://finance.vietstock.vn/CTR-tong-cong-ty-co-phan-cong-trinh-viettel.htm,2022-02-22 17:00:00
267,1405,1,HOSE,Tài chính,Dịch vụ tài chính,Thị trường vốn,CTS,CTCP Chứng khoán VietinBank,272244939,https://finance.vietstock.vn/CTS-ctcp-chung-khoan-vietinbank.htm,2017-06-19 17:00:00
268,2747,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,CTT,CTCP Chế tạo Máy - Vinacomin,4697351,https://finance.vietstock.vn/CTT-ctcp-che-tao-may-vinacomin.htm,2015-07-16 17:00:00
269,4057,5,UPCoM,Tiện ích,Tiện ích,Nước,CTW,CTCP Cấp thoát nước Cần Thơ,28000000,https://finance.vietstock.vn/CTW-ctcp-cap-thoat-nuoc-can-tho.htm,2016-09-29 17:00:00
270,2271,5,UPCoM,Bất động sản,Bất động sản,Bất động sản đa dạng,CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,100406740,https://finance.vietstock.vn/CTX-tong-cong-ty-co-phan-dau-tu-xay-dung-va-thuong-mai-viet-nam.htm,2023-12-25 17:00:00
271,2618,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,CVN,CTCP Vinam,29699991,https://finance.vietstock.vn/CVN-ctcp-vinam.htm,2010-08-05 17:00:00
272,1854,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CVT,CTCP CMC,36690887,https://finance.vietstock.vn/CVT-ctcp-cmc.htm,2017-10-04 17:00:00
273,1431,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,2553771,https://finance.vietstock.vn/CX8-ctcp-dau-tu-va-xay-lap-constrexim-so-8.htm,2010-05-18 17:00:00
274,767,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,CYC,CTCP Gạch men Chang Yih,1990530,https://finance.vietstock.vn/CYC-ctcp-gach-men-chang-yih.htm,2017-05-21 17:00:00
275,2489,2,HNX,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,D11,CTCP Địa ốc 11,8218456,https://finance.vietstock.vn/D11-ctcp-dia-oc-11.htm,2011-02-24 17:00:00
276,1805,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,D2D,CTCP Phát triển Đô thị Công nghiệp số 2,30304758,https://finance.vietstock.vn/D2D-ctcp-phat-trien-do-thi-cong-nghiep-so-2.htm,2009-08-13 17:00:00
277,904,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DAC,CTCP 382 Đông Anh,1004974,https://finance.vietstock.vn/DAC-ctcp-382-dong-anh.htm,2016-04-07 17:00:00
278,1811,2,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,5000000,https://finance.vietstock.vn/DAD-ctcp-dau-tu-va-phat-trien-giao-duc-da-nang.htm,2009-08-18 17:00:00
279,905,2,HNX,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,1925658,https://finance.vietstock.vn/DAE-ctcp-sach-giao-duc-tai-thanh-pho-da-nang.htm,2006-12-27 17:00:00
280,1838,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,DAG,CTCP Tập đoàn Nhựa Đông Á,60314112,https://finance.vietstock.vn/DAG-ctcp-tap-doan-nhua-dong-a.htm,2024-10-31 17:00:00
281,4356,1,HOSE,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",DAH,CTCP Tập đoàn Khách sạn Đông Á,84200000,https://finance.vietstock.vn/DAH-ctcp-tap-doan-khach-san-dong-a.htm,2016-10-09 17:00:00
282,2351,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,DAN,CTCP Dược Danapha,20938000,https://finance.vietstock.vn/DAN-ctcp-duoc-danapha.htm,2021-12-21 17:00:00
283,1722,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,4200000,https://finance.vietstock.vn/DAS-ctcp-may-thiet-bi-dau-khi-da-nang.htm,2014-09-24 17:00:00
284,4167,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,69228341,https://finance.vietstock.vn/DAT-ctcp-dau-tu-du-lich-va-phat-trien-thuy-san.htm,2015-11-04 17:00:00
285,1131,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,DBC,CTCP Tập đoàn Dabaco Việt Nam,431046499,https://finance.vietstock.vn/DBC-ctcp-tap-doan-dabaco-viet-nam.htm,2019-07-25 17:00:00
286,2696,1,HOSE,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),94529347,https://finance.vietstock.vn/DBD-ctcp-duoc-trang-thiet-bi-y-te-binh-dinh-bidiphar.htm,2018-06-14 17:00:00
287,1654,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,1941588,https://finance.vietstock.vn/DBM-ctcp-duoc-vat-tu-y-te-dak-lak.htm,2009-12-16 17:00:00
288,1851,1,HOSE,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,DBT,CTCP Dược phẩm Bến Tre,21967262,https://finance.vietstock.vn/DBT-ctcp-duoc-pham-ben-tre.htm,2020-10-27 17:00:00
289,2636,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,DC1,CTCP Đầu tư Phát triển Xây dựng Số 1,4504337,https://finance.vietstock.vn/DC1-ctcp-dau-tu-phat-trien-xay-dung-so-1.htm,2016-07-18 17:00:00
290,2534,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,11643617,https://finance.vietstock.vn/DC2-ctcp-dau-tu-phat-trien-xay-dung-dic-so-2.htm,2010-07-01 17:00:00
291,1432,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,DC4,CTCP DICERA Holdings,108058667,https://finance.vietstock.vn/DC4-ctcp-dicera-holdings.htm,2020-10-19 17:00:00
292,1761,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,DCF,CTCP Xây dựng và Thiết kế Số 1,59358680,https://finance.vietstock.vn/DCF-ctcp-xay-dung-va-thiet-ke-so-1.htm,2017-01-11 17:00:00
293,2273,5,UPCoM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,DCG,CTCP Tổng Công ty May Đáp Cầu,6825000,https://finance.vietstock.vn/DCG-ctcp-tong-cong-ty-may-dap-cau.htm,2018-12-13 17:00:00
294,4069,5,UPCoM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,DCH,CTCP Địa chính Hà Nội,2880000,https://finance.vietstock.vn/DCH-ctcp-dia-chinh-ha-noi.htm,2018-04-22 17:00:00
295,1305,1,HOSE,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,DCL,CTCP Dược phẩm Cửu Long,73041030,https://finance.vietstock.vn/DCL-ctcp-duoc-pham-cuu-long.htm,2008-09-16 17:00:00
296,3844,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,DCM,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,529400000,https://finance.vietstock.vn/DCM-ctcp-tong-cong-ty-phan-bon-dau-khi-ca-mau.htm,2015-03-30 17:00:00
297,1791,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DCR,CTCP Gạch men Cosevco,6500000,https://finance.vietstock.vn/DCR-ctcp-gach-men-cosevco.htm,2018-10-07 17:00:00
298,1032,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,DCS,CTCP Tập đoàn EDX,60310988,https://finance.vietstock.vn/DCS-ctcp-tap-doan-edx.htm,2019-05-30 17:00:00
299,781,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,27223647,https://finance.vietstock.vn/DCT-ctcp-tam-lop-vat-lieu-xay-dung-dong-nai.htm,2016-04-06 17:00:00
300,2049,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,DCV,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,31201143,https://finance.vietstock.vn/DCV-ctcp-quan-ly-quy-dau-tu-dragon-capital-viet-nam.htm,2026-01-18 17:00:00
301,4943,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DDB,CTCP Thương mại và Xây dựng Đông Dương,12000000,https://finance.vietstock.vn/DDB-ctcp-thuong-mai-va-xay-dung-dong-duong.htm,2025-01-14 17:00:00
302,4675,5,UPCoM,Tiện ích,Tiện ích,Gas sinh hoạt,DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,79839886,https://finance.vietstock.vn/DDG-ctcp-dau-tu-cong-nghiep-xuat-nhap-khau-dong-duong.htm,2026-07-02 17:00:00
303,4325,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,3600000,https://finance.vietstock.vn/DDH-ctcp-dam-bao-giao-thong-duong-thuy-hai-phong.htm,2016-06-29 17:00:00
304,1212,5,UPCoM,Công nghiệp,Vận tải,Vận tải biển,DDM,CTCP Hàng Hải Đông Đô,12244495,https://finance.vietstock.vn/DDM-ctcp-hang-hai-dong-do.htm,2014-12-14 17:00:00
305,1780,5,UPCoM,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,16116383,https://finance.vietstock.vn/DDN-ctcp-duoc-va-thiet-bi-y-te-da-nang.htm,2009-06-23 17:00:00
306,3769,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,DDV,CTCP DAP - VINACHEM,146109900,https://finance.vietstock.vn/DDV-ctcp-dap-vinachem.htm,2015-06-09 17:00:00
307,3346,5,UPCoM,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,DFC,CTCP Xích líp Đông Anh,11400000,https://finance.vietstock.vn/DFC-ctcp-xich-lip-dong-anh.htm,2017-01-11 17:00:00
308,4869,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,DFF,CTCP Tập đoàn Đua Fat,80000000,https://finance.vietstock.vn/DFF-ctcp-tap-doan-dua-fat.htm,2021-07-04 17:00:00
309,2374,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,DGC,CTCP Tập đoàn Hóa chất Đức Giang,379779286,https://finance.vietstock.vn/DGC-ctcp-tap-doan-hoa-chat-duc-giang.htm,2020-07-27 17:00:00
310,2140,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DGT,CTCP Công trình Giao thông Đồng Nai,79000000,https://finance.vietstock.vn/DGT-ctcp-cong-trinh-giao-thong-dong-nai.htm,2010-03-08 17:00:00
311,4086,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,DGW,CTCP Thế Giới Số,221320169,https://finance.vietstock.vn/DGW-ctcp-the-gioi-so.htm,2015-08-02 17:00:00
312,666,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,DHA,CTCP Hóa An,15119946,https://finance.vietstock.vn/DHA-ctcp-hoa-an.htm,2004-04-13 17:00:00
