,symbol,year,tolerance,bs_balances_passed,bs_balances_delta,is_pretax_profit_passed,is_pretax_profit_delta,cf_indirect_ties_to_cash_passed,cf_indirect_ties_to_cash_delta,cf_direct_ties_to_cash_passed,cf_direct_ties_to_cash_delta,cfo_methods_agree_passed,cfo_methods_agree_delta,cash_change,cfo_indirect,cfo_direct,cfi_indirect,cfi_direct,cff_indirect,cff_direct,fx_effect_indirect,fx_effect_direct
0,TNG,2009,1.0,True,0.0,True,0.0,,,,,False,19351969569.0,,67061523923.0,47709554354.0,-38112300242.0,-34313666263.0,-28566834905.0,-12849962363.0,0.0,0.0
0,TNG,2010,1.0,True,0.0,True,0.0,True,0.0,False,1287299431.0,False,15342209630.0,10734779972.0,-10823731754.0,-26165941384.0,-63593389959.0,-45572864122.0,85151901685.0,83760884909.0,0.0,0.0
0,TNG,2011,1.0,True,0.0,True,0.0,True,0.0,False,-181200000.0,False,25642472131.0,36368606418.0,-22663772337.0,-48306244468.0,-199323871974.0,-168220727062.0,258356250729.0,252714377948.0,0.0,0.0
0,TNG,2012,1.0,True,0.0,True,0.0,True,0.0,False,77550767.0,False,-10132192318.0,-46217826387.0,-65759584902.0,-55627392584.0,-90496523977.0,-107619826383.0,110038282492.0,117106943347.0,0.0,0.0
0,TNG,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,20169421291.0,-1431884929.0,123617737231.0,103448315940.0,-96412791949.0,-74133876844.0,-28636830211.0,-30746324025.0,0.0,0.0
0,TNG,2014,1.0,True,0.0,True,0.0,True,0.0,False,-621520000.0,False,59135157072.0,2027617649.0,-481755360.0,-59616912432.0,-146378744026.0,-68327455869.0,148888117035.0,129350465950.0,0.0,0.0
0,TNG,2015,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,107262149425.0,42236404009.0,49573642612.0,-57688506813.0,-241727173500.0,-92838005263.0,234389934897.0,192762916085.0,0.0,0.0
0,TNG,2016,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,149408742442.0,-44681368316.0,-62363543.0,-149471105985.0,-246559693776.0,-112483804991.0,201940689003.0,217273542660.0,0.0,0.0
0,TNG,2017,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-27790807615.0,-1498998864.0,-66401526341.0,-38610718726.0,-138735509985.0,-108327039376.0,203638037462.0,145438759238.0,0.0,0.0
0,TNG,2018,1.0,True,0.0,True,0.0,True,0.0,False,89203181.0,False,-137959620573.0,2417788032.0,115506156694.0,253465777267.0,-208045904701.0,-160370599564.0,94400225966.0,-90588186490.0,557310073.0,0.0
0,TNG,2019,1.0,True,0.0,True,0.0,True,0.0,False,-120532023500.0,False,-69059805966.0,279970908111.0,410377636411.0,479437442377.0,-336886049547.0,-355540513371.0,206400142908.0,34359275052.0,79178339.0,1182680553.0
0,TNG,2020,1.0,True,0.0,True,0.0,True,0.0,False,42665149301.0,False,49594251091.0,-160096725627.0,196489971438.0,146895720347.0,-490029448909.0,-490029923775.0,133332675612.0,224079612571.0,110076232.0,1623014531.0
0,TNG,2021,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,59300497803.0,-119062916479.0,36046642382.0,-23253855421.0,-577258622810.0,-446209087363.0,422154948635.0,348733064537.0,-5884686.0,1666961768.0
0,TNG,2022,1.0,False,-162470000000.0,True,0.0,True,0.0,False,14633976128.0,False,-239595897241.0,498979808167.0,381546053339.0,621141950580.0,-467244412628.0,-538772846345.0,584797342309.0,431091038983.0,-119174853.0,153641077.0
0,TNG,2023,1.0,True,0.0,True,0.0,True,0.0,False,15000000000.0,False,681447703336.0,-228736788164.0,480720979441.0,-200726723895.0,-724839437813.0,-54721028209.0,15468994694.0,41622609940.0,-87324486.0,88354000.0
0,TNG,2024,1.0,True,0.0,True,0.0,False,442515541.0,False,185442515541.0,False,-275107907427.0,160807088614.0,746243110425.0,1021351017852.0,-494231263295.0,-232226525446.0,-90994670701.0,-443209728813.0,232427726.0,334840562.0
0,TNG,2025,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,678690891457.0,-127324275111.0,419204612670.0,-259486278787.0,-880058449387.0,-90591275408.0,332802155373.0,221810879147.0,727406233.0,942399937.0
0,L18,2009,1.0,True,0.0,True,0.0,,,,,False,300890303.0,,-82605129209.0,-82906019512.0,9881793700.0,31916082192.0,68260917006.0,63357703137.0,-2328605.0,2328605.0
0,L18,2010,1.0,True,0.0,True,0.0,False,-22020091938.0,False,-58234079387.0,False,97855952248.0,53510947281.0,39383049669.0,-58472902579.0,-2570959110.0,15747051644.0,-5316522245.0,38005047434.0,-4712971.0,-2328605.0
0,L18,2011,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,79323314595.0,-41371810691.0,-25924975039.0,-105248289634.0,-38655673345.0,34381768309.0,23218100419.0,29490160879.0,-9262726.0,4549755.0
0,L18,2012,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,90523539699.0,-771662059.0,61965090725.0,-28558448974.0,-66605136020.0,-9815900372.0,3859398931.0,37602762099.0,8984305.0,-74812.0
0,L18,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-1499092708.0,33921210440.0,-17108444179.0,-15609351471.0,-820558745.0,413820987.0,51849526168.0,49116053728.0,687196.0,687196.0
0,L18,2014,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,43036129831.0,18625990564.0,18364193564.0,-24671936267.0,-24036322438.0,-18137269106.0,24297435430.0,61434511929.0,684008.0,684008.0
0,L18,2015,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,48055331530.0,26843052615.0,119096830897.0,71041499367.0,-55080693233.0,-23274218509.0,-37175600078.0,-20926743272.0,2515029.0,2515029.0
0,L18,2016,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,32573231687.0,-20420488299.0,-52837293650.0,-85410525337.0,-17692615864.0,-10740693174.0,50108793980.0,75730102977.0,627235.0,627235.0
0,L18,2017,1.0,True,0.0,True,0.0,True,0.0,False,7929161111.0,False,28786442632.0,-3468711858.0,43335130725.0,14548688093.0,-73606698182.0,-26267284694.0,26802983150.0,16179173405.0,-127551.0,-127551.0
0,L18,2018,1.0,True,0.0,True,0.0,True,0.0,False,-538999.0,False,55568282556.0,6976674554.0,56499074433.0,930791877.0,-126875139343.0,-53848277158.0,77351618991.0,59892500363.0,1120473.0,1120473.0
0,L18,2019,1.0,True,0.0,True,0.0,True,0.0,False,-17850000.0,False,72570383458.0,-16288602687.0,-76354481934.0,-148924865392.0,-113517417943.0,-7047298514.0,173583262691.0,139665676720.0,34499.0,34499.0
0,L18,2020,1.0,True,0.0,True,0.0,True,0.0,False,7406938.0,False,23003886846.0,116685461817.0,-102648298180.0,-125652185026.0,-17407601281.0,6858433941.0,236741361278.0,235486619840.0,0.0,0.0
0,L18,2021,1.0,True,0.0,True,0.0,True,0.0,False,-6226744.0,False,83858541539.0,-139686092835.0,-519502357228.0,-603360898767.0,-36831507272.0,-50949620248.0,416650885121.0,514618199436.0,-3113456.0,0.0
0,L18,2022,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,34164035980.0,156163249393.0,-266448913751.0,-300612949731.0,-46140245053.0,9640104408.0,468752408197.0,447117424949.0,0.0,18669767.0
0,L18,2023,1.0,True,0.0,True,0.0,True,0.0,False,-5086000030.0,False,98095807090.0,60531624167.0,-157064239174.0,-255160046264.0,-82505425558.0,-23802798429.0,300101288899.0,334408106730.0,0.0,362100.0
0,L18,2024,1.0,True,0.0,True,0.0,True,0.0,False,1691571.0,False,37472979933.0,76185036987.0,124491572652.0,87018592719.0,-15780585656.0,-22856562128.0,-32535512318.0,12013444087.0,9562309.0,11253880.0
0,L18,2025,1.0,True,0.0,True,0.0,True,0.0,False,17073347899.0,False,-44696314212.0,6125781658.0,34932773068.0,79629087280.0,-170035016879.0,-155569669889.0,141140311456.0,99051998153.0,87714013.0,87714013.0
0,NTL,2009,1.0,True,0.0,True,0.0,,,,,False,100395179146.0,,469448717942.0,369053538796.0,21493788504.0,32147337650.0,-187841630000.0,-98100000000.0,0.0,0.0
0,NTL,2010,1.0,True,0.0,True,0.0,True,0.0,False,-17023324017.0,False,142669617817.0,526701612254.0,581680012727.0,439010394910.0,14257063516.0,72567893327.0,-69235063710.0,-1900000000.0,-400279.0,0.0
0,NTL,2011,1.0,True,0.0,True,0.0,True,0.0,False,612915146.0,False,224353849991.0,-530922534901.0,-406772921176.0,-631126771167.0,46413752183.0,80976665799.0,-170566742265.0,19840485613.0,3376357.0,0.0
0,NTL,2012,1.0,True,0.0,True,0.0,True,0.0,False,-333916022624.0,False,597806143691.0,-121073023956.0,-205016368634.0,-802822512325.0,7398610046.0,101517913492.0,76544893960.0,246315656493.0,-159328.0,-104240.0
0,NTL,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,67305298858.0,-123845286156.0,-69340217182.0,-136645516040.0,4365049126.0,13100229884.0,-58870118100.0,-300000000.0,0.0,0.0
0,NTL,2014,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-11430927342.0,-37007110895.0,10408649843.0,21839577185.0,17507336162.0,5735368820.0,-64923096900.0,-64582056900.0,0.0,0.0
0,NTL,2015,1.0,True,0.0,True,0.0,True,0.0,False,3000000000.0,False,57189804857.0,-32882313363.0,23737040903.0,-33452763954.0,4372195734.0,3570450591.0,-60991550000.0,0.0,0.0,0.0
0,NTL,2016,1.0,True,0.0,True,0.0,True,0.0,False,500201308.0,False,8744871949.0,-4170885482.0,-33602018557.0,-42346890506.0,4428879079.0,13673952336.0,25002253996.0,25002253996.0,0.0,0.0
0,NTL,2017,1.0,True,0.0,True,0.0,True,0.0,False,-3265771.0,False,-349058147442.0,88107317962.0,-125437162664.0,223620984778.0,108406674401.0,-60474678591.0,105137806225.0,-75042253996.0,0.0,0.0
0,NTL,2018,1.0,True,0.0,True,0.0,False,23101888968.0,False,-72593198432.0,False,120294307216.0,45781268186.0,2638374329.0,-117655932887.0,-22767919395.0,1831300421.0,89012702220.0,89012702220.0,0.0,0.0
0,NTL,2019,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,141879623199.0,-41456950432.0,173122906274.0,31243283075.0,-8018686160.0,3197528934.0,-206561170546.0,-75897762441.0,0.0,0.0
0,NTL,2020,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,25377663445.0,145225820144.0,335624943366.0,310247279921.0,4125665748.0,1440470393.0,-194524788970.0,-166461930170.0,0.0,0.0
0,NTL,2021,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,67150780857.0,82832262187.0,327949088154.0,260798307297.0,30388277958.0,-1384113485.0,-275505103925.0,-176581931625.0,0.0,0.0
0,NTL,2022,1.0,True,0.0,True,0.0,True,0.0,False,56600000000.0,False,62935162335.0,-344937307971.0,-137025866966.0,-199961029301.0,-55436566005.0,3108646330.0,-152474875000.0,-91484925000.0,0.0,0.0
0,NTL,2023,1.0,True,0.0,True,0.0,True,0.0,False,-462700000000.0,False,711805687306.0,453151953461.0,704684167492.0,-7121519814.0,-248773664531.0,332022775.0,-2758549500.0,-2758549500.0,0.0,0.0
0,NTL,2024,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,478256656067.0,97712068169.0,1007714830698.0,529458174631.0,-461435682029.0,16820974038.0,-448567080500.0,-448567080500.0,0.0,0.0
0,NTL,2025,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-544473765696.0,-65382924999.0,-662503368024.0,-118029602328.0,704733149025.0,38279483329.0,-107612706000.0,14367194000.0,0.0,0.0
0,NHC,2009,1.0,True,0.0,True,0.0,,,,,False,-1451336394.0,,11805284899.0,13256621293.0,-9236331716.0,-12226953145.0,-2718261000.0,-1178975965.0,0.0,0.0
0,NHC,2010,1.0,True,0.0,True,0.0,True,0.0,False,-254753355.0,False,-25952203316.0,15657304690.0,335018640.0,26287221956.0,23649687450.0,-10072034861.0,-8327401400.0,-812635760.0,0.0,0.0
0,NHC,2011,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,20861464378.0,3121406485.0,-1277921062.0,-22139385440.0,13052919076.0,33864439145.0,-8653591529.0,-8603647220.0,0.0,0.0
0,NHC,2012,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,1235173055.0,-22823832231.0,1443756873.0,208583818.0,-20589226604.0,-19354053549.0,-3678362500.0,-3678362500.0,0.0,0.0
0,NHC,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-2308464907.0,4008948638.0,7047135428.0,9355600335.0,367458810.0,-1815423697.0,-3405645600.0,-3531228000.0,0.0,0.0
0,NHC,2014,1.0,True,0.0,True,0.0,True,0.0,False,-75710250.0,False,-6073429962.0,8046264049.0,13204704298.0,19278134260.0,-1430671699.0,-8827297425.0,-3727768550.0,-2480283036.0,0.0,0.0
0,NHC,2015,1.0,True,0.0,True,0.0,True,0.0,False,-7577150009.0,False,-8861759364.0,8798602395.0,13655909174.0,22517668538.0,3266851951.0,-12464258752.0,-8124158730.0,-8831957400.0,0.0,0.0
0,NHC,2016,1.0,True,0.0,True,0.0,True,0.0,False,-6047404.0,False,8532701696.0,-15059594163.0,-1430924486.0,-9963626182.0,-6850550307.0,7734925643.0,-6778119370.0,-12836941028.0,0.0,0.0
0,NHC,2017,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-1611169631.0,2276452115.0,9529929793.0,11141099424.0,-1170393678.0,-2781563309.0,-6083084000.0,-6083084000.0,0.0,0.0
0,NHC,2018,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,228786288.0,-2002872600.0,8362007639.0,8133221351.0,280516761.0,509303049.0,-10645397000.0,-10645397000.0,0.0,0.0
0,NHC,2019,1.0,True,0.0,True,0.0,True,0.0,False,-11000000.0,False,-3534505385.0,2607674129.0,15980715928.0,19515221313.0,-4248415799.0,-7793921184.0,-9124626000.0,-9124626000.0,0.0,0.0
0,NHC,2020,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,899246214.0,-2486212923.0,3843489602.0,2944243388.0,969998275.0,1869244489.0,-7299700800.0,-7299700800.0,0.0,0.0
0,NHC,2021,1.0,True,0.0,True,0.0,True,0.0,False,-2283960000.0,False,4074519765.0,-730269058.0,3775023129.0,-299496636.0,1577791813.0,3368351578.0,-6083084000.0,-6083084000.0,0.0,0.0
0,NHC,2022,1.0,True,0.0,True,0.0,True,0.0,False,5440000000.0,False,-4091624927.0,-5969053087.0,-2952279753.0,1139345174.0,7628623666.0,8976998739.0,-10645397000.0,-10645397000.0,0.0,0.0
0,NHC,2023,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-1739859276.0,443367926.0,-397979122.0,1341880154.0,-3859096018.0,-5688510424.0,4700443066.0,4789998196.0,0.0,0.0
0,NHC,2024,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-7213741687.0,5275132330.0,12046448645.0,19260190332.0,666514551.0,-6547227136.0,-7437830866.0,-7437830866.0,0.0,0.0
0,NHC,2025,1.0,True,0.0,True,0.0,True,0.0,False,2500000000.0,False,10215210167.0,692319301.0,17225261902.0,7010051735.0,-32604368601.0,-19889158434.0,16071426000.0,16071426000.0,0.0,0.0
0,DHA,2009,1.0,True,0.0,True,0.0,,,,,False,-23823452374.0,,55726588825.0,79550041199.0,-6049545495.0,-8168973483.0,-31229146498.0,-52933170884.0,0.0,0.0
0,DHA,2010,1.0,True,0.0,True,0.0,,,True,0.0,,,-17495961816.0,,23955317285.0,,-42816994501.0,,1365715400.0,0.0,0.0
0,DHA,2011,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-25520301939.0,9810961345.0,52858628238.0,78378930177.0,-17154377044.0,-2528187704.0,-25893289849.0,-66039781128.0,0.0,0.0
0,DHA,2012,1.0,True,0.0,True,0.0,True,0.0,False,1463789.0,False,-59456650678.0,1217857939.0,26529136077.0,85985786755.0,-6939049115.0,-4361768450.0,-18372229023.0,-80404696577.0,0.0,0.0
0,DHA,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-63016430283.0,-4788901845.0,13220072436.0,76236502719.0,5937210332.0,4943961622.0,-23946184613.0,-85969366186.0,0.0,0.0
0,DHA,2014,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-50196332980.0,7385368297.0,24897566838.0,75093899818.0,7538843374.0,3123949844.0,-25051041915.0,-70832481365.0,0.0,0.0
0,DHA,2015,1.0,True,0.0,True,0.0,True,0.0,False,-46500000000.0,False,-35624311528.0,52074836641.0,35285993444.0,70910304972.0,43959839997.0,-63598318331.0,-27170996800.0,-1737150000.0,0.0,0.0
0,DHA,2016,1.0,True,0.0,True,0.0,True,0.0,False,42000000000.0,False,96713692.0,-34505153131.0,13759660086.0,13662946394.0,-18142387217.0,-4367544525.0,-30122426000.0,-1800555000.0,0.0,0.0
0,DHA,2017,1.0,True,0.0,True,0.0,True,0.0,False,-285347.0,False,28645090737.0,35834713921.0,50652629309.0,22007538572.0,22835117112.0,16180254602.0,-37653032500.0,-2353364600.0,0.0,0.0
0,DHA,2018,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,25142171508.0,20893345599.0,41648998399.0,16506826891.0,9519273200.0,7802877382.0,-30274926000.0,-3416358674.0,0.0,0.0
0,DHA,2019,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,49423376261.0,-26469450241.0,58462246823.0,9038870562.0,-23196038064.0,-22086164010.0,-61735659000.0,-13422156793.0,0.0,0.0
0,DHA,2020,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,147582275748.0,-32563111478.0,105691116654.0,-41891159094.0,-86698108532.0,12721926378.0,-51556119600.0,-3393878762.0,0.0,0.0
0,DHA,2021,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,103536985604.0,96850845967.0,138309874269.0,34772888665.0,2724920998.0,65581447688.0,-44183949300.0,-3503490386.0,0.0,0.0
0,DHA,2022,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,14788974155.0,-72673939803.0,-99593876.0,-14888568031.0,1061749373.0,-54630363088.0,-73636095300.0,-3155008684.0,0.0,0.0
0,DHA,2023,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,196747177633.0,55263998817.0,169024779518.0,-27722398115.0,3232844999.0,85829491236.0,-116993625700.0,-2843094304.0,0.0,0.0
0,DHA,2024,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-443758768232.0,-30200799233.0,-101733598631.0,342025169601.0,101186325398.0,-343539310834.0,-29653526000.0,-28686658000.0,0.0,0.0
0,DHA,2025,1.0,True,0.0,True,0.0,True,0.0,False,-3953741633.0,False,-26585587809.0,-39052357504.0,77221764454.0,103807352263.0,-72111998615.0,-104035191100.0,-44162123343.0,-42778260300.0,0.0,0.0
0,DTA,2009,1.0,True,0.0,True,0.0,,,,,,,,,-30556831289.0,,-33706207908.0,,65116701963.0,0.0,0.0
0,DTA,2010,1.0,True,0.0,True,0.0,True,0.0,False,-9500000000.0,False,17853215065.0,11316530584.0,28882345321.0,11029130256.0,-35650614737.0,-27297399672.0,18084800000.0,18084800000.0,0.0,0.0
0,DTA,2011,1.0,True,0.0,True,0.0,True,0.0,False,-422491.0,False,14868789941.0,-10564403117.0,5189977449.0,-9678812492.0,-5851430566.0,-5983063116.0,-9902950000.0,5097050000.0,0.0,0.0
0,DTA,2012,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,8938098000.0,1992793169.0,13680324559.0,4742226559.0,-2715081390.0,11223016610.0,-8972450000.0,-13972450000.0,0.0,0.0
0,DTA,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-5979954545.0,-255959808.0,17897595381.0,23877549926.0,1257794811.0,-2522159734.0,-19411350000.0,-21611350000.0,0.0,0.0
0,DTA,2014,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-2461179921.0,-43564867.0,-39158976228.0,-36697796307.0,20472661361.0,19362964141.0,18642750000.0,17291267299.0,0.0,0.0
0,DTA,2015,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,3004886807.0,765121357.0,-11350127121.0,-14355013928.0,403688478.0,3903688478.0,11711560000.0,11216446807.0,0.0,0.0
0,DTA,2016,1.0,True,0.0,True,0.0,True,0.0,False,-40053.0,False,-3736363636.0,-1428552207.0,-108626266863.0,-104889903227.0,4051174656.0,3664770967.0,103146540000.0,99796540000.0,0.0,0.0
0,DTA,2017,1.0,True,0.0,True,0.0,True,0.0,False,-7500000000.0,False,-4374975938.0,12207224657.0,-21051247452.0,-16676271514.0,4365375969.0,-7509599969.0,28893096140.0,28893096140.0,0.0,0.0
0,DTA,2018,1.0,True,0.0,True,0.0,True,0.0,False,-5185458118.0,True,0.0,971674417.0,-21729227370.0,-21729227370.0,155662507.0,-5029795611.0,22545239280.0,22545239280.0,0.0,0.0
0,DTA,2019,1.0,True,0.0,True,0.0,True,0.0,False,-2559257769.0,False,71607749.0,2288674972.0,-6364971278.0,-6436579027.0,905550670.0,-1676455350.0,7748095580.0,7842451580.0,0.0,0.0
0,DTA,2020,1.0,True,0.0,True,0.0,True,0.0,False,-19958152850.0,False,6901487472.0,29337642279.0,33430716960.0,26529229488.0,-8128543681.0,-21185209059.0,4035469000.0,4035469000.0,0.0,0.0
0,DTA,2021,1.0,True,0.0,True,0.0,True,0.0,False,8981299982.0,False,2700738177.0,-4955801189.0,10186088676.0,7485350499.0,-48132828955.0,-36450790796.0,32990939090.0,32990939090.0,0.0,0.0
0,DTA,2022,1.0,True,0.0,True,0.0,True,0.0,False,22274090510.0,False,-3732200573.0,-33702715861.0,-42781883684.0,-39049683111.0,34942571827.0,56844062149.0,-25863404004.0,-29223004389.0,0.0,0.0
0,DTA,2023,1.0,True,0.0,True,0.0,True,0.0,False,-239105281.0,False,34646440292.0,-1716788971.0,21954570509.0,-12691869783.0,13569194534.0,12977013878.0,-37240554014.0,-2241038347.0,0.0,0.0
0,DTA,2024,1.0,True,0.0,True,0.0,True,0.0,False,2978980621.0,False,24832687349.0,-5284868880.0,-12940394191.0,-37773081540.0,1882082762.0,4504810717.0,5773442549.0,30962382564.0,0.0,0.0
0,DTA,2025,1.0,True,0.0,True,0.0,,,False,-3655790300.0,False,-21823374222.0,2454646193.0,-24579148884.0,-2755774662.0,-437487494.0,489864.0,,1554140691.0,0.0,0.0
0,ANV,2009,1.0,True,0.0,True,0.0,,,,,False,174441107901.0,,345472896000.0,171031788099.0,44898704000.0,96573431489.0,-296660033000.0,-331586453167.0,0.0,4294352130.0
0,ANV,2010,1.0,True,0.0,True,0.0,False,-1446.0,False,-1446.0,False,231453141562.0,-119441388600.0,398830105938.0,167376964376.0,-210653199162.0,-71028350081.0,-306656133164.0,-214065079822.0,-962163658.0,-1724924519.0
0,ANV,2011,1.0,True,0.0,True,0.0,True,0.0,False,-41020968.0,False,-263323654547.0,79198894091.0,-4041304312.0,259282350235.0,-50605923234.0,-48078755886.0,133864661286.0,-132925118081.0,-18539649.0,879396855.0
0,ANV,2012,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-293446203503.0,-73751152730.0,-370412768821.0,-76966565318.0,-124969633231.0,-186043368014.0,421631249322.0,189327718463.0,0.0,-68937861.0
0,ANV,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-540320305673.0,-18000870954.0,-107290237781.0,433030067892.0,-142218148403.0,-120642292057.0,231507515230.0,-330242550933.0,0.0,-146095856.0
0,ANV,2014,1.0,True,0.0,True,0.0,,,True,0.0,,,-49694819274.0,,648753894095.0,,-114181654386.0,,-584493626034.0,0.0,226567051.0
0,ANV,2015,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-1031631133720.0,3794449792.0,51784426313.0,1083415560033.0,-154170888526.0,-22122962312.0,106173020125.0,-1060948037535.0,7891880.0,3449889606.0
0,ANV,2016,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-1267586243235.0,9088737137.0,264168487585.0,1531754730820.0,101370041742.0,167558028259.0,-356915201257.0,-1696023335866.0,465409067.0,5799313924.0
0,ANV,2017,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-978098320501.0,4105630636.0,745734806330.0,1723833126831.0,-375464389505.0,-124714492166.0,-366152822295.0,-1598843286260.0,-11963894.0,3830282231.0
0,ANV,2018,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-370121042789.0,43251346234.0,721030553820.0,1091151596609.0,-684861436938.0,-401512954952.0,7124749318.0,-650922703677.0,-42519966.0,4535408254.0
0,ANV,2019,1.0,True,0.0,True,0.0,True,0.0,False,2000000.0,False,2688407448.0,-44563380835.0,327793926504.0,325105519056.0,-252086461541.0,-91148713304.0,-120136970161.0,-277494796815.0,-133875637.0,-1023389772.0
0,ANV,2020,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-16658419252.0,19209204688.0,-29531664674.0,-12873245422.0,-205377666332.0,-193348895482.0,254256242879.0,225313891345.0,-137707185.0,117454247.0
0,ANV,2021,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-93926371665.0,-1097769568.0,250469449275.0,344395820940.0,-300330455550.0,-407204292027.0,48830623352.0,62397682668.0,-67386645.0,-686981149.0
0,ANV,2022,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-43341727605.0,-11647366823.0,265607743084.0,308949470689.0,57009454961.0,54966744668.0,-333539607035.0,-373763633270.0,-724957833.0,-1799948910.0
0,ANV,2023,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-95865947968.0,8617357484.0,-81705978889.0,14159969079.0,416246326371.0,302122044453.0,-325874327726.0,-306594014988.0,-48662272.0,-1070641060.0
0,ANV,2024,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,-145765044939.0,179419126917.0,728399475726.0,874164520665.0,-110952839053.0,-114591858172.0,-438365813597.0,-582451748226.0,338303841.0,2298212650.0
0,ANV,2025,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,95713255691.0,-173368021055.0,997997131068.0,902283875377.0,-797009360696.0,-726078265311.0,-375253853889.0,-353796190269.0,898062462.0,4222559148.0
0,KSB,2009,1.0,True,0.0,True,0.0,,,,,,,,116328614615.0,,-105653161260.0,,-10700000000.0,,2551907382.0,0.0
0,KSB,2010,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,60748014250.0,39016642249.0,126227009831.0,65478995581.0,-72799615295.0,-12051601045.0,-17120000000.0,-17120000000.0,2709247713.0,2709247713.0
0,KSB,2011,1.0,True,0.0,True,0.0,False,10819070.0,False,10819070.0,False,9601388527.0,-55351735404.0,34319580409.0,24718191882.0,-40341090425.0,-30975628946.0,-54570000000.0,-54570000000.0,5250593682.0,5486520730.0
0,KSB,2012,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,53390409536.0,-14256385013.0,107421179663.0,54030770127.0,-75290831209.0,-16087164685.0,-46190244400.0,-52200000000.0,-196489067.0,9545.0
0,KSB,2013,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,25957144688.0,-6026154111.0,99068733106.0,73111588418.0,-46505190533.0,-20548050624.0,-59400000000.0,-59400000000.0,810303316.0,810308095.0
0,KSB,2014,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,39772693647.0,42995427219.0,138558584911.0,98785891264.0,-42503481421.0,-2730787774.0,-54000000000.0,-54000000000.0,940323729.0,940323729.0
0,KSB,2015,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,43793163718.0,48649555410.0,157409001422.0,113615837704.0,-58357278469.0,-11390375340.0,-54000000000.0,-57173739411.0,3597832457.0,3597832457.0
0,KSB,2016,1.0,True,0.0,True,0.0,True,0.0,True,0.0,False,115317493215.0,-96047884137.0,219854827984.0,104537334769.0,-187202712121.0,-75443178492.0,-128700000000.0,-124927502525.0,0.0,-214537889.0
