score_year,fiscal_year,ticker,fscore,sector,bm,f_roa,f_cfo,f_droa,f_accrual,f_dlever,f_dliquid,f_eq_offer,f_dmargin,f_dturn
2011,2011,AAA,3,Materials,3.1318069943058906,1,1,0,0,1,0,0,0,0
2011,2011,AAM,6,Consumer Staples,1.4088627262212916,1,1,1,0,1,0,1,0,1
2011,2011,ACC,4,Materials,1.067459082961111,1,1,0,0,0,1,1,0,0
2011,2011,ACL,8,Consumer Staples,0.9419242503967382,1,1,1,0,1,1,1,1,1
2011,2011,ADC,6,Communication Services,2.211919421147541,1,1,0,1,0,1,1,0,1
2011,2011,AGD,6,Unknown,0.8458705412191369,1,0,1,0,1,1,1,1,0
2011,2011,AGF,7,Consumer Staples,2.396552210674256,1,0,1,0,1,1,1,1,1
2011,2011,ALP,3,Unknown,1.738815557844687,1,0,0,0,1,0,1,0,0
2011,2011,ALT,5,Materials,3.473604185305064,1,0,0,0,1,1,1,0,1
2011,2011,ANI,4,Real Estate,3.4026122610879628,1,0,0,0,1,0,1,1,0
2011,2011,ANV,5,Consumer Staples,2.9802270759374996,1,0,1,0,1,0,1,0,1
2011,2011,APC,5,Industrials,0.9339809273145188,1,1,1,0,0,0,1,0,1
2011,2011,ARM,4,Industrials,1.021706299461831,1,0,1,0,0,0,1,0,1
2011,2011,ASM,3,Consumer Staples,0.7511211368594686,1,0,0,0,1,1,0,0,0
2011,2011,ASP,5,Utilities,2.8818031855035273,0,1,0,1,1,0,1,0,1
2011,2011,ATA,5,Consumer Staples,2.0577673445220706,1,1,0,0,1,0,1,1,0
2011,2011,AVF,4,Unknown,1.8441027319007093,1,0,0,0,1,1,1,0,0
2011,2011,BBC,7,Unknown,3.365997647130137,1,0,1,0,1,1,1,1,1
2011,2011,BCC,8,Materials,3.489791834341057,1,1,0,1,1,1,1,1,1
2011,2011,BCE,4,Industrials,1.7413159504722222,1,0,1,0,0,1,0,1,0
2011,2011,BCI,4,Real Estate,1.609917468645124,1,0,0,0,1,0,1,1,0
2011,2011,BGM,5,Materials,2.9952596481997675,1,0,0,0,1,1,1,1,0
2011,2011,BHC,4,Materials,1.851257137984496,0,1,0,1,1,0,1,0,0
2011,2011,BKC,4,Materials,2.344916677223837,1,1,0,0,0,0,1,1,0
2011,2011,BLF,6,Consumer Staples,4.695463614294118,1,0,1,0,1,1,1,1,0
2011,2011,BMC,9,Materials,0.8855057218151695,1,1,1,1,1,1,1,1,1
2011,2011,BMJ,3,Materials,0.6652270885037879,1,0,0,0,0,0,1,0,1
2011,2011,BMP,5,Materials,0.8569990183288747,1,1,0,0,0,1,1,0,1
2011,2011,BRC,5,Consumer Discretionary,2.143185736062343,1,1,0,0,1,0,1,0,1
2011,2011,BT6,3,Materials,2.1630664735057454,1,0,0,0,0,0,1,1,0
2011,2011,BTP,7,Utilities,5.1573875230096,1,1,1,1,1,1,0,0,1
2011,2011,BTS,7,Materials,2.799281598252971,0,1,0,1,1,1,1,1,1
2011,2011,BTT,8,Consumer Discretionary,1.7550778906283422,1,1,1,1,1,0,1,1,1
2011,2011,BTW,6,Utilities,1.2317545320229182,1,1,1,0,0,1,1,0,1
2011,2011,C21,3,Real Estate,1.6386587128502592,1,1,0,0,0,0,1,0,0
2011,2011,CAN,5,Consumer Staples,0.9601993505083334,1,0,1,0,1,0,1,0,1
2011,2011,CAP,8,Materials,1.7948196870528623,1,1,1,1,1,1,1,0,1
2011,2011,CLC,6,Consumer Staples,1.4291328793323643,1,1,1,1,0,0,1,1,0
2011,2011,CLG,4,Real Estate,1.0335030599349593,1,0,0,0,0,1,1,0,1
2011,2011,CLW,8,Utilities,1.6921521340265906,1,1,1,1,1,0,1,1,1
2011,2011,CMI,0,Materials,2.28212065963662,0,0,0,0,0,0,0,0,0
2011,2011,CMV,6,Consumer Discretionary,0.6343144557497651,1,0,1,0,0,1,1,1,1
2011,2011,CMX,5,Consumer Staples,2.4084771488803542,1,1,0,1,0,0,1,1,0
2011,2011,CNG,5,Utilities,0.8484591800061291,1,1,0,1,0,0,1,0,1
2011,2011,CNT,5,Real Estate,2.8012805654585917,1,1,0,1,1,0,1,0,0
2011,2011,COM,7,Energy,0.9709979615109976,1,1,0,1,1,1,1,0,1
2011,2011,CSC,6,Real Estate,3.366803194522475,1,1,0,0,1,1,1,1,0
2011,2011,CSG,3,Industrials,2.704622405710291,1,0,0,0,0,1,1,0,0
2011,2011,CSM,3,Consumer Discretionary,1.646731566619812,1,0,0,0,0,0,1,0,1
2011,2011,CTA,3,Industrials,2.981557138737027,1,0,0,0,0,0,1,1,0
2011,2011,CTI,2,Industrials,0.563809359990991,1,0,0,0,0,1,0,0,0
2011,2011,CTM,5,Materials,3.3675540594647293,1,0,0,0,1,1,1,1,0
2011,2011,CTN,5,Industrials,4.2856898782253845,1,0,0,0,1,1,1,1,0
2011,2011,CYC,6,Materials,3.7364644575780113,1,0,1,0,1,0,1,1,1
2011,2011,D11,6,Consumer Discretionary,2.103821956008926,1,1,1,1,0,0,1,0,1
2011,2011,D2D,4,Real Estate,1.864907032015258,1,1,0,0,0,0,1,0,1
2011,2011,DBC,4,Consumer Staples,2.258407496608891,1,0,0,0,1,1,0,0,1
2011,2011,DCT,5,Materials,3.4838098623973632,1,1,0,0,1,0,1,1,0
2011,2011,DHG,3,Health Care,0.3785772720484052,1,1,0,0,0,0,0,0,1
2011,2011,DMC,6,Health Care,1.5459282983259035,1,1,0,1,1,0,0,1,1
2011,2011,DNY,3,Materials,0.9655497337292818,1,0,0,0,0,1,1,0,0
2011,2011,DPM,8,Materials,0.9153473171716132,1,1,1,0,1,1,1,1,1
2011,2011,DQC,6,Industrials,3.2098010089141544,1,1,0,1,1,1,1,0,0
2011,2011,DRH,3,Industrials,3.700372014979625,0,0,0,0,1,0,1,0,1
2011,2011,DTL,4,Materials,1.0570615877900913,1,1,0,1,0,0,1,0,0
2011,2011,DXG,3,Real Estate,1.7919194872008928,1,0,0,0,1,0,0,1,0
2011,2011,DXP,5,Materials,1.003459993646115,1,1,0,1,0,1,1,0,0
2011,2011,DZM,6,Industrials,3.4053779162499818,1,1,1,1,0,1,0,0,1
2011,2011,ELC,7,Information Technology,0.6410151390552035,1,1,0,1,1,1,1,1,0
2011,2011,EVE,1,Consumer Discretionary,1.6669796161865271,1,0,0,0,0,0,0,0,0
2011,2011,FBA,6,Unknown,6.6653959085874535,1,0,1,0,1,1,1,0,1
2011,2011,FDC,6,Real Estate,0.766280669533585,1,1,0,1,1,1,0,1,0
2011,2011,FDG,3,Unknown,1.167122668589302,1,0,0,0,1,0,0,0,1
2011,2011,FLC,4,Unknown,0.6478646652121745,1,1,0,1,0,0,1,0,0
2011,2011,FMC,4,Consumer Staples,2.4019709193622174,1,0,1,0,0,0,1,0,1
2011,2011,FPT,6,Information Technology,0.5139591663158236,1,1,1,1,1,0,0,0,1
2011,2011,GDT,6,Consumer Discretionary,0.882006124873026,1,1,1,0,0,1,1,0,1
2011,2011,GFC,2,Unknown,0.926865741509434,0,0,0,0,1,0,0,1,0
2011,2011,GGG,2,Consumer Discretionary,1.3218273270366507,0,1,0,1,0,0,0,0,0
2011,2011,GIL,7,Consumer Discretionary,0.924154737253668,1,1,1,1,0,0,1,1,1
2011,2011,GLT,4,Communication Services,1.2452201372508824,1,1,1,0,0,0,1,0,0
2011,2011,GMC,5,Consumer Discretionary,1.2520476001678735,1,1,0,0,0,1,1,1,0
2011,2011,GMD,3,Industrials,2.3830701109318437,1,0,0,0,1,0,1,0,0
2011,2011,GMX,5,Materials,1.116782417426736,1,1,0,1,1,1,0,0,0
2011,2011,GTT,4,Consumer Discretionary,1.9811340112308788,1,0,0,0,1,1,1,0,0
2011,2011,HAG,1,Consumer Staples,1.031454387543105,1,0,0,0,0,0,0,0,0
2011,2011,HAP,2,Materials,6.61026882228397,1,0,0,0,0,0,0,0,1
2011,2011,HAS,4,Industrials,4.270765960722611,1,0,0,0,1,1,1,0,0
2011,2011,HAX,2,Consumer Discretionary,1.9687090133637768,0,0,0,0,1,0,1,0,0
2011,2011,HBC,3,Industrials,1.6336786582352458,1,0,0,0,1,0,0,0,1
2011,2011,HDG,2,Utilities,1.6473964189956871,1,0,0,0,0,1,0,0,0
2011,2011,HDO,3,Industrials,1.751782468738999,1,0,0,0,0,1,0,1,0
2011,2011,HGM,5,Materials,0.3747674958371647,1,1,1,0,0,0,0,1,1
2011,2011,HHC,2,Consumer Staples,1.4914278267092012,1,0,0,0,0,0,0,0,1
2011,2011,HIG,1,Information Technology,2.6773497417515313,0,0,0,0,0,0,1,0,0
2011,2011,HLC,5,Energy,1.6066244539831502,1,1,0,1,1,0,1,0,0
2011,2011,HLG,6,Unknown,1.2342374407777237,1,0,1,0,1,0,1,1,1
2011,2011,HMC,6,Materials,1.8661559385497837,1,0,1,0,1,1,1,0,1
2011,2011,HMH,5,Industrials,1.8587070968624049,1,1,0,0,1,0,1,1,0
2011,2011,HNM,6,Consumer Staples,2.299809582452174,1,0,1,0,1,1,1,1,0
2011,2011,HOM,8,Materials,3.561545974550746,1,1,1,1,0,1,1,1,1
2011,2011,HPB,4,Materials,2.187222115253201,1,0,1,0,0,0,1,0,1
2011,2011,HPG,4,Materials,1.3508307996544722,1,1,0,0,1,1,0,0,0
2011,2011,HQC,5,Real Estate,3.787039167021277,1,1,0,1,1,0,1,0,0
2011,2011,HSI,4,Materials,1.661118600261143,1,0,1,0,0,0,1,0,1
2011,2011,HT1,5,Materials,3.0829555287976467,0,1,0,1,1,0,1,1,0
2011,2011,HTV,3,Industrials,3.800444099828431,1,0,1,0,0,0,1,0,0
2011,2011,HUT,6,Consumer Discretionary,2.3234341526803597,1,1,0,1,1,1,1,0,0
2011,2011,HVG,8,Unknown,1.6065147477246349,1,1,1,0,1,1,1,1,1
2011,2011,HVX,8,Materials,4.05664962002079,1,1,1,1,0,1,1,1,1
2011,2011,ICF,4,Consumer Staples,2.7790971034883265,1,0,0,0,1,0,1,0,1
2011,2011,IDJ,1,Real Estate,3.1700154193548387,0,0,0,0,0,0,1,0,0
2011,2011,IFS,2,Consumer Staples,0.6116192437567569,0,0,0,1,0,0,1,0,0
2011,2011,IJC,3,Real Estate,1.3643888880370432,1,0,0,0,1,1,0,0,0
2011,2011,IMP,3,Health Care,1.2041715107485778,1,0,0,0,0,1,0,1,0
2011,2011,ITA,7,Real Estate,2.635442433707903,1,1,1,1,1,0,1,1,0
2011,2011,ITC,3,Real Estate,3.5867746040852992,0,0,0,1,1,0,1,0,0
2011,2011,ITD,3,Information Technology,2.3579848219657458,1,1,0,1,0,0,0,0,0
2011,2011,JVC,6,Health Care,0.9468193093050796,1,1,1,0,0,0,1,1,1
2011,2011,KAC,2,Real Estate,0.9048531618571428,1,0,0,0,0,0,1,0,0
2011,2011,KBC,3,Real Estate,1.508118306664158,1,0,0,0,1,0,1,0,0
2011,2011,KDC,6,Consumer Staples,1.2431046497151654,1,1,0,1,0,0,1,1,1
2011,2011,KDH,2,Real Estate,1.4213158922185372,1,0,0,0,1,0,0,0,0
2011,2011,KHP,6,Utilities,1.805982199992993,1,1,0,1,1,0,1,0,1
2011,2011,KSA,5,Materials,3.3195846440508987,1,1,0,1,1,0,1,0,0
2011,2011,KSB,4,Materials,1.068690461284228,1,1,0,0,0,1,1,0,0
2011,2011,KSS,4,Materials,2.2785718919350595,1,1,0,0,1,0,1,0,0
2011,2011,KTB,5,Materials,0.6108963240181773,1,1,0,1,0,0,1,1,0
2011,2011,KTT,2,Materials,4.778914358426501,0,0,0,0,1,0,1,0,0
2011,2011,L18,2,Industrials,2.887287604597701,1,0,0,0,0,0,1,0,0
2011,2011,L43,3,Industrials,1.8959413531477,1,0,0,0,0,0,1,1,0
2011,2011,LBM,9,Materials,2.168662369892046,1,1,1,1,1,1,1,1,1
2011,2011,LCM,6,Materials,0.3564564642773083,1,1,1,0,0,0,1,1,1
2011,2011,LDP,4,Health Care,1.306983445330836,1,1,0,0,0,1,1,0,0
2011,2011,LIG,5,Industrials,1.903704029875541,1,1,0,0,1,0,1,1,0
2011,2011,LIX,5,Consumer Staples,0.9207349422925926,1,1,0,1,0,0,1,0,1
2011,2011,LSS,3,Consumer Staples,1.3652788891812808,1,1,0,0,0,0,1,0,0
2011,2011,MAC,7,Industrials,3.362511971200848,1,1,1,1,0,1,1,0,1
2011,2011,MCG,6,Industrials,1.9682402982082443,1,1,0,1,1,0,1,0,1
2011,2011,MCO,5,Industrials,2.3659263144772127,1,0,0,0,1,1,1,1,0
2011,2011,MCP,6,Materials,1.2109602730303013,1,1,1,0,1,0,0,1,1
2011,2011,MDC,4,Energy,1.4903813796665668,1,1,0,1,0,0,1,0,0
2011,2011,MDG,4,Materials,3.087733053242431,1,1,0,1,0,0,0,1,0
2011,2011,MHC,8,Industrials,3.115051499537508,1,1,1,1,1,0,1,1,1
2011,2011,MKP,4,Health Care,0.8358906587568755,1,1,0,0,0,0,1,0,1
2011,2011,MKV,5,Health Care,1.5974054436467475,1,1,0,1,0,0,1,0,1
2011,2011,MNC,8,Industrials,3.623533777829547,1,1,0,1,1,1,1,1,1
2011,2011,MPC,3,Consumer Staples,1.5057645822495107,1,0,0,0,1,0,0,1,0
2011,2011,MSN,5,Consumer Staples,0.3404444205802456,1,1,0,0,1,1,0,1,0
2011,2011,MTG,7,Utilities,4.229406447971077,1,1,1,1,1,0,1,1,0
2011,2011,NAG,0,Consumer Discretionary,3.0614021043008233,0,0,0,0,0,0,0,0,0
2011,2011,NAV,6,Consumer Discretionary,1.6612100015866478,1,1,1,0,0,0,1,1,1
2011,2011,NBB,3,Real Estate,1.146540754259178,1,0,0,0,1,0,0,1,0
2011,2011,NBC,5,Energy,1.5549509559577115,1,1,0,1,0,1,1,0,0
2011,2011,NBP,3,Utilities,1.0635039863148212,1,1,0,0,0,0,1,0,0
2011,2011,NET,3,Consumer Staples,0.7789946589578713,1,1,0,0,0,0,1,0,0
2011,2011,NGC,6,Consumer Staples,2.053930972512438,1,1,0,1,1,0,1,0,1
2011,2011,NHA,4,Real Estate,3.5500827983919754,1,1,0,1,0,0,1,0,0
2011,2011,NKG,4,Materials,0.9363961875985646,1,1,0,1,0,0,1,0,0
2011,2011,NLC,8,Utilities,1.6223175322,1,1,1,1,1,1,1,0,1
2011,2011,NST,6,Consumer Staples,1.9321424181578264,1,1,0,1,0,1,1,1,0
2011,2011,NTL,2,Real Estate,1.048892784432495,1,0,0,0,0,0,1,0,0
2011,2011,NTP,3,Materials,0.7149147904793136,1,1,0,0,1,0,0,0,0
2011,2011,NVN,5,Unknown,2.0142576819495535,1,1,0,1,1,0,1,0,0
2011,2011,NVT,1,Consumer Discretionary,5.771497479678121,0,0,0,1,0,0,0,0,0
2011,2011,OCH,2,Consumer Staples,1.0927374510838384,1,0,0,0,0,0,1,0,0
2011,2011,OGC,3,Consumer Staples,1.4071763902925,1,0,0,0,0,1,1,0,0
2011,2011,ONE,6,Communication Services,2.5684916078296007,1,1,0,1,1,1,0,1,0
2011,2011,PAC,4,Industrials,1.3581592412620662,1,1,0,0,1,0,1,0,0
2011,2011,PAN,4,Consumer Staples,1.8367325612821532,1,0,0,0,1,0,1,1,0
2011,2011,PCT,6,Industrials,5.05033248773913,1,1,0,1,1,0,1,0,1
2011,2011,PDC,8,Consumer Discretionary,2.7712850550114942,1,1,1,1,0,1,1,1,1
2011,2011,PDN,5,Industrials,0.9545962662971962,1,1,0,0,1,0,1,0,1
2011,2011,PET,7,Consumer Discretionary,1.4629047476746888,1,1,1,1,0,1,1,1,0
2011,2011,PGC,6,Utilities,3.3805751220913227,1,1,0,1,0,1,1,1,0
2011,2011,PGD,5,Utilities,0.6823793772393162,1,1,1,1,0,0,0,0,1
2011,2011,PGS,6,Utilities,1.042885977675439,1,1,0,1,1,1,0,1,0
2011,2011,PIT,6,Consumer Staples,2.4306078546825858,1,1,0,1,1,0,1,0,1
2011,2011,PJT,9,Energy,2.192628999559083,1,1,1,1,1,1,1,1,1
2011,2011,PLC,3,Materials,1.343800576495496,1,0,0,0,1,0,1,0,0
2011,2011,PMC,5,Health Care,1.0804361359142554,1,1,1,0,0,0,1,1,0
2011,2011,PMT,5,Communication Services,4.514930658860876,0,1,0,1,1,0,1,0,1
2011,2011,PNJ,6,Consumer Discretionary,0.4686902578050937,1,1,0,0,0,1,1,1,1
2011,2011,POM,4,Materials,1.6656144314522072,1,1,0,1,0,0,1,0,0
2011,2011,POV,7,Energy,4.170436388733333,1,0,1,0,1,1,1,1,1
2011,2011,PPC,4,Utilities,1.3254641403530207,1,1,0,1,0,0,1,0,0
2011,2011,PPI,3,Real Estate,4.230459490692155,1,0,0,0,1,0,0,1,0
2011,2011,PPS,3,Industrials,1.1220145555451713,1,1,0,0,0,0,1,0,0
2011,2011,PSB,4,Energy,3.57984504935625,1,0,0,0,0,1,1,0,1
2011,2011,PSG,1,Industrials,1.9612342663443223,0,0,0,0,0,0,1,0,0
2011,2011,PSP,4,Industrials,3.326928707088319,0,0,0,1,1,0,0,1,1
2011,2011,PTC,6,Industrials,6.7388897445706375,1,0,1,0,1,1,1,0,1
2011,2011,PTD,6,Industrials,1.4973180966,1,0,1,0,1,1,1,0,1
2011,2011,PTL,4,Real Estate,2.563069889555544,1,0,0,0,1,0,1,1,0
2011,2011,PTS,3,Industrials,2.4535692654990138,1,0,0,0,1,1,0,0,0
2011,2011,PVD,7,Energy,0.8914181068353748,1,1,1,1,1,0,1,0,1
2011,2011,PVE,5,Industrials,1.2696461543986255,1,0,1,0,0,1,0,1,1
2011,2011,PVG,7,Utilities,1.5889962136564593,1,1,1,0,1,0,1,1,1
2011,2011,PVS,8,Energy,1.3508206254733512,1,1,1,1,1,1,0,1,1
2011,2011,PVT,6,Energy,3.1543119045391506,1,1,0,1,1,1,1,0,0
2011,2011,PVV,4,Industrials,3.0953184879238096,1,0,0,0,1,1,0,1,0
2011,2011,PVX,1,Industrials,1.6211444375511763,0,0,0,0,0,0,1,0,0
2011,2011,PXA,5,Real Estate,4.203817536666667,1,1,0,1,1,0,0,1,0
2011,2011,PXI,2,Industrials,2.5411138676541363,1,0,0,0,0,0,1,0,0
2011,2011,PXL,5,Real Estate,2.8518696297002197,1,0,0,0,0,1,1,1,1
2011,2011,QCG,2,Real Estate,1.368542036444575,0,0,0,0,0,1,1,0,0
2011,2011,RAL,8,Industrials,1.87591611864233,1,1,1,0,1,1,1,1,1
2011,2011,RCL,3,Real Estate,2.42924972391702,1,0,0,0,0,1,1,0,0
2011,2011,RDP,5,Unknown,1.8307689606976745,1,0,0,0,1,0,1,1,1
2011,2011,REE,5,Utilities,1.4278130458584732,1,1,0,0,0,1,1,1,0
2011,2011,RIC,6,Consumer Discretionary,2.8626341312974444,1,1,0,1,1,0,1,0,1
2011,2011,SAM,1,Industrials,3.971107514930141,0,0,0,1,0,0,0,0,0
2011,2011,SAV,4,Consumer Discretionary,1.4835433488709913,1,0,1,0,0,0,1,0,1
2011,2011,SBC,3,Industrials,1.4378288204044118,0,0,0,0,1,0,1,0,1
2011,2011,SBT,6,Consumer Staples,1.124973044004704,1,1,1,0,1,0,1,0,1
2011,2011,SC5,2,Industrials,2.8214095703621243,1,0,0,0,1,0,0,0,0
2011,2011,SCC,3,Materials,6.359307072472982,0,0,0,1,0,0,1,0,1
2011,2011,SCD,5,Consumer Staples,1.6609775255456314,1,1,0,1,0,0,1,0,1
2011,2011,SCJ,4,Materials,3.974200852512378,1,1,0,0,1,0,1,0,0
2011,2011,SCR,3,Real Estate,3.676875923240678,1,0,0,0,1,0,0,1,0
2011,2011,SDA,3,Industrials,2.7593599685104384,1,0,0,0,0,0,1,1,0
2011,2011,SDB,2,Industrials,3.732251135672727,0,0,0,0,1,1,0,0,0
2011,2011,SDS,5,Industrials,2.3547421146499072,1,0,0,0,0,1,1,1,1
2011,2011,SDV,5,Industrials,1.474646858877551,1,1,0,1,0,0,1,0,1
2011,2011,SEL,5,Industrials,3.340004525804878,1,1,0,0,1,0,1,1,0
2011,2011,SFC,6,Energy,0.6369870577658706,1,1,0,0,1,1,1,0,1
2011,2011,SFI,5,Industrials,2.0964635423269766,1,1,0,0,0,1,1,1,0
2011,2011,SGS,4,Industrials,1.5604930478621646,0,1,0,1,0,0,1,0,1
2011,2011,SGT,5,Communication Services,1.157816023221938,0,1,0,1,1,0,1,1,0
2011,2011,SHC,8,Industrials,0.7269958948455036,1,1,1,1,1,0,1,1,1
2011,2011,SHI,3,Industrials,3.089033757934635,1,0,0,0,1,0,1,0,0
2011,2011,SHP,6,Utilities,2.826494687172892,1,1,1,1,0,0,0,1,1
2011,2011,SJE,7,Industrials,3.866801494491898,1,1,0,1,1,0,1,1,1
2011,2011,SJS,2,Real Estate,0.8153523711569306,0,0,0,1,0,1,0,0,0
2011,2011,SMC,6,Materials,2.544993177688156,1,1,0,1,1,1,1,0,0
2011,2011,SPM,2,Health Care,0.902727736498108,1,0,0,0,0,0,1,0,0
2011,2011,SRC,4,Consumer Discretionary,2.158272977443837,1,0,0,0,1,0,1,0,1
2011,2011,SRF,4,Industrials,2.2077301484959833,1,0,1,0,1,0,0,0,1
2011,2011,ST8,5,Consumer Discretionary,1.7479716101758465,1,1,0,1,0,1,1,0,0
2011,2011,STP,2,Materials,2.783292582024136,1,0,0,0,0,0,1,0,0
2011,2011,STT,5,Consumer Discretionary,3.4402964013970587,1,1,0,1,1,0,1,0,0
2011,2011,SVC,6,Consumer Discretionary,1.6953248111233823,1,1,0,1,0,0,1,1,1
2011,2011,SVT,2,Materials,1.6222309850869436,1,0,0,0,0,0,1,0,0
2011,2011,SZL,5,Real Estate,2.2101876910888993,1,1,0,1,0,1,1,0,0
2011,2011,TAC,3,Consumer Staples,0.8671326741556646,1,0,0,0,1,0,1,0,0
2011,2011,TBC,9,Utilities,1.2732259765559055,1,1,1,1,1,1,1,1,1
2011,2011,TC6,7,Energy,2.525098152883214,1,1,1,1,0,1,1,0,1
2011,2011,TCL,2,Industrials,1.18988472187521,1,1,0,0,0,0,0,0,0
2011,2011,TCM,4,Consumer Discretionary,1.9283928213835275,1,0,0,0,0,1,1,0,1
2011,2011,TCR,6,Materials,3.2532296545759163,1,1,1,1,0,0,1,0,1
2011,2011,TCT,6,Industrials,0.9302617070549094,1,1,1,0,0,0,1,1,1
2011,2011,TDC,6,Real Estate,1.5251849728256095,1,0,1,0,1,1,0,1,1
2011,2011,TDN,7,Energy,2.2673904835069445,1,1,1,1,0,1,1,0,1
2011,2011,TGP,3,Industrials,5.651099242905864,1,0,0,0,0,1,1,0,0
2011,2011,THB,7,Consumer Staples,1.7057374954376774,1,1,0,1,1,1,1,1,0
2011,2011,THG,4,Materials,2.0714802791151685,1,1,0,0,1,0,1,0,0
2011,2011,THT,6,Energy,2.778127511668107,1,1,1,0,0,1,1,0,1
2011,2011,THV,4,Unknown,2.61871244317164,0,1,0,1,1,0,1,0,0
2011,2011,TIE,5,Consumer Discretionary,3.553468193024856,1,0,0,0,0,1,1,1,1
2011,2011,TIG,4,Real Estate,3.114845016852395,0,1,0,1,0,0,1,1,0
2011,2011,TKC,4,Real Estate,3.3688068905062107,1,0,0,0,1,1,1,0,0
2011,2011,TLG,5,Industrials,1.8544996784353296,1,0,0,0,1,1,0,1,1
2011,2011,TLH,7,Materials,2.9698927656369665,1,1,0,1,1,1,1,1,0
2011,2011,TLT,8,Materials,0.5302104388497093,1,1,0,1,1,1,1,1,1
2011,2011,TMP,9,Utilities,1.4664780955009042,1,1,1,1,1,1,1,1,1
2011,2011,TNA,4,Consumer Discretionary,1.4534844843006949,1,1,0,1,0,0,1,0,0
2011,2011,TNB,4,Materials,2.3756037470164952,1,0,0,0,0,1,1,0,1
2011,2011,TNC,6,Materials,1.3354598425887445,1,1,1,0,0,1,1,1,0
2011,2011,TNG,2,Consumer Discretionary,2.415258091978316,1,0,0,0,0,0,0,0,1
2011,2011,TPC,3,Materials,2.3931040866695157,1,0,0,0,0,0,1,0,1
2011,2011,TPP,8,Materials,2.517125881556604,1,1,1,1,0,1,1,1,1
2011,2011,TS4,4,Consumer Staples,2.5675412512182416,1,0,0,0,1,0,1,0,1
2011,2011,TST,5,Industrials,4.147365972183642,0,1,0,1,0,1,1,1,0
2011,2011,TTC,9,Materials,3.4603940901316412,1,1,1,1,1,1,1,1,1
2011,2011,TTF,4,Consumer Discretionary,3.782447603749365,1,0,0,0,1,0,1,0,1
2011,2011,TTG,7,Consumer Discretionary,3.6811965448392554,1,1,1,1,0,0,1,1,1
2011,2011,TV1,3,Industrials,2.3857540106608988,1,0,0,0,0,0,1,1,0
2011,2011,TV2,6,Industrials,2.0992099177479338,1,1,1,1,0,0,1,1,0
2011,2011,TV3,6,Industrials,1.7519722426836315,1,1,0,1,0,1,1,0,1
2011,2011,TV4,6,Industrials,2.9742883779448688,1,1,0,1,0,1,1,1,0
2011,2011,TVD,6,Energy,1.5767524411302007,1,1,1,0,0,1,1,1,0
2011,2011,TXM,8,Materials,5.413523955204082,1,1,1,1,1,0,1,1,1
2011,2011,TYA,5,Industrials,3.231385124496634,1,0,1,0,0,1,1,1,0
2011,2011,UDC,2,Industrials,2.8440575702745163,1,0,0,0,0,0,1,0,0
2011,2011,UDJ,6,Real Estate,1.9655981547972028,1,1,1,0,0,0,1,1,1
2011,2011,UNI,2,Real Estate,2.6884217699062813,0,0,0,0,1,0,1,0,0
2011,2011,V11,4,Industrials,5.8605604787753744,0,0,0,1,1,1,0,0,1
2011,2011,V12,4,Industrials,2.9544659631030137,1,0,0,0,1,1,1,0,0
2011,2011,V15,4,Industrials,4.04454086878125,1,0,0,0,1,0,1,0,1
2011,2011,V21,3,Consumer Discretionary,1.0808338522703818,1,0,0,0,1,0,1,0,0
2011,2011,VBH,4,Information Technology,0.6805212610049262,1,0,0,0,0,1,1,1,0
2011,2011,VC1,4,Industrials,2.897104221777562,1,0,0,0,1,1,1,0,0
2011,2011,VC2,3,Industrials,1.9632678779166663,1,0,0,0,1,0,0,1,0
2011,2011,VC5,4,Industrials,3.696076722867924,1,0,0,0,0,0,1,1,1
2011,2011,VC6,4,Industrials,1.8806193145394736,1,0,0,0,1,1,0,0,1
2011,2011,VC7,6,Consumer Discretionary,2.8679189727598566,1,1,0,1,1,1,1,0,0
2011,2011,VC9,5,Industrials,2.6839845059691605,1,1,0,1,1,0,0,1,0
2011,2011,VCF,4,Consumer Staples,0.2998230953616911,1,0,0,0,0,1,1,1,0
2011,2011,VCG,4,Industrials,1.1808671275602995,1,0,0,0,1,0,1,1,0
2011,2011,VCH,4,Industrials,0.818006526875,0,1,0,1,1,0,1,0,0
2011,2011,VCM,3,Consumer Discretionary,1.5388953066433566,1,0,0,0,0,1,1,0,0
2011,2011,VCR,3,Real Estate,1.989542675224435,1,0,0,0,0,1,0,1,0
2011,2011,VCS,2,Materials,1.8372432501703049,1,0,0,0,0,0,0,1,0
2011,2011,VCT,6,Industrials,3.1797763156060608,1,1,0,1,1,0,1,1,0
2011,2011,VFR,4,Industrials,3.0218178819234973,1,0,1,0,0,1,1,0,0
2011,2011,VGS,6,Materials,3.331130733108022,1,1,0,1,1,0,1,0,1
2011,2011,VHC,7,Consumer Staples,0.9524840837525864,1,1,1,0,1,1,1,0,1
2011,2011,VIC,4,Real Estate,0.1670435696057781,1,1,0,1,1,0,0,0,0
2011,2011,VIP,6,Energy,3.4313828909761326,1,1,0,1,1,0,1,1,0
2011,2011,VIS,7,Materials,1.5177239752289855,1,1,0,1,1,1,1,0,1
2011,2011,VIT,5,Materials,2.437824782570806,1,1,0,1,1,0,1,0,0
2011,2011,VKC,4,Consumer Discretionary,4.175517239846154,1,0,0,0,1,0,1,0,1
2011,2011,VLF,4,Consumer Staples,1.272663984375,1,1,0,0,0,0,1,0,1
