score_year,fiscal_year,ticker,fscore,f_roa,f_cfo,f_droa,f_accrual,f_dlever,f_dliquid,f_eq_offer,f_dmargin,f_dturn,sector
2019,2019,9843.T,5,1,1,0,1,1,1,0,0,0,Retail
2019,2019,9983.T,5,1,1,0,1,1,1,0,0,0,Retail
2019,2019,9984.T,6,1,1,1,0,1,0,1,1,0,Communications
2019,2019,2413.T,5,1,1,1,0,0,1,0,0,1,Services
2019,2019,4689.T,5,1,1,0,1,0,0,1,0,1,Services
2019,2019,7309.T,7,1,1,0,1,1,1,1,0,1,
2020,2020,1925.T,3,1,1,0,0,0,1,0,0,0,Construction
2020,2020,1928.T,7,1,1,1,1,0,1,1,0,1,Construction
2020,2020,2413.T,4,1,1,0,1,0,1,0,0,0,Services
2020,2020,2502.T,3,1,1,0,1,0,0,0,0,0,Foods
2020,2020,2503.T,6,1,1,1,1,0,1,1,0,0,Foods
2020,2020,2802.T,5,1,1,0,1,0,0,0,1,1,Foods
2020,2020,2914.T,5,1,1,0,1,0,1,0,1,0,Foods
2020,2020,3382.T,7,1,1,1,1,1,0,1,1,0,Retail
2020,2020,3402.T,5,1,1,0,1,1,0,0,1,0,Textiles & apparel
2020,2020,3407.T,4,1,1,0,1,0,0,1,0,0,Chemicals
2020,2020,4063.T,6,1,1,0,1,0,1,1,1,0,Chemicals
2020,2020,4188.T,4,1,1,0,1,0,1,0,0,0,Chemicals
2020,2020,4452.T,5,1,1,0,1,1,1,0,0,0,Chemicals
2020,2020,4502.T,4,1,1,0,1,1,0,0,0,0,Pharmaceuticals
2020,2020,4503.T,5,1,1,0,1,0,0,1,1,0,Pharmaceuticals
2020,2020,4507.T,6,1,1,0,1,1,1,1,0,0,Pharmaceuticals
2020,2020,4519.T,5,1,1,1,0,1,0,0,1,0,Pharmaceuticals
2020,2020,4523.T,6,1,1,1,0,0,1,0,1,1,Pharmaceuticals
2020,2020,4528.T,7,1,1,1,1,0,1,1,1,0,
2020,2020,4543.T,7,1,1,1,1,1,0,0,1,1,Precision instruments
2020,2020,4568.T,7,1,1,1,1,1,1,0,1,0,Pharmaceuticals
2020,2020,4578.T,7,1,1,1,1,1,1,0,1,0,Pharmaceuticals
2020,2020,4661.T,6,1,1,0,1,1,1,1,0,0,Services
2020,2020,4689.T,8,1,1,1,1,0,1,1,1,1,Services
2020,2020,4901.T,5,1,1,0,1,0,0,1,1,0,Chemicals
2020,2020,4911.T,3,0,1,0,1,0,1,0,0,0,Chemicals
2020,2020,5020.T,3,0,1,0,1,0,0,1,0,0,Petroleum
2020,2020,5108.T,3,0,1,0,1,0,0,0,1,0,Rubber
2020,2020,5401.T,3,0,1,0,1,0,1,0,0,0,Steel
2020,2020,5713.T,5,1,1,0,1,0,1,1,0,0,Nonferrous metals
2020,2020,5802.T,4,1,1,0,1,0,1,0,0,0,Nonferrous metals
2020,2020,6098.T,5,1,1,0,1,0,0,1,1,0,Services
2020,2020,6273.T,5,1,1,0,1,0,1,1,0,0,Machinery
2020,2020,6301.T,4,1,1,0,1,1,0,0,0,0,Machinery
2020,2020,6326.T,5,1,1,0,1,1,0,1,0,0,Machinery
2020,2020,6367.T,4,1,1,0,1,0,1,0,0,0,Machinery
2020,2020,6501.T,5,1,1,0,1,0,1,0,1,0,Electric machinery
2020,2020,6503.T,4,1,1,0,1,0,1,0,0,0,Electric machinery
2020,2020,6594.T,4,1,1,0,1,0,0,1,0,0,Electric machinery
2020,2020,6702.T,6,1,1,1,1,0,0,1,1,0,Electric machinery
2020,2020,6752.T,5,1,1,0,1,0,1,0,1,0,Electric machinery
2020,2020,6758.T,6,1,1,0,1,0,1,1,1,0,Electric machinery
2020,2020,6861.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2020,2020,6869.T,3,1,1,0,1,0,0,0,0,0,
2020,2020,6902.T,5,1,1,0,1,1,0,1,0,0,Electric machinery
2020,2020,6954.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2020,2020,6971.T,5,1,1,1,1,0,0,0,0,1,Electric machinery
2020,2020,6981.T,4,1,1,0,1,0,1,0,0,0,Electric machinery
2020,2020,7011.T,4,1,1,0,1,1,0,0,0,0,Machinery
2020,2020,7201.T,4,0,1,0,1,1,0,1,0,0,Automotive
2020,2020,7203.T,7,1,1,1,1,0,1,1,1,0,Automotive
2020,2020,7267.T,5,1,1,0,1,0,1,1,0,0,Automotive
2020,2020,7269.T,5,1,1,0,1,1,1,0,0,0,Automotive
2020,2020,7270.T,4,1,1,0,1,0,1,0,0,0,Automotive
2020,2020,7309.T,6,1,1,1,1,0,0,1,1,0,
2020,2020,7733.T,5,1,1,1,1,0,0,1,0,0,Precision instruments
2020,2020,7741.T,4,1,1,0,1,0,0,1,0,0,Precision instruments
2020,2020,7751.T,5,1,1,0,1,1,0,1,0,0,Electric machinery
2020,2020,7832.T,5,1,1,0,0,0,1,1,1,0,Other manufacturing
2020,2020,7974.T,7,1,1,1,1,0,0,1,1,1,Services
2020,2020,8001.T,5,1,1,0,1,0,0,1,1,0,Trading companies
2020,2020,8002.T,3,0,1,0,1,0,0,0,1,0,Trading companies
2020,2020,8031.T,6,1,1,0,1,0,1,1,0,1,Trading companies
2020,2020,8035.T,4,1,1,0,1,0,0,1,0,0,Electric machinery
2020,2020,8053.T,3,1,1,0,1,0,0,0,0,0,Trading companies
2020,2020,8058.T,4,1,1,0,1,0,0,1,0,0,Trading companies
2020,2020,8113.T,7,1,1,1,1,1,1,0,1,0,
2020,2020,8267.T,6,1,1,1,1,0,1,0,1,0,Retail
2020,2020,8801.T,6,1,1,1,0,0,1,1,1,0,Real estate
2020,2020,8802.T,8,1,1,1,1,0,1,1,1,1,Real estate
2020,2020,8830.T,7,1,1,1,1,0,0,1,1,1,Real estate
2020,2020,9020.T,5,1,1,0,1,1,0,1,0,0,Railway/bus
2020,2020,9021.T,5,1,1,0,1,1,0,1,0,0,Railway/bus
2020,2020,9022.T,4,1,1,0,1,1,0,0,0,0,Railway/bus
2020,2020,9202.T,5,1,1,0,1,0,1,1,0,0,Air transport
2020,2020,9432.T,5,1,1,0,1,1,0,1,0,0,Communications
2020,2020,9433.T,5,1,1,0,1,0,0,1,1,0,Communications
2020,2020,9434.T,6,1,1,0,1,1,0,1,1,0,Communications
2020,2020,9735.T,7,1,1,0,1,1,1,0,1,1,Services
2020,2020,9843.T,5,1,1,0,1,0,1,0,1,0,Retail
2020,2020,9983.T,3,1,1,0,1,0,0,0,0,0,Retail
2020,2020,9984.T,6,0,1,0,1,1,1,1,1,0,Communications
2020,2020,6502.T,2,0,0,0,0,0,0,1,1,0,
2020,2020,6586.T,5,1,1,0,1,0,1,0,0,1,
2020,2020,6645.T,7,1,1,1,1,0,1,1,1,0,Electric machinery
2020,2020,6920.T,6,1,1,1,1,0,0,1,0,1,Electric machinery
2021,2021,1925.T,6,1,1,0,1,0,1,1,1,0,Construction
2021,2021,1928.T,5,1,1,0,1,1,0,1,0,0,Construction
2021,2021,2413.T,6,1,1,1,1,0,1,0,1,0,Services
2021,2021,2502.T,6,1,1,1,1,0,1,0,1,0,Foods
2021,2021,2503.T,6,1,1,0,1,0,1,1,1,0,Foods
2021,2021,2802.T,7,1,1,1,1,0,1,0,1,1,Foods
2021,2021,2914.T,8,1,1,1,1,1,1,0,1,1,Foods
2021,2021,3382.T,5,1,1,0,1,0,1,0,1,0,Retail
2021,2021,3402.T,5,1,1,0,1,1,1,0,0,0,Textiles & apparel
2021,2021,3407.T,5,1,1,0,1,0,1,0,1,0,Chemicals
2021,2021,4063.T,7,1,1,0,1,1,1,1,1,0,Chemicals
2021,2021,4188.T,4,0,1,0,1,0,1,0,1,0,Chemicals
2021,2021,4452.T,6,1,1,0,1,0,1,1,0,1,Chemicals
2021,2021,4502.T,7,1,1,1,1,0,1,0,1,1,Pharmaceuticals
2021,2021,4503.T,6,1,1,0,1,0,1,1,1,0,Pharmaceuticals
2021,2021,4507.T,4,1,1,0,0,1,0,1,0,0,Pharmaceuticals
2021,2021,4519.T,5,1,1,1,0,0,0,0,1,1,Pharmaceuticals
2021,2021,4523.T,5,1,1,0,1,1,0,0,1,0,Pharmaceuticals
2021,2021,4528.T,5,1,1,1,0,0,1,0,0,1,
2021,2021,4543.T,4,1,1,0,1,0,1,0,0,0,Precision instruments
2021,2021,4568.T,5,1,1,0,1,1,0,1,0,0,Pharmaceuticals
2021,2021,4578.T,5,1,1,0,1,1,0,0,0,1,Pharmaceuticals
2021,2021,4661.T,1,0,0,0,1,0,0,0,0,0,Services
2021,2021,4689.T,6,1,1,0,1,1,1,0,1,0,Services
2021,2021,4901.T,5,1,1,1,1,1,0,0,0,0,Chemicals
2021,2021,4911.T,6,1,1,1,1,1,0,0,0,1,Chemicals
2021,2021,5020.T,7,1,1,1,1,0,1,1,1,0,Petroleum
2021,2021,5108.T,7,1,1,1,0,1,1,0,1,1,Rubber
2021,2021,5401.T,5,0,1,1,1,0,1,0,1,0,Steel
2021,2021,5713.T,7,1,1,1,0,1,0,1,1,1,Nonferrous metals
2021,2021,5802.T,5,1,1,0,1,0,0,1,1,0,Nonferrous metals
2021,2021,6098.T,5,1,1,0,1,1,0,1,0,0,Services
2021,2021,6273.T,5,1,1,1,0,0,0,1,0,1,Machinery
2021,2021,6301.T,5,1,1,0,1,0,1,1,0,0,Machinery
2021,2021,6326.T,5,1,1,1,0,0,0,1,0,1,Machinery
2021,2021,6367.T,4,1,1,0,1,0,1,0,0,0,Machinery
2021,2021,6501.T,4,1,1,1,1,0,0,0,0,0,Electric machinery
2021,2021,6502.T,6,1,1,1,1,0,1,0,0,1,
2021,2021,6503.T,5,1,1,0,1,1,1,0,0,0,Electric machinery
2021,2021,6594.T,7,1,1,1,1,0,1,1,1,0,Electric machinery
2021,2021,6645.T,5,1,1,0,1,0,1,0,1,0,Electric machinery
2021,2021,6702.T,8,1,1,1,1,1,1,1,1,0,Electric machinery
2021,2021,6752.T,6,1,1,0,1,1,1,0,1,0,Electric machinery
2021,2021,6758.T,5,1,1,1,1,1,0,0,0,0,Electric machinery
2021,2021,6861.T,4,1,1,0,0,0,0,1,1,0,Electric machinery
2021,2021,6869.T,5,1,1,0,1,1,1,0,0,0,
2021,2021,6902.T,6,1,1,1,1,0,1,1,0,0,Electric machinery
2021,2021,6920.T,6,1,1,1,0,1,0,1,0,1,Electric machinery
2021,2021,6954.T,7,1,1,1,1,0,0,1,1,1,Electric machinery
2021,2021,6971.T,3,1,1,0,1,0,0,0,0,0,Electric machinery
2021,2021,6981.T,7,1,1,1,1,1,1,0,1,0,Electric machinery
2021,2021,7011.T,2,1,0,0,0,0,1,0,0,0,Machinery
2021,2021,7201.T,4,0,1,1,1,0,1,0,0,0,Automotive
2021,2021,7203.T,5,1,1,1,1,0,1,0,0,0,Automotive
2021,2021,7267.T,6,1,1,1,1,0,1,0,1,0,Automotive
2021,2021,7269.T,6,1,1,1,1,1,1,0,0,0,Automotive
2021,2021,7270.T,4,1,1,0,1,0,1,0,0,0,Automotive
2021,2021,7309.T,6,1,1,1,0,0,0,1,1,1,
2021,2021,7733.T,4,1,1,0,1,0,1,0,0,0,Precision instruments
2021,2021,7741.T,8,1,1,1,1,1,1,1,1,0,Precision instruments
2021,2021,7751.T,8,1,1,1,1,0,1,1,1,1,Electric machinery
2021,2021,7832.T,6,1,1,0,1,0,0,1,1,1,Other manufacturing
2021,2021,7974.T,7,1,1,1,1,0,0,1,1,1,Services
2021,2021,8001.T,6,1,1,0,1,1,0,1,1,0,Trading companies
2021,2021,8002.T,6,1,1,1,1,0,1,0,1,0,Trading companies
2021,2021,8031.T,6,1,1,0,1,0,1,1,1,0,Trading companies
2021,2021,8035.T,6,1,1,1,0,0,1,0,1,1,Electric machinery
2021,2021,8053.T,4,0,1,0,1,1,1,0,0,0,Trading companies
2021,2021,8058.T,7,1,1,0,1,1,1,1,1,0,Trading companies
2021,2021,8113.T,7,1,1,1,1,1,0,1,0,1,
2021,2021,8267.T,4,0,1,0,1,1,1,0,0,0,Retail
2021,2021,8801.T,6,1,1,0,1,1,1,1,0,0,Real estate
2021,2021,8802.T,5,1,1,0,1,0,1,0,1,0,Real estate
2021,2021,8830.T,5,1,1,0,1,1,0,1,0,0,Real estate
2021,2021,9020.T,2,0,0,0,1,0,0,1,0,0,Railway/bus
2021,2021,9021.T,2,0,0,0,1,0,1,0,0,0,Railway/bus
2021,2021,9022.T,2,0,0,0,1,1,0,0,0,0,Railway/bus
2021,2021,9202.T,2,0,0,0,1,0,1,0,0,0,Air transport
2021,2021,9432.T,6,1,1,1,1,0,0,1,1,0,Communications
2021,2021,9433.T,7,1,1,0,1,1,1,1,1,0,Communications
2021,2021,9434.T,7,1,1,0,1,1,1,1,1,0,Communications
2021,2021,9735.T,5,1,1,0,1,0,1,0,1,0,Services
2021,2021,9843.T,7,1,1,1,1,1,0,0,1,1,Retail
2021,2021,9983.T,7,1,1,1,1,1,1,0,1,0,Retail
2021,2021,9984.T,6,1,1,1,0,0,0,1,1,1,Communications
2021,2021,6723.T,7,1,1,1,1,1,0,0,1,1,Electric machinery
2021,2021,9101.T,7,1,1,1,1,1,1,0,1,0,Marine transport
2022,2022,1925.T,5,1,1,1,1,0,1,0,0,0,Construction
2022,2022,1928.T,8,1,1,1,0,1,1,1,1,1,Construction
2022,2022,2413.T,5,1,1,1,0,1,1,0,0,0,Services
2022,2022,2502.T,7,1,1,0,1,1,1,1,0,1,Foods
2022,2022,2503.T,9,1,1,1,1,1,1,1,1,1,Foods
2022,2022,2802.T,8,1,1,1,1,1,1,1,0,1,Foods
2022,2022,2914.T,8,1,1,1,1,1,1,0,1,1,Foods
2022,2022,3382.T,5,1,1,1,1,0,0,0,0,1,Retail
2022,2022,3407.T,7,1,1,1,1,1,0,1,0,1,Chemicals
2022,2022,4063.T,8,1,1,1,1,1,0,1,1,1,Chemicals
2022,2022,4188.T,7,1,1,1,1,1,1,0,0,1,Chemicals
2022,2022,4452.T,6,1,1,0,1,1,0,1,0,1,Chemicals
2022,2022,4502.T,7,1,1,0,1,1,0,1,1,1,Pharmaceuticals
2022,2022,4503.T,8,1,1,1,1,1,0,1,1,1,Pharmaceuticals
2022,2022,4507.T,4,1,1,0,0,1,0,0,1,0,Pharmaceuticals
2022,2022,4519.T,4,1,1,0,0,1,0,0,0,1,Pharmaceuticals
2022,2022,4523.T,7,1,1,1,1,0,1,0,1,1,Pharmaceuticals
2022,2022,4543.T,7,1,1,1,1,1,1,0,0,1,Precision instruments
2022,2022,4568.T,6,1,1,0,1,1,0,0,1,1,Pharmaceuticals
2022,2022,4578.T,6,1,1,0,1,1,0,0,1,1,Pharmaceuticals
2022,2022,4661.T,7,1,1,1,1,0,1,0,1,1,Services
2022,2022,4689.T,6,1,1,0,1,1,0,1,1,0,Services
2022,2022,4901.T,7,1,1,1,1,1,0,0,1,1,Chemicals
2022,2022,4911.T,5,1,1,0,1,1,1,0,0,0,Chemicals
2022,2022,5020.T,6,1,1,1,0,0,1,0,1,1,Petroleum
2022,2022,5108.T,6,1,1,0,0,1,1,1,0,1,Rubber
2022,2022,5401.T,7,1,1,1,0,1,1,0,1,1,Steel
2022,2022,5802.T,6,1,1,1,0,1,0,1,0,1,Nonferrous metals
2022,2022,6098.T,9,1,1,1,1,1,1,1,1,1,Services
2022,2022,6273.T,7,1,1,1,0,1,0,1,1,1,Machinery
2022,2022,6301.T,7,1,1,1,1,1,0,0,1,1,Machinery
2022,2022,6326.T,4,1,0,0,0,0,1,1,0,1,Machinery
2022,2022,6367.T,6,1,1,1,1,1,0,0,0,1,Machinery
2022,2022,6501.T,4,1,1,0,1,1,0,0,0,0,Electric machinery
2022,2022,6503.T,6,1,1,0,1,1,0,1,1,0,Electric machinery
2022,2022,6594.T,6,1,1,1,0,1,0,1,0,1,Electric machinery
2022,2022,6645.T,7,1,1,1,1,1,0,1,0,1,Electric machinery
2022,2022,6702.T,7,1,1,0,1,1,1,1,1,0,Electric machinery
2022,2022,6723.T,9,1,1,1,1,1,1,1,1,1,Electric machinery
2022,2022,6752.T,4,1,1,1,0,0,0,0,0,1,Electric machinery
2022,2022,6758.T,5,1,1,0,1,0,0,1,1,0,Electric machinery
2022,2022,6861.T,6,1,1,1,0,0,0,1,1,1,Electric machinery
2022,2022,6869.T,8,1,1,1,1,1,1,0,1,1,
2022,2022,6902.T,7,1,1,1,1,1,0,1,1,0,Electric machinery
2022,2022,6920.T,3,1,0,0,0,1,0,0,1,0,Electric machinery
2022,2022,6954.T,6,1,1,1,0,1,0,0,1,1,Electric machinery
2022,2022,6971.T,8,1,1,1,1,1,0,1,1,1,Electric machinery
2022,2022,6981.T,8,1,1,1,1,1,1,0,1,1,Electric machinery
2022,2022,7011.T,8,1,1,1,1,0,1,1,1,1,Machinery
2022,2022,7201.T,8,1,1,1,1,1,1,0,1,1,Automotive
2022,2022,7203.T,7,1,1,1,1,0,1,1,1,0,Automotive
2022,2022,7267.T,8,1,1,1,1,1,1,1,0,1,Automotive
2022,2022,7269.T,4,1,1,0,1,0,1,0,0,0,Automotive
2022,2022,7270.T,6,1,1,0,1,1,1,0,1,0,Automotive
2022,2022,7309.T,5,1,1,0,0,1,1,1,0,0,
2022,2022,7733.T,8,1,1,1,1,1,1,1,1,0,Precision instruments
2022,2022,7741.T,8,1,1,1,1,1,1,1,0,1,Precision instruments
2022,2022,7751.T,7,1,1,1,1,1,0,1,0,1,Electric machinery
2022,2022,7832.T,7,1,1,1,1,1,0,0,1,1,Other manufacturing
2022,2022,7974.T,6,1,1,0,0,1,1,1,1,0,Services
2022,2022,8001.T,7,1,1,1,0,1,1,1,0,1,Trading companies
2022,2022,8002.T,6,1,1,1,0,1,0,1,0,1,Trading companies
2022,2022,8031.T,6,1,1,1,0,1,0,1,0,1,Trading companies
2022,2022,8035.T,6,1,1,1,0,1,0,0,1,1,Electric machinery
2022,2022,8053.T,6,1,1,1,0,1,0,0,1,1,Trading companies
2022,2022,8058.T,6,1,1,1,1,1,0,0,0,1,Trading companies
2022,2022,8113.T,6,1,1,0,1,0,1,1,0,1,
2022,2022,8267.T,6,1,1,1,1,1,0,0,1,0,Retail
2022,2022,8801.T,7,1,1,1,1,1,0,1,1,0,Real estate
2022,2022,8802.T,8,1,1,1,1,0,1,1,1,1,Real estate
2022,2022,8830.T,7,1,1,0,1,1,1,1,1,0,Real estate
2022,2022,9020.T,7,0,1,1,1,0,1,1,1,1,Railway/bus
2022,2022,9021.T,5,0,0,1,1,0,1,0,1,1,Railway/bus
2022,2022,9022.T,5,0,1,1,1,0,0,0,1,1,Railway/bus
2022,2022,9101.T,7,1,1,1,0,1,1,0,1,1,Marine transport
2022,2022,9202.T,6,0,0,1,1,1,0,1,1,1,Air transport
2022,2022,9432.T,8,1,1,1,1,0,1,1,1,1,Communications
2022,2022,9433.T,6,1,1,0,1,1,0,1,1,0,Communications
2022,2022,9434.T,6,1,1,0,1,1,1,0,1,0,Communications
2022,2022,9735.T,7,1,1,1,1,0,1,1,1,0,Services
2022,2022,9843.T,3,1,1,0,0,0,1,0,0,0,Retail
2022,2022,9983.T,7,1,1,1,1,1,0,0,1,1,Retail
2022,2022,9984.T,4,0,1,0,1,0,0,1,1,0,Communications
2022,2022,6146.T,6,1,1,1,1,0,0,0,1,1,Precision instruments
2022,2022,6701.T,7,1,1,0,1,1,0,1,1,1,Electric machinery
2022,2022,6857.T,6,1,1,1,0,0,0,1,1,1,Electric machinery
2023,2023,1925.T,5,1,1,1,0,0,1,0,0,1,Construction
2023,2023,1928.T,6,1,1,1,0,1,0,1,0,1,Construction
2023,2023,2502.T,7,1,1,1,1,1,1,0,0,1,Foods
2023,2023,2503.T,5,1,1,0,1,0,1,0,0,1,Foods
2023,2023,2802.T,8,1,1,1,1,1,1,1,0,1,Foods
2023,2023,2914.T,4,1,1,0,1,1,0,0,0,0,Foods
2023,2023,3382.T,6,1,1,1,1,1,0,0,0,1,Retail
2023,2023,3407.T,4,0,1,0,1,0,1,1,0,0,Chemicals
2023,2023,4063.T,8,1,1,1,1,0,1,1,1,1,Chemicals
2023,2023,4188.T,5,1,1,0,1,1,0,0,0,1,Chemicals
2023,2023,4452.T,5,1,1,0,1,0,1,0,1,0,Chemicals
2023,2023,4502.T,7,1,1,1,1,1,0,0,1,1,Pharmaceuticals
2023,2023,4503.T,7,1,1,0,1,0,1,1,1,1,Pharmaceuticals
2023,2023,4507.T,6,1,1,1,0,0,0,1,1,1,Pharmaceuticals
2023,2023,4519.T,6,1,1,0,1,1,1,0,1,0,Pharmaceuticals
2023,2023,4523.T,4,1,0,1,0,1,1,0,0,0,Pharmaceuticals
2023,2023,4543.T,6,1,1,0,1,1,0,1,0,1,Precision instruments
2023,2023,4568.T,7,1,1,1,1,1,0,0,1,1,Pharmaceuticals
2023,2023,4578.T,6,1,1,0,1,1,0,0,1,1,Pharmaceuticals
2023,2023,4661.T,7,1,1,1,1,1,0,0,1,1,Services
2023,2023,4689.T,5,1,1,1,0,0,0,0,1,1,Services
2023,2023,4901.T,5,1,1,0,0,1,1,0,0,1,Chemicals
2023,2023,4911.T,5,1,1,0,1,1,0,0,1,0,Chemicals
2023,2023,5020.T,5,1,0,0,0,1,1,1,0,1,Petroleum
2023,2023,5108.T,5,1,1,1,1,1,0,0,0,0,Rubber
2023,2023,5401.T,6,1,1,0,0,1,1,1,0,1,Steel
2023,2023,5802.T,7,1,1,1,1,1,0,1,0,1,Nonferrous metals
2023,2023,6098.T,8,1,1,0,1,1,1,1,1,1,Services
2023,2023,6146.T,5,1,1,1,0,0,1,0,1,0,Precision instruments
2023,2023,6273.T,6,1,1,1,0,1,0,1,1,0,Machinery
2023,2023,6301.T,6,1,1,1,0,0,1,0,1,1,Machinery
2023,2023,6326.T,5,1,0,1,0,0,1,1,1,0,Machinery
2023,2023,6367.T,5,1,1,1,0,0,1,0,0,1,Machinery
2023,2023,6501.T,6,1,1,0,1,1,1,1,0,0,Electric machinery
2023,2023,6503.T,5,1,1,0,0,0,1,1,0,1,Electric machinery
2023,2023,6594.T,5,1,1,0,1,0,1,1,0,0,Electric machinery
2023,2023,6701.T,6,1,1,0,1,0,1,1,0,1,Electric machinery
2023,2023,6702.T,7,1,1,1,1,1,1,1,0,0,Electric machinery
2023,2023,6723.T,6,1,1,1,1,1,0,1,0,0,Electric machinery
2023,2023,6752.T,5,1,1,0,1,1,1,0,0,0,Electric machinery
2023,2023,6758.T,5,1,1,1,0,0,0,1,1,0,Electric machinery
2023,2023,6857.T,7,1,1,1,0,0,1,1,1,1,Electric machinery
2023,2023,6861.T,5,1,1,1,0,0,0,1,0,1,Electric machinery
2023,2023,6869.T,5,1,1,0,1,1,0,0,1,0,
2023,2023,6902.T,7,1,1,1,1,1,0,1,0,1,Electric machinery
2023,2023,6920.T,5,1,1,1,0,0,0,0,1,1,Electric machinery
2023,2023,6954.T,6,1,1,1,0,0,1,1,0,1,Electric machinery
2023,2023,6971.T,4,1,1,0,1,0,1,0,0,0,Electric machinery
2023,2023,6981.T,6,1,1,0,1,1,1,1,0,0,Electric machinery
2023,2023,7011.T,7,1,1,1,0,1,1,0,1,1,Machinery
2023,2023,7201.T,8,1,1,1,1,1,1,0,1,1,Automotive
2023,2023,7203.T,6,1,1,0,1,0,1,1,0,1,Automotive
2023,2023,7267.T,6,1,1,0,1,1,0,1,0,1,Automotive
2023,2023,7269.T,7,1,1,1,1,1,0,0,1,1,Automotive
2023,2023,7270.T,8,1,1,1,1,1,1,0,1,1,Automotive
2023,2023,7309.T,6,1,1,0,1,1,1,1,0,0,
2023,2023,7733.T,7,1,1,1,0,1,0,1,1,1,Precision instruments
2023,2023,7741.T,5,1,1,0,1,0,0,1,1,0,Precision instruments
2023,2023,7751.T,6,1,1,1,1,0,0,1,1,0,Electric machinery
2023,2023,7832.T,5,1,1,0,1,1,1,0,0,0,Other manufacturing
2023,2023,7974.T,5,1,1,0,0,1,1,1,0,0,Services
2023,2023,8001.T,6,1,1,0,1,1,0,1,0,1,Trading companies
2023,2023,8002.T,8,1,1,1,1,1,1,1,1,0,Trading companies
2023,2023,8031.T,8,1,1,1,0,1,1,1,1,1,Trading companies
2023,2023,8035.T,2,1,1,0,0,0,0,0,0,0,Electric machinery
2023,2023,8053.T,7,1,1,1,0,1,1,1,0,1,Trading companies
2023,2023,8058.T,8,1,1,1,1,1,1,1,0,1,Trading companies
2023,2023,8113.T,8,1,1,1,1,1,1,1,1,0,
2023,2023,8267.T,7,1,1,1,1,0,1,0,1,1,Retail
2023,2023,8801.T,7,1,1,1,1,0,0,1,1,1,Real estate
2023,2023,8802.T,6,1,1,0,1,1,0,1,1,0,Real estate
2023,2023,8830.T,7,1,1,1,1,1,0,1,1,0,Real estate
2023,2023,9020.T,8,1,1,1,1,0,1,1,1,1,Railway/bus
2023,2023,9021.T,8,1,1,1,1,1,0,1,1,1,Railway/bus
2023,2023,9022.T,9,1,1,1,1,1,1,1,1,1,Railway/bus
2023,2023,9101.T,4,1,1,0,0,1,1,0,0,0,Marine transport
2023,2023,9202.T,8,1,1,1,1,1,0,1,1,1,Air transport
2023,2023,9432.T,6,1,1,0,1,0,1,1,0,1,Communications
2023,2023,9433.T,5,1,1,0,1,1,0,1,0,0,Communications
2023,2023,9434.T,5,1,1,0,1,1,1,0,0,0,Communications
2023,2023,9735.T,6,1,1,0,1,1,0,1,0,1,Services
2023,2023,9983.T,5,1,1,0,1,1,1,0,0,0,Retail
2023,2023,9984.T,6,0,1,1,1,0,1,1,0,1,Communications
2023,2023,6762.T,6,1,1,0,1,1,1,0,0,1,Electric machinery
2023,2023,9104.T,6,1,1,1,0,1,0,0,1,1,Marine transport
